Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male3
Locus_230002	0	0.1	0	0.18	0.23	0.26	0.32
ENSMODG00000010399	14.9	3.47	1.18	0.62	0.17	0.16	122.74
ENSMODG00000016440	102.26	77.06	39.47	85.2	75.36	65.74	128.13
Locus_99228	0.44	0.42	1.27	0	0.92	0.51	0
ENSMODG00000024191	0	0	0	0	0	0	0
blastnGorilla.Locus_196677	0	0	0	0	0	0	0
ENSMODG00000025357	1.91	2.06	7.27	4.32	26	19.99	1.23
ENSMODG00000002641	29.84	10.68	12.19	6.63	9.67	5.82	17.76
ENSMODG00000016370	0.32	1.67	0.93	3.25	0	3.76	13.28
Locus_377754	0	0	0	0	0.46	1.04	0.43
blastnMacaque.Locus_341809	0	0	0	0	0	0	0
ENSMODG00000016325	6.69	11.53	17.59	22.82	56.7	29.14	15.98
ENSMODG00000003560	808.06	112.66	75.04	1004.38	543.17	976.14	2.88
ENSMODG00000018910	0.66	1.89	2.88	2.97	0.49	3.35	4.09
ENSMODG00000014532	24.5	18.82	7.31	8.7	6.54	3.36	9.19
ENSMODG00000009872	3.88	4.95	3.23	3.01	1.96	1.8	8.55
ENSMODG00000016602	0	0	0	0.25	0	0	0.14
ENSMODG00000021532	9.93	15.55	19.6	8.28	21.19	14.2	6.16
ENSMODG00000024805	4.76	0.51	0.99	0	0	0	3.12
Locus_419153	0	0	0	0.31	0.19	1.07	0.18
ENSMODG00000006462	20.9	37	21.68	7.73	9.56	5.86	74.89
ENSMODG00000020112	7.21	4.36	5.94	5	14.37	6.9	13.47
ENSMODG00000004139	1.49	5.67	3.59	1.46	2.14	2.31	60.65
ENSMODG00000024358	0	0	0	0	0	0	0
blastnHuman.ENSG00000253837	0	0	0	0	0	0	0
blastnMouse.Locus_82713	0	0	0	0	0	0	0
CUFF.37307	2.14	2.19	0.78	1.82	1.61	0	0.59
Locus_316747	0	0	0	0	0	0	0.89
ENSMODG00000014382	21.74	20.58	24.62	47.49	87.09	97.86	41.39
ENSMODG00000011151	0	0.04	0.08	0.07	0.14	0.05	0.27
Locus_377232	0	0	0	0	0	0	0.94
ENSMODG00000008141	2.45	5.73	8.93	6.47	7.66	8.48	11.42
blastnHuman.Locus_76848	0	0	0	0	0	0	0
Locus_228789	0	0	0	0	0	0	0.45
blastnMouse.ENSMUSG00000090920	0	0	0	0	0	0	0
ENSMODG00000010151	43.86	5.46	4.53	4.15	16.62	4.72	0.11
ENSMODG00000013823	75.3	86.34	30.56	39.7	38.33	28.05	16.56
ENSMODG00000003735	10.23	13.09	12.22	7.04	5.28	4.54	37.28
Locus_315409	0	1.02	0.61	0.13	0	0	0.52
ENSMODG00000010043	37.1	20.93	18.77	52.99	64.84	102.3	15.82
ENSMODG00000008260	19.34	42.33	20.37	22.43	17.81	12.46	22.72
ENSMODG00000023642	3.75	7.08	7.31	6.73	2.2	6.35	11.62
ENSMODG00000000320	4	20.89	66.14	5.22	12.37	28.4	4.74
ENSMODG00000009837	0	0	0	0	0	0	140.79
ENSMODG00000016762	0.05	21.51	89.5	39.54	48.71	43.45	0.03
Locus_374230	0.38	0.55	0.28	1.3	0	0	1.3
ENSMODG00000006335	0.05	0	0	0.12	0.05	0	156.8
blastnHuman.ENSG00000225144	0	0	0	0	0	0	0
ENSMODG00000008479	1.06	14.22	7.8	39.54	2.53	1.97	3.9
ENSMODG00000024854	0	0	0	0	0	0	1.45
blastnGorilla.Locus_292077	0	0	0.69	0	0	0	0
ENSMODG00000008288	0.85	0.82	4.32	0.27	1.24	0	0.83
ENSMODG00000005079	44.46	33.62	42.49	44.73	55.1	54.85	20.95
ENSMODG00000012834	0	0	0	0	0	0	0
Locus_89139	0	0	0	0	0	0	0.9
ENSMODG00000024567	0.64	1.37	4.44	0.72	2.35	3.07	6.74
ENSMODG00000001484	11.9	17	16.74	20.05	31.82	15.15	19.13
ENSMODG00000000044	0.29	5.01	6.15	20.85	13.83	32.1	0.19
Locus_120221	0.1	0	0	0	0	0	11.72
ENSMODG00000011866	16.01	0.28	0.33	0.64	2.51	0.85	0.6
ENSMODG00000020574	13.15	6.76	11.17	17.68	11.86	32.96	15.82
ENSMODG00000000439	8.04	3.34	10.25	16.19	38.13	30.78	8.56
Locus_122154	0	0	0.06	0	0	0	0.08
ENSMODG00000013702	62.62	156.95	82.93	58.51	192.85	52.02	30.98
ENSMODG00000011080	3.15	1.18	5.85	1.42	4.67	4.89	5.78
ENSMODG00000021205	6.75	4.95	4.34	0.45	0.27	0.28	3.08
ENSMODG00000020427	127.2	83.67	49.79	476.88	200.03	1399.94	192.15
Locus_99152	3.55	0.49	0.1	0.23	0.07	0	3.01
ENSMODG00000009674	6.17	9.2	8.95	8.16	9.2	4.73	3.37
Locus_231148	0.33	0.05	0.44	0.57	0.59	1.18	0.05
ENSMODG00000009200	9.16	6.12	6.79	6.42	5.25	7.71	5.59
ENSMODG00000013453	6.31	10.64	24.05	15.44	36.56	28.74	7.56
ENSMODG00000024747	0	0	0.04	0	0	0	0.06
ENSMODG00000024395	0	0.04	0	0	0	0	0
CUFF.181857	0.78	0.19	0.04	1.16	1.43	0.46	0.19
Locus_90816	0	0	0	0	0	0	2.96
ENSMODG00000011772	36.79	14.34	42.16	79.82	137.05	162.2	29.35
ENSMODG00000021296	89.52	62.09	45.77	43.45	27.19	25.22	30.64
ENSMODG00000008123	14.12	8.6	3.93	24.95	4.54	19.11	76.99
ENSMODG00000008225	6.36	2.29	2.53	6.96	8.71	8.75	4.39
ENSMODG00000017347	33.96	25.52	16.52	28.04	5.95	12.18	12.33
ENSMODG00000014244	583.27	740.18	176.47	186.24	87.64	64.61	355
ENSMODG00000002778	241.92	21.25	12	9.83	6.53	6.47	24.94
blastnHuman.ENSG00000238102	0	0	0	0	0	0	0
ENSMODG00000010062	9.65	11.09	1.94	30.68	2.95	6.12	35.37
ENSMODG00000016238	40.22	25.97	16.2	30.77	21.27	23.08	14.63
ENSMODG00000019010	23.48	22.04	19.59	23.29	37.35	24.72	77.73
Locus_320393	0	0.3	0.8	6.13	12.89	41.89	0
ENSMODG00000003495	3.33	97.45	58.83	23.3	11.03	11.27	6.56
ENSMODG00000008324	2.62	3.96	7.1	2.01	3.64	4.49	2.31
Locus_392302	0.47	0.45	0.17	0.4	2.48	1.11	0
ENSMODG00000016769	233.07	698.15	1173.03	631.53	1478.26	1597.74	195.83
ENSMODG00000011852	8.2	57.55	18.77	232.14	103.96	109.54	37.22
ENSMODG00000009050	0.05	0.22	0.5	0.13	0.39	0.38	0.02
blastnMouse.ENSMUSG00000087356	0	0	0	0	0	0	0
ENSMODG00000009204	0	0	0	0	0	0	0
ENSMODG00000007062	3.6	5.6	5.47	6.4	0.52	6.52	10.31
Locus_121348	0	0	0	0	0	0	0.92
ENSMODG00000011791	1.72	2.84	2.86	63.73	31.99	34.21	0.31
ENSMODG00000021199	25.81	38.15	20.7	31.57	3.23	19.75	25.87
ENSMODG00000013393	6.35	0.61	0.93	0	0	0	0
ENSMODG00000017245	1.38	0.12	0.95	0.03	0	0	0
ENSMODG00000017923	53.12	41.32	19.01	78.49	53.08	49.14	52.68
ENSMODG00000019311	45.47	16.61	33.09	36.46	73.53	70.73	100.81
ENSMODG00000013562	0.24	0.65	0.7	0	0	0	0
ENSMODG00000013238	12.4	19.59	9.72	16.8	21.13	11.94	3.16
Locus_121087	0	0	0	0	0	0	1.98
ENSMODG00000012044	8.07	6.88	10.98	5.92	8.3	8.14	50.54
ENSMODG00000013475	183.11	64.29	77.14	167.6	244.07	212.7	43.4
ENSMODG00000001759	4.46	0.06	0	0.11	0	0.15	0
ENSMODG00000005616	0	0.04	0.13	0	0.1	0	12.75
ENSMODG00000016644	139.56	221.05	65.15	111.86	25.75	40.16	81.71
ENSMODG00000021271	24.99	54.73	38.52	39.05	32.33	33.14	19.94
ENSMODG00000014659	227.03	11.92	6.89	6.47	5.21	5.46	0.06
ENSMODG00000023221	0	0.05	0	0	0	0	0
ENSMODG00000008641	2.91	5.77	7.98	2.47	2.19	1.52	2.7
ENSMODG00000017476	3.39	6.56	3.9	2.83	1.09	0.91	19.89
ENSMODG00000023564	0	0	0	0	0	0	0
ENSMODG00000011491	0.19	0.05	0	2.58	4.6	7.41	0.05
ENSMODG00000017759	4.49	0.26	0.21	0.04	0.04	0.1	0.04
Locus_317469	0	0.07	0	0.25	0	0	3.79
ENSMODG00000018745	20.29	17.21	18.2	15.51	40.75	17.21	20.26
ENSMODG00000013348	16.87	13.73	13	13.35	7.06	18.98	23.03
CUFF.354	0.31	0.22	0.45	0.02	0.08	0.14	0.45
ENSMODG00000007480	306.1	666.25	1864.52	683.72	2412.61	2074.98	126.56
ENSMODG00000017409	1.33	0.35	0.42	0.52	0.03	0.53	0.02
ENSMODG00000018591	2.91	0.14	0.09	0	0	0	2.12
ENSMODG00000025486	0.79	0.91	0.72	0.05	0.06	0.07	15.43
ENSMODG00000014894	0	1.28	1.77	11.34	6.21	6.66	0.04
ENSMODG00000008508	0.28	25.63	14.45	6.86	2.15	9.65	60.42
ENSMODG00000004873	5.36	3.04	2.69	1.33	0.88	0.33	19.44
ENSMODG00000002157	8.13	1.88	1.81	2.9	3.32	2.48	46.15
Locus_232197	0	0	0	0	0	0	1.3
ENSMODG00000018012	15.02	15.9	4.75	19.27	7.4	15.33	18.08
ENSMODG00000010256	1.36	1.5	1.99	0.58	0.25	1.23	1.02
ENSMODG00000003278	0.2	6.36	4.53	0.21	0.04	0.15	0.66
ENSMODG00000013288	11.59	66.05	50.3	58.1	91.91	29.89	22.71
ENSMODG00000009145	18.28	21.2	15.45	23.54	14.32	20.5	39.63
ENSMODG00000018094	119.83	148.9	62.69	143.28	96.2	63.8	142.4
ENSMODG00000001226	58.06	71.79	49.66	72.58	39.28	91.19	21.7
ENSMODG00000021013	14.39	10.55	10.26	10.8	12.74	8.64	10.06
ENSMODG00000011246	0	2.8	2.47	1.33	0.34	2.31	42.72
ENSMODG00000015607	2.53	34.49	22.7	158.57	172.26	109.5	12.56
Locus_35123	0	0	0	0	0	0	11.97
ENSMODG00000018807	0.07	0.56	0.47	0.11	0.07	0.77	95.6
ENSMODG00000017932	0.45	0.85	1.34	0.76	0.66	1.48	0.04
ENSMODG00000000895	1.29	12.53	15.07	20.96	105.05	23.98	1.91
ENSMODG00000013721	30.54	28.72	55.99	23.86	51.74	48	10.26
Locus_317699	0.13	0.06	0.19	0	0	0	0
ENSMODG00000014748	73.85	90.82	46.07	39.65	53.78	54.02	80.36
ENSMODG00000017599	0.67	17.62	18.54	7.93	12.42	14.19	0.86
ENSMODG00000005298	1.31	27.83	31.96	36.75	101.45	30.94	31.25
ENSMODG00000003449	3.82	4.67	5.34	9.19	8.82	10.97	8.4
Locus_420243	0	0	0	0.67	1.11	0.46	2.92
ENSMODG00000004501	15.78	26.1	36.13	14.92	21.55	17.98	10.35
ENSMODG00000015061	1.18	1.48	0.78	4.14	2.48	1.95	1.65
ENSMODG00000001280	7.2	12.29	11.27	10.58	5.25	10.23	6.43
ENSMODG00000022604	0	0	0.21	0	0.1	0	0.83
blastnHuman.ENSG00000232139	0	0	0	0	0	0	0
Locus_231380	0	0.05	0.04	0	0	0	0.26
ENSMODG00000015678	40.06	18.11	14.03	28.64	34.1	28.22	3.83
ENSMODG00000025060	1.74	0.5	9.37	0.59	38.12	18.91	2.19
ENSMODG00000012299	0.7	0	0.22	0.17	2.83	0.12	4.19
ENSMODG00000007231	0.95	0.55	2.92	0.38	1.53	4.15	0.24
ENSMODG00000013502	13.74	16.88	25.47	26.62	58.57	46.81	16.27
Locus_121741	0	0	0	0	0	0	0.96
ENSMODG00000024029	5.93	12.17	6.37	4.53	3.45	2	35.67
ENSMODG00000004553	25.27	13.04	13.57	14.15	14.86	21.21	59.81
ENSMODG00000007978	1.59	16.52	18.94	4.34	12.79	10.59	1.27
Locus_191473	0	0	0.26	0.3	0	0	1.02
CUFF.139615	0	0	0	0	0	0	0.78
ENSMODG00000004629	7.09	39.53	19.25	50.93	36.89	26.77	11.2
ENSMODG00000002363	23.49	5.8	6.43	3.61	4.3	2.24	6.79
ENSMODG00000025232	0	0	0	0	0	0	0
ENSMODG00000015229	132.41	29.29	26.39	37.61	56.49	33.34	8.81
ENSMODG00000020496	20.05	11.23	2.71	33.81	3.18	8.6	0.34
ENSMODG00000016165	19.42	16.08	20.88	28.41	16.71	39.5	18.38
Locus_315650	0	0	0.04	0	0	0.13	0.05
ENSMODG00000018383	29.99	10.62	9.47	6.87	1.98	10.8	19.2
blastnHuman.ENSG00000254571	0	0	0	0	0	0	0
ENSMODG00000005379	1.11	2.96	1.19	0.91	1.47	0.6	119.2
ENSMODG00000022732	0	0.04	0.21	0	0	0	0
Locus_35400	0	0	0.08	0	0	0	0.64
ENSMODG00000024276	0	0	0	0.09	0	0	0
ENSMODG00000022842	1.97	3.58	4.16	1.95	2.89	2.4	4.55
ENSMODG00000014772	16.89	15.83	8.16	9.61	12.48	5.6	17.68
ENSMODG00000009541	1.34	1.46	4.03	2.04	17.93	8.59	0.93
ENSMODG00000017151	15.97	5.58	2.73	14.43	1.89	7.19	8.85
ENSMODG00000005097	0	13.66	13.5	0	0.33	0	0
ENSMODG00000017552	9.31	20.97	12.84	1.05	1.07	2.09	202.26
ENSMODG00000001964	14.54	10.85	8.38	6.36	1.38	5.38	11.72
ENSMODG00000013169	0.94	0.41	1.28	0	0	0	0
ENSMODG00000020345	1.67	1.47	1.34	0.7	0.33	0.3	0.73
ENSMODG00000010174	1683.79	664.37	172.75	670.52	209.39	283.65	545.19
ENSMODG00000014811	116.78	432.54	168.3	1382.17	377.55	1094.07	179.93
ENSMODG00000005751	2.91	13.24	1.99	57.26	11.82	9.91	28.99
Locus_89381	0	0	0	0	0	0	0.76
ENSMODG00000005593	0.41	7.97	4.85	12.63	10.47	14.65	10.73
Locus_193336	0.35	19.19	7.2	0	0	0	0
ENSMODG00000002586	0.41	4.14	1.35	0	0.65	1.22	0.4
ENSMODG00000011373	0	0	0	0	0	0	0
ENSMODG00000004340	3.88	29.47	11.43	5.8	0.81	4.54	160.24
ENSMODG00000000453	0	0.73	4.01	1.48	4.59	6.95	0
ENSMODG00000008100	2.31	4.38	6.96	3.93	7.24	6.97	2.8
ENSMODG00000009658	27.08	2.76	0.95	7.82	1.08	6.34	13.96
Locus_120924	0.28	0	0	0	0	0	0
Locus_187628	0	0	0	0	0	0	0.52
ENSMODG00000007228	0.22	0.36	0.71	0.37	0.57	0.64	3.7
ENSMODG00000012592	21.46	16.83	8.74	47.95	4.63	10.36	22.15
Locus_228849	0	0	0	0	0	0	1.11
ENSMODG00000006825	274.88	298.93	135.17	208.84	50.95	64.21	117.4
Locus_87537	0	0	0	0	0	0	0.14
ENSMODG00000015590	5.94	4.41	10.09	7.1	12.53	10.06	6.93
Locus_376271	0	0.13	0	0	0	0	1.22
ENSMODG00000014417	9.4	9.56	3.75	11.41	8.49	7.41	6.98
ENSMODG00000013299	203.62	0	0	0	0	0	0
blastnChicken.CUFF.65566	0	0	0	0	0	0	0
ENSMODG00000014564	0.67	0.29	0.66	0.29	0	0.16	0.13
ENSMODG00000015834	46.03	9.73	18.57	5.45	23.03	9.3	1191.52
ENSMODG00000024211	0	0	0.18	0	0	0.3	0
ENSMODG00000000294	0.42	2.49	1.21	0.97	0.04	0.95	18.08
ENSMODG00000011928	68.68	48.33	54.43	53.4	66.94	44.58	73.53
Locus_315140	0	0	0.12	0	0	0	0
ENSMODG00000011942	11.98	11.09	5.52	9.97	2.58	9.13	5.07
ENSMODG00000003905	0	0	0	0.1	0	0.21	116.96
ENSMODG00000008365	3.03	47	12.77	75.44	2.25	12.88	1.17
Locus_418718	0	0	0	0	0	0	2.97
Locus_392171	0	1.23	1.27	0.16	0.19	0.22	46.73
CUFF.155522	0	0	0	0.03	0	0.09	1.55
ENSMODG00000012576	0	0	0	0	0	0	0
ENSMODG00000010540	0.19	0.44	0.2	0.16	0.78	0	0.72
ENSMODG00000020892	0.94	0.82	0.93	2.34	0.88	0.87	3.52
ENSMODG00000008013	22.09	21.39	15.72	32.52	51.22	36.46	12.09
ENSMODG00000014275	0.07	0.07	0.03	0.63	0.16	2.37	0
ENSMODG00000020911	0.12	0.03	0.13	0.05	0	0	156.23
Locus_122498	0	1.25	0.26	0	0	0	0
ENSMODG00000010840	0	0	0	0	0	0	0
ENSMODG00000004734	9.98	0.41	0.73	0	0.02	0.02	13.78
ENSMODG00000011289	8.36	3.75	5.53	3.09	5.01	4.98	4.18
Locus_90271	0	0	0	0	0	0	1.5
Locus_98914	0	0.35	0.13	0.31	0.39	0	0.53
ENSMODG00000005002	0.13	0.22	0.64	0.17	2.62	0.62	0.44
ENSMODG00000019661	11.92	6.38	3.13	7.79	4.53	6.63	4.18
ENSMODG00000007538	13.22	5.26	6.85	15.23	17.96	12.33	5.34
ENSMODG00000019621	7.51	8.86	6.74	4.24	2.54	7.85	25.8
ENSMODG00000005037	0	0.05	0.04	0	0	0	0
ENSMODG00000002601	5.83	22.05	53.33	18.87	71.85	46.38	183.32
ENSMODG00000015050	0	0.83	1.36	1.21	0.39	2.18	0.51
blastnHuman.Locus_175478	0	0	0	0	0	0	0
Locus_92054	0	0	0	0	0	0	0.57
Locus_86671	0	0	0	0	0	0.38	1.89
Locus_418649	0	0	0	0	0	0	0.11
ENSMODG00000002504	46.23	31.28	26.59	25.19	48.4	25.85	28.85
ENSMODG00000015499	4.82	2.19	2.95	0.14	0.09	0.1	2.77
ENSMODG00000009990	94.34	43.72	25.46	57.84	46.93	37.98	50.75
ENSMODG00000014342	3.07	10.45	18.06	5.86	15.81	15.14	0.37
ENSMODG00000014544	4.15	2.81	6.04	3.68	10.78	8.71	5.05
ENSMODG00000013265	40.96	63.43	33.78	45.42	34.16	49.29	149.71
ENSMODG00000009039	225.74	735.53	1265.91	988.7	1888.14	1209.72	321.27
blastnMacaque.Locus_139169	0	0	0	0	0	0	0
ENSMODG00000014885	45.32	3.6	2.33	5.23	0.82	1.34	1.2
ENSMODG00000012637	0	0	0	0	0	0	0
Locus_88764	0	0	0	0	0	0	12.27
ENSMODG00000018552	13.66	4.82	1.76	1.83	2.44	0.25	1.76
blastnMouse.CUFF.200260	0	0	0	0	0	0	0
ENSMODG00000013580	0.37	0.12	0.13	1.04	0	0	1.13
ENSMODG00000008099	55.97	37.11	36.2	60.08	73.58	59.84	36.12
blastnHuman.ENSG00000232537	0	0	0	0	0	0	0
ENSMODG00000015795	21.87	14.66	14.11	96.09	85.94	55.96	17.66
ENSMODG00000017320	16.16	8.23	8.31	5.11	1.78	5.46	30.11
ENSMODG00000010490	0.17	0.12	0.16	0.07	0	0.51	0.08
ENSMODG00000014160	4.45	3.35	4.72	4.12	6.32	6.92	2.89
Locus_187736	0	5.92	0.96	0.09	0.12	0.13	28.39
Locus_420081	0	0	0	0	0	0	11.63
Locus_91764	0	0.35	0	0.78	0	0.43	0
ENSMODG00000013685	0	0.1	0	0.9	0.89	11.01	42.4
ENSMODG00000006688	3.61	145.68	78.12	9.11	26.97	215.22	115.18
Locus_319668	0.16	0.03	0.1	0	0	0.06	2.79
Locus_391491	0	0	0	0	0	0	30.05
Locus_98874	0.18	0.17	0.07	9.24	9.74	2.79	317.71
ENSMODG00000010059	0	0	0.42	0	0	0	3.72
Locus_229726	0	0	0	0	0	0	0.93
Locus_377296	0	0.41	0.16	6.97	4.55	6.12	0
ENSMODG00000013843	398.52	186.43	83.59	244.99	188.1	123.41	85.49
blastnMouse.CUFF.154371	0	0	0	0	0	0	0
ENSMODG00000005799	0.86	2.31	2.19	1.64	1.7	0.89	0.99
ENSMODG00000008590	29.02	0.08	0.05	0.11	0	0.27	6.23
ENSMODG00000024172	0.09	0	0	0	0	0	0.35
ENSMODG00000025669	0.09	0	0	0	0	0	0
ENSMODG00000000216	3.46	5.09	4.42	5.87	10.15	8.24	7.9
ENSMODG00000011733	0	0	0	0	0	0	0.48
ENSMODG00000024671	16.47	10.4	11.79	6.31	19.84	10.65	35.51
ENSMODG00000013909	223.69	22.12	10.25	22.31	10.7	22.4	29.38
Locus_322598	0	0	0.08	0.18	0.45	4.74	1.54
ENSMODG00000002194	0.38	10.8	13.53	6.3	18.25	5.01	2.05
ENSMODG00000025546	0.26	0.25	0.14	0.77	0	7.05	0.06
Locus_88545	0	0	0	0	0	0	0.17
ENSMODG00000010748	33.73	706.76	139.22	6.31	0.99	1.53	145.6
ENSMODG00000020052	0	0	0	0	0	0	0
ENSMODG00000005141	390.22	161.71	50.73	104.3	70.23	55.46	203.89
ENSMODG00000007098	0	0	1.74	0	0	0	0
ENSMODG00000009084	0	0	0	0	0	0	0
Locus_33552	0	0	0	0	0	0	2.11
ENSMODG00000012975	20.28	10.65	8	14.5	11.31	17.96	15.61
ENSMODG00000018435	10.08	11.45	3.76	14.83	0.89	2.15	14.45
Locus_392454	0	0.1	0	0	0.22	0	1.39
CUFF.315200	2.43	0.12	0.27	0	0	0	0.12
ENSMODG00000006163	19.61	47.68	35.92	23.56	16.95	21.34	37.73
Locus_229581	0	0	0	0	0	0	0.49
ENSMODG00000004231	109.08	169.85	127.99	325.54	410.68	206.35	116.54
Locus_314404	0	0	0	0	0	0	0.96
ENSMODG00000022904	0	0.05	0	0	0	0	0
Locus_391467	0.29	0.98	1.28	0	0	0	0.14
ENSMODG00000006272	11.79	8.08	8.47	7.16	7.59	8.42	16.19
ENSMODG00000002666	0	0.07	0.08	0	0	0	0.03
ENSMODG00000007654	17.94	185.41	217.36	315.07	411.22	139.22	283.57
ENSMODG00000000832	8.32	0.19	0.17	0.09	0.05	0.18	4.91
ENSMODG00000017795	12.82	0.46	0.88	0.17	0.82	0	2.5
ENSMODG00000005327	10.72	11.55	11.94	11.35	11.67	8.07	34.2
ENSMODG00000008730	6.1	95.47	63.23	6.42	9.78	2.98	43.09
ENSMODG00000001026	1.43	25.9	30.03	7.58	4.14	10.97	66.11
Locus_318991	0	0	0	0	0	0	3.38
ENSMODG00000014738	45.04	26.17	33.48	32.03	43.07	61.57	21.07
ENSMODG00000025542	0	0	0	0	0	0	0
ENSMODG00000024759	0	0.46	0.13	42.27	10.33	82.52	0
ENSMODG00000007152	12.44	1.06	0.53	0.05	0	0.14	0.03
Locus_186101	0	0	0	0	0	0	0.87
ENSMODG00000009007	18.86	13.96	14.19	30.13	100.04	29.1	11.81
Locus_88357	0.53	0	0.77	0.23	0.84	0.31	0
ENSMODG00000005570	1.43	3.85	2.32	0.15	0.05	0.32	19.62
ENSMODG00000023849	0	0	0	0	0	0	0
ENSMODG00000014913	5.14	12.59	4.95	5.71	1.5	1.64	44.84
ENSMODG00000025441	0	0	0	0	0	0	0.3
ENSMODG00000025494	0.33	3.58	12.07	8.4	5.5	15.92	0.63
ENSMODG00000008791	3.66	6.19	5.04	2.95	0.9	2.03	7.35
ENSMODG00000011259	3.29	0.12	0.12	0.07	0	0.1	0.14
ENSMODG00000013365	14.55	12.53	12.13	16.47	12.74	13.47	13.79
Locus_230891	0.46	2.35	0.67	0.68	1.32	1.08	0.89
Locus_313052	1.06	0.24	0.07	0.26	0.24	0.18	0.33
ENSMODG00000013079	7.04	0.19	0.11	0	0.04	0	0.08
ENSMODG00000011396	0.13	0.06	0.5	0.67	2.71	3.12	5.53
ENSMODG00000020546	4.41	6.69	5.65	1.42	0.48	1.32	4.62
ENSMODG00000011985	0.07	1.45	0.96	0.06	0.07	0.08	0
ENSMODG00000003062	55.54	2.71	0.81	1.16	0.53	0.6	28.23
ENSMODG00000000424	0	0	0.03	0	0.15	0	4.15
ENSMODG00000023294	16.04	0.87	1.01	0.65	0.1	1.02	0.23
ENSMODG00000010610	22.47	3.59	3.46	21.13	9.72	14.13	63.43
ENSMODG00000023875	0.79	0.94	0.83	0.42	0	0.12	0.43
ENSMODG00000000720	16.03	14.95	7.82	16.13	3.62	7.62	11.26
ENSMODG00000008931	0.27	1.67	0.93	125.66	55.65	22.96	0.14
ENSMODG00000013624	0	0	0	0	0	0	0.03
blastnPlatypus.Locus_141459	0	0	0	0	0	0	0
blastnHuman.ENSG00000238063	0	0	0	0	0	0	0
ENSMODG00000017109	33.84	16.62	11.67	10.4	14.97	5.81	170.63
ENSMODG00000007444	3.36	0	0.04	0	0	0	0
blastnHuman.ENSG00000237990	0	0	0	0	0	0	0
ENSMODG00000020088	104.26	113.4	39.97	68.64	55.22	35.32	50.52
ENSMODG00000016524	0.87	1.47	1.39	2.67	3.52	5.45	10.78
ENSMODG00000015208	89.72	25.03	20.28	32.56	27.23	39	10.37
ENSMODG00000019237	40.96	15.79	44.98	46.69	84.72	96.7	46.58
ENSMODG00000015967	5.72	5.67	20.42	8.04	32.45	13.25	3.2
ENSMODG00000019372	13.02	10.71	3.79	47.68	1.51	5.84	28.77
ENSMODG00000025730	0.16	4.53	2.66	10.48	6.33	2.11	1.1
ENSMODG00000010552	29.69	31.58	10.24	24.27	6.86	12.77	45.6
ENSMODG00000008410	0.26	0.12	0.14	5.72	3.96	6.73	0
ENSMODG00000005949	66.58	134.7	101.68	207.18	101.13	213.52	104.54
Locus_392129	2.93	5.07	0.53	1.56	0	0	4.44
ENSMODG00000001004	0.04	1.4	0.39	0.03	0	0	14.23
Locus_87384	0.74	3.49	1.99	1.26	1.44	1.46	0.18
ENSMODG00000006692	2.33	0.18	0.02	1.69	0.61	8.3	26.85
blastnHuman.ENSG00000231061	0	0	0	0	0	0	0
ENSMODG00000016420	14.15	84.19	25.77	23.36	13.18	6.87	1916.85
ENSMODG00000000631	102.26	51.07	33.98	121.25	111.08	83.38	37.32
Locus_322217	1.25	0.4	0.15	0.35	0	0	0
ENSMODG00000007816	52	6.69	3.74	22.9	18.61	14.87	100.42
ENSMODG00000004783	0.08	1.25	1.5	0.07	0.08	0.28	0.23
ENSMODG00000003187	0	0.61	0.14	6.48	2.47	17.48	0.39
ENSMODG00000025573	9.4	60.04	12.29	2.64	3.36	2.18	212.94
ENSMODG00000015947	4.25	1.46	1.78	0.47	0.71	1.07	1.17
ENSMODG00000023260	2.71	0.88	1.09	0.66	0	0.23	1.46
ENSMODG00000016102	0	0.15	0.2	0.16	0.13	0.07	0
ENSMODG00000019417	3.48	18.64	10.57	132.2	27.39	31.59	15.67
Locus_232145	0	0.79	1.13	0.7	4.36	1.47	0.1
Locus_120307	0.68	0	0	0	0	0	0
Locus_32414	0	0	0	0	0	0	2.19
Locus_91032	0.71	1.01	0.52	0.3	0	0	0
Locus_34823	0.28	0.27	0	0	0	0	0.55
ENSMODG00000021363	7.59	11.58	17.4	9.23	24.63	16.71	5.49
Locus_419681	0	0	0	0	0	0	0.27
blastnMouse.Locus_40443	0	0	0	0	0	0	0
ENSMODG00000007385	22.86	0.32	0.25	0	0.71	0.11	0.05
ENSMODG00000008572	575.73	43.43	20.82	51.77	8.96	111.23	30.06
Locus_390731	0.05	0	0	0	0	0	79.23
ENSMODG00000003309	0.43	1.4	3.67	7.47	9.44	6.41	0.34
Locus_99353	0.26	0.08	0.03	0	0	0	2.04
ENSMODG00000024734	0	0.23	0.18	0.41	0	0	0
Locus_189917	0	0	0	0	0	0	1.69
ENSMODG00000003807	78.49	0.2	0.6	0.05	1.13	0.13	0.47
ENSMODG00000013114	2.7	4.66	7.72	25.37	19.52	25.4	0.55
ENSMODG00000002250	21.93	25.98	12.99	12.66	3.15	4.31	8.64
ENSMODG00000002729	21.92	37.29	10.06	12.32	4.31	9.27	86.35
ENSMODG00000014088	0.55	3.52	6.17	0.75	11.37	7.02	1.01
Locus_373633	0.28	0.4	2.12	0.24	0.29	0	0.67
ENSMODG00000017445	0	0	0	0	0	0	0
