Gene	Brain_Male3	Brain_Male4	EmbryonicKidney_Indiv1	Liver_Male3	Ovary_Female1	Ovary_Female2	Ovary_Female3	Placenta_Female1	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3	Testis_Male4
ENSMUSG00000036904	0.9	0.59	4.13	1.74	2.16	2.63	2.17	1.76	1.59	2.82	0.82	0.56	0.15
Locus_71004	0.01	0.07	0	0	0.04	0.05	0.08	0	0	0	0	4.02	0.14
Locus_67324	0	0	0	0	0	0	0	0	0	0	0	0.31	0
Locus_67708	0	0	0	0	0	0	0	0	0	0	0	3.76	1.8
ENSMUSG00000022756	7.63	7.75	1.07	0.33	1.91	2.27	2.39	0.1	0.05	0.2	0.01	6.15	3.86
ENSMUSG00000024182	6.56	10.57	11.53	13.05	22.79	11.96	12.78	30.18	17.75	28.18	25.53	16.41	43.6
ENSMUSG00000034730	37.13	52.07	0.01	0	0.03	0.02	0.02	0.08	0.02	0.17	0.03	0.71	0.52
Locus_66108	0	0	0	0	0	0.15	0	0	0.32	0	0.21	0.56	0
ENSMUSG00000038871	21.17	17.15	9.62	6.84	10.55	8.72	8.88	16.56	13.31	10.22	13.8	64.9	81.64
ENSMUSG00000062149	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056537	8.39	9.07	18.7	10.95	11.26	14.18	13.85	42.07	71.99	32.88	80.17	16.96	13.24
ENSMUSG00000033396	2.53	4.37	6.97	5.5	7.66	5.49	5.75	7.94	5.16	5.02	8.14	3.38	6.78
ENSMUSG00000022488	1.53	1.99	0.62	2	3.52	4.18	3.37	9.79	2.92	8.13	8.6	19.92	31.24
ENSMUSG00000090968	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_372566	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005621	3.11	3.51	5.7	6.7	6.39	7.75	8.72	5.82	8.68	10.78	6.43	7.64	9.84
Locus_45510	0	0	0	0	0	0	0	0.25	0	0	0	0.84	0.5
ENSMUSG00000047225	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028631	1.08	1.14	0.27	0.06	1.05	1.68	1.74	2.94	2.09	4.51	1.02	0.13	0.12
CUFF.27659	0	0	0	0	0	0	0	0	0	0	0	1.86	1.37
ENSMUSG00000071551	0.07	0	13.43	71.94	0.74	2.03	1.31	0.05	0.89	0.1	0	0.8	2.12
ENSMUSG00000031979	7.83	12.66	7.57	13.13	14.84	7.43	8.25	14.45	6.08	7.5	10.16	14.82	12.73
ENSMUSG00000035179	1.14	0.44	0.13	0.08	2.36	6.56	5.06	0.11	0.82	1.07	0.34	191.06	100.69
blastnPan.Locus_177320	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016619	7.26	7.92	6.85	11.83	11.56	9.16	9.18	19.27	15.6	17.82	22.31	51.55	90.04
Locus_21723	0	0.04	0.21	0	0.03	0.14	0.15	0	0	0.05	0	0.36	0
Locus_2612	0	0	0.12	0.07	0	0	0	0	0	0	0	0	0
ENSMUSG00000025317	0.21	0.06	0.04	32.81	0.05	0	0.03	1.96	1.66	2.4	0.87	0	0
ENSMUSG00000079705	0	0	0	0	0	0.04	0.04	0	0	0	0	12.18	4.92
ENSMUSG00000055943	22.14	18.95	4.8	22.5	5.87	9.58	9.54	10.96	9.83	10.14	7.1	9.8	6.18
ENSMUSG00000012609	5.47	7.05	1.49	2.16	5.09	2.8	3.03	12.22	5.66	7.86	13.43	45.6	164.89
ENSMUSG00000034032	2.45	4.74	5.08	2.04	7.15	3.75	4.12	4.49	5.69	4.7	7.76	4.87	8.15
ENSMUSG00000063109	0.06	0.09	0.07	0.04	0.01	0.06	0.03	0.15	0.1	0.12	0.06	17.1	11.65
ENSMUSG00000024734	0.01	0.02	0	0	2.57	4.89	4.42	0	0.19	0.07	0	0.05	0
ENSMUSG00000053684	4.77	3.96	2.08	3.87	2.7	2.49	2.28	3.65	4.14	3.66	4.68	1.97	1.01
Locus_110469	0	0	0	0	0.05	0	0.05	0	0	0	0	0.68	1.05
blastnHuman.Locus_159328	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024114	0.06	0.48	0.86	0.02	0.02	0.03	0.05	0	0.16	0.05	0.07	2.94	0.8
Locus_86795	0	0	0.23	0	0	0	0	0	0.04	0	0	0	0
ENSMUSG00000047213	12.74	11.8	30.89	33.66	17.22	27.99	26.42	21.05	26.95	18.67	28.89	8.02	7.84
ENSMUSG00000046922	1.92	6.79	0	0	0	0	0	0.04	0	0	0.05	0.19	0
ENSMUSG00000020581	0.04	0.03	0.33	0	8.5	8.28	2.57	0	0	0.1	0	0	0
ENSMUSG00000022061	0.25	0.32	1.33	0	0	0	0.02	0.13	0	0.11	0	0.56	1.04
Locus_17639	0	0	0	0	0	0	0	0	0	0	0	0.65	1.06
ENSMUSG00000030463	0	0	0.03	0	0.02	0	0	0	0	0	0	17.76	8.35
Locus_75061	0.18	0	0.05	0	0	0.06	0	0.23	0.07	0.17	0	3.42	0.24
ENSMUSG00000058396	0.45	0.18	2.71	11.99	0.83	1.24	2.1	1.13	0.94	1.77	0.41	0.11	0.06
ENSMUSG00000085252	0	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSMUSG00000063972	1.15	1.67	0.95	2.71	1.68	2.08	1.96	6.75	11.88	8.68	13.84	33.97	50.52
ENSMUSG00000070570	183.42	166.86	0.1	0.03	0.09	0.05	0.05	0.03	0.07	0.06	0	6.03	3.04
ENSMUSG00000043157	0.24	0.05	0.03	0.24	0.8	0.83	0.43	0.21	0.09	0.7	0.06	11.6	6.09
ENSMUSG00000090546	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031652	6.08	7.59	6.58	5.39	8.74	11.65	13.36	6.96	6.35	7.65	5.36	3.51	4.1
ENSMUSG00000027636	0.24	0.26	0	0.05	0.19	0.29	0.25	0	0.03	0	0.36	0.03	0.05
blastnGorilla.Locus_95094	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054013	34.65	35.05	0.08	0	0.1	0.03	0.06	0.23	0.26	0.57	0.15	1.43	2.64
ENSMUSG00000032398	42.02	14.4	9.94	40.44	18.88	20.43	19.03	24.24	8.27	13	14.94	44.43	41.37
ENSMUSG00000040640	15.37	35.68	1.07	2.61	0.21	0.29	0.2	0.56	0.03	0.41	0.04	1.54	2.75
ENSMUSG00000015944	16.34	13.63	2.17	0.47	3.17	3.84	3.97	1.72	2.67	3.77	0.76	1.1	1.89
ENSMUSG00000058173	0.87	0.62	4.86	4.04	5.9	2.79	3.02	3.06	1.1	2.43	1.12	11.3	6.66
ENSMUSG00000030401	20.94	15.9	1.26	0.11	0.96	2.3	1.4	1.99	1.77	5.69	0.99	1.82	1.47
ENSMUSG00000028718	0.11	0.11	10.27	0.07	0.99	1.37	0.97	0.35	5.01	0.62	3.82	8.18	9.62
ENSMUSG00000030424	3.18	1.63	1.01	1.98	0.99	3.15	2.85	0.94	0.52	1.5	0.44	2.11	3.33
ENSMUSG00000023931	0.31	1.18	0.12	0.01	2.09	2.25	2.03	0.12	0.09	0.08	0.13	97.42	120.02
ENSMUSG00000085394	0	0	0	0	0	0	0.08	0	0	0	0	0.03	0
ENSMUSG00000086310	0.25	0.29	0	0	0	0	0	0	0	0	0.11	0.15	0
ENSMUSG00000026812	5.61	15.66	7.63	6.11	8.09	5.24	5.57	7.41	4.27	6.09	6	7.6	11.98
Locus_80963	0	0	0	0	0	0	0	0	0	0	0	0.85	1.32
Locus_60586	0.12	0.56	0.22	0	0.14	0	0	0	0	0	0	0	0
ENSMUSG00000024909	2.25	1.47	19.84	0.84	7.93	11.53	14.12	2.52	4.13	5.25	1.71	1.77	1.23
Locus_104105	0	0	0	0	0	0	0	0	0	0	0	1.25	1
Locus_104164	0	0	0	0	0	0.22	0	0	0.24	0.76	0	0.42	0.29
ENSMUSG00000085349	0.27	0.05	0.06	0	0	0	0.28	0	0	0	0	0.07	0
ENSMUSG00000028298	0	0.04	0	0	0.06	0	0	0	0	0	0	0.06	0
ENSMUSG00000090355	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091746	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_13498	0	0	0	0	0	0	0	0	0	0	0	1.5	3.05
ENSMUSG00000048911	5.47	4.56	4.18	1.19	1.49	4.4	4.12	1.83	3.42	3.06	1.49	10.32	6.41
ENSMUSG00000046345	0.2	0.28	0	0	0	0.02	0	0.11	0	0	0	0.51	0.64
ENSMUSG00000037410	1.1	1.83	7.15	3.88	5.44	6.26	5.9	1.75	1.68	1.8	1.11	0.39	0.63
ENSMUSG00000038987	0.71	0.47	0.03	0	4.44	2.5	1.77	0.09	0.13	0.32	0.18	101.4	196
ENSMUSG00000087056	2.8	1.36	0	0	0.15	0.16	0.09	0	0	0	0	0.57	0.41
ENSMUSG00000032966	93.79	44.78	32.75	21.79	18.82	35.35	28.34	39.21	68.05	39.85	53.6	69.96	54.7
ENSMUSG00000079171	0.63	0	0	0	0	0	0	0	0	0	0	282.47	75.83
ENSMUSG00000086708	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0
Locus_45422	0	0	0	0	0	0	0	0	0	0	0	0.09	1.17
ENSMUSG00000035890	28.85	19.49	12.46	18.57	11.48	5.5	6.75	26.03	55.13	35.12	34.61	290.26	161
ENSMUSG00000059319	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009633	5.12	2.97	2.37	52.69	7.13	6.08	12.35	3.93	0.48	1.97	0.27	2.91	1.07
Locus_81923	0.04	0	0.21	0	0	0	0	0	0	0.07	0	1.68	1.11
ENSMUSG00000022354	449.79	355.78	90.8	1006.08	215.47	91.21	81.29	268.2	120.42	82.9	326.07	259.64	297.23
blastnOpossum.Locus_88135	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_98371	0.02	0	0	0	0	0	0	0	0	0	0	16.01	68.24
ENSMUSG00000037007	1.32	1.18	3.93	1.4	2.86	4.96	3.58	1.53	1.18	1.37	0.91	1.23	2.25
ENSMUSG00000086233	0.01	0.02	0.02	0.06	0.08	0.35	0.31	0	0	0.04	0	0.09	0.07
ENSMUSG00000023022	2.15	2.03	12.26	15.79	11.65	11.9	11.68	46.2	34.94	41.22	40.46	1.9	4.28
ENSMUSG00000043468	0.1	0	0.04	0	0	0	0	0	0.03	0	0	79.32	121.49
ENSMUSG00000073430	0.05	0.08	0.09	0	0	0.04	0	0	0	0	0	6.14	27.73
CUFF.214186	0.18	0.09	0.03	0.02	0.11	0.07	0.07	0	0.06	0.09	0.08	0.54	0.99
ENSMUSG00000034118	9.34	3.24	6.98	11.57	3.39	7.83	7.36	2.22	5.88	4.08	2.85	27.91	10.46
ENSMUSG00000041747	6.88	10.43	9.38	7.09	10.21	6.6	6.1	11.35	11.75	5.37	26.14	5.51	4.29
Locus_6500	0	0	0	0	0	0	0	0	0	0	0	0.15	0
Locus_2942	0	0.18	0	0	0	0	0	0	0	0	0	0.95	0
ENSMUSG00000022678	13.31	5.62	26.47	12.63	26.6	16.66	15.58	17.4	19.52	12.27	34.38	7.97	9.47
CUFF.38883	0	0	0	0	0	0	0	0	0	0	0	1.3	1.36
ENSMUSG00000079365	0	0	0	0	0	0	0	0.21	0.09	0	0.58	12.92	1.27
ENSMUSG00000053436	21.4	16.24	19.95	39.31	14.2	17.74	17.93	27.96	31.4	32.87	28.74	4.4	3.34
Locus_16949	0.14	0.03	1.02	0	0.26	0.59	0.57	0.17	0.55	0.48	0.41	0.27	0.23
ENSMUSG00000071065	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026628	0.83	0.26	1.75	3.34	4.15	2.74	2.39	63.54	11.05	41.05	14.64	0.14	0
ENSMUSG00000009621	1.26	1.25	4.2	6.44	3.88	4.09	4.08	6.64	17.18	12.14	11.96	3.46	5.23
Locus_3192	0.65	2.87	0	0	0	0	0	0	0	0	0	0.11	0.07
ENSMUSG00000050675	0.01	0	0.03	0	0.02	0.02	0.02	0.36	0.68	0.42	0.52	0.02	0
ENSMUSG00000041840	16.01	9.27	21.5	17.34	21.48	13.87	13.2	20.1	16.82	6.74	41.13	451.2	291.8
ENSMUSG00000021501	18.1	10	11.5	18.49	13.56	13.94	14.97	16.34	20.14	17.24	12	24.37	27.07
Locus_27806	0	0	0	0	0	0	0	0	0	0	0	0.22	1.48
ENSMUSG00000024045	29.06	47.85	29.82	28.51	69.43	40	39.72	35.34	32.58	24.11	66.73	27.73	121.73
ENSMUSG00000032456	0.31	0.37	0.75	0.98	0.96	1.61	1.4	1.36	0.57	1.66	0.57	9.14	31.28
ENSMUSG00000067767	0	0	0	0.02	0.03	0	0	0	0	0	0	0	0
ENSMUSG00000055717	23.07	10.71	2.15	0.06	2.26	2.84	2.34	0.77	0.47	0.67	0.45	7.95	5.28
ENSMUSG00000074111	0	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSMUSG00000045409	7.78	10.8	7.66	8.5	11.31	10.95	11.23	11.54	7.32	12	7	32.44	69.85
ENSMUSG00000046330	76.33	24.72	17.72	128.7	64.01	5.69	4	36.59	4.74	2.45	40.35	139.23	50
ENSMUSG00000031669	2.2	2.06	6.06	1.06	3.2	2.05	2.5	3.26	5.44	3.95	5.45	3.35	5.43
ENSMUSG00000053475	21.95	7.91	0.96	1.58	0.71	0.75	1.34	0.09	0	0.03	0.03	1.97	0.43
Locus_87427	0	0	0	0	0	0	0	0	0	0	0	1.64	0
ENSMUSG00000029802	6.58	2.47	11.51	47.5	7.1	7.63	6.77	14.42	10.57	6.03	17.19	14.71	12.09
ENSMUSG00000026473	329.59	173.39	32.38	194.36	64.98	92.9	102.81	32.48	33.61	54.06	22.76	146.26	155.34
Locus_75148	0.73	0	0	0	0	0	0	0	0	0	0	0.24	0
ENSMUSG00000023926	0.02	0	0.08	0.01	0	0	0	0.03	2.69	0.04	1.42	0	0
ENSMUSG00000022372	0.92	0.67	0.15	0.66	0.82	0.66	0.66	0.36	0.19	0.29	0.51	0.07	0.08
ENSMUSG00000070563	0	0	0	0	0	0	0	0	0	0	0	138.53	41.58
Locus_86979	0.09	0.24	0.06	0	0.07	0	0	0	0	0	0	1.52	7.55
ENSMUSG00000055760	5.26	4.07	2.9	12.27	8.17	4.04	4.24	8.62	9.79	2.52	24.39	36.67	25.06
ENSMUSG00000021997	0.07	0.01	0	0.01	0.01	0.02	0.01	0.03	0.02	0	0.01	50.4	46.93
ENSMUSG00000044162	0.03	0.02	0.02	0.01	0.13	0.2	0.08	0	0.01	0.03	0.05	0	0.08
ENSMUSG00000074500	0.28	0.48	2.12	0.16	0.78	1.14	1.54	0.63	0.32	0.64	0.28	12.55	10.88
ENSMUSG00000064141	0.19	0.85	1.79	0.4	0.62	0.76	0.67	1.1	1.72	1.24	0.19	1.15	2.19
ENSMUSG00000078941	21.98	12.46	11.28	29.24	17.77	11.68	12.47	36.61	35.18	21.62	65.97	55.3	72.09
ENSMUSG00000000563	50.01	25.28	20.83	97.41	20.33	23.12	21.52	19.66	37.32	21.26	32.9	25.51	22.86
ENSMUSG00000041052	0	0	2.7	0	0.03	0.07	0.05	0	0	0.04	0.06	0.04	0.53
CUFF.76419	0.22	0.1	0	0	0.04	0	0	0	0	0	0	0	0
ENSMUSG00000034729	1.14	1.36	1.71	1.91	1.03	2.16	2.15	0.85	1.15	1.49	0.84	1.01	0.99
Locus_21515	0	0	0	0	0	0	0	0	0	0	0	4.46	2.07
ENSMUSG00000091196	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029093	4.18	6.12	3.05	0.04	3.76	3.47	3.15	1.21	0.87	2.89	0.7	2.68	1.46
Locus_2937	0	0	0	0	0	0	0	0	0	0.1	0	1.07	3.07
blastnHuman.ENSG00000248743	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002129	10.25	12.88	11.63	6.73	17.02	9.6	10.82	13.3	20.57	12.81	31.09	13.4	45.38
Locus_80534	0	0	0	0	0	0	0	0	0	0	0	2.56	0.53
ENSMUSG00000079634	0	0	0	0	0	0	0	0	0	0	0.34	0.23	0
ENSMUSG00000021556	11.71	10.88	11.15	2.06	9.77	10.1	7.82	51.99	59.62	37.11	61.04	2.74	6.01
ENSMUSG00000078909	0.21	0.22	0.1	0	0.03	0.11	0.06	0.03	0.01	0	0	0.12	0.11
ENSMUSG00000004056	2.67	3.01	4.97	4.41	3.32	3.67	4.26	2.44	4.57	3.68	3.34	2.89	3.83
ENSMUSG00000020609	0.06	0	0.02	1033.9	0.52	0	0	116.87	31.8	14.54	0.07	0.06	0.04
blastnMacaque.Locus_119718	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029767	23.23	33.02	88.72	87.73	128.53	85.48	82.21	320.65	152.63	155.43	338.36	13.07	55
ENSMUSG00000079428	1.01	1.11	0.19	0	0.05	0.03	0	3.85	1.24	2.35	0.66	0	0
ENSMUSG00000025646	4.62	5.81	5.9	4.03	5.13	3.67	4.13	5.31	1.83	3.87	2.2	4.59	3.51
Locus_22420	0.14	1.05	0	0	0.16	0	0.09	0	0	0	0	0	0.22
ENSMUSG00000024810	27.51	9.87	8.37	1.3	1.64	3.69	3.75	0.13	0.07	0.07	0.52	2.1	1.97
Locus_82237	0	0	0.08	0	0	0	0	1.17	0.84	1.35	1.84	2.21	0
ENSMUSG00000023938	12.76	12.08	4.17	12.32	6.18	1.67	2.43	4.7	7.03	3.68	8.39	28	16.06
ENSMUSG00000092077	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037722	1.99	0.94	3.95	23.09	2.25	5.95	5.81	3.78	6.93	4.57	4.05	2.33	1.49
ENSMUSG00000026980	0.28	0.4	1.97	0.95	1.16	1.51	0.98	2.88	2.17	1.53	0.91	0.19	1.45
Locus_52938	0	0	0	0	0	0	0	0.29	0	0	0	0.38	0
Locus_35985	0	0	0	0	0	0	0	0	0	0	0	3.27	11.48
ENSMUSG00000032855	4.27	9.59	6.52	1.91	11.18	9.54	11	5.21	5.39	9.25	3.26	2.2	3.95
Locus_66848	0	0	0	0	0	0	0	0.04	0	0	0	8.55	32.47
ENSMUSG00000028228	1.88	1.59	10.71	15.67	6.49	15.07	14.83	8.17	6.26	7.34	7.02	0.84	0.94
Locus_17156	0	0	0	0.02	0	0	0	0.07	0	0	0.04	16.09	16.13
ENSMUSG00000032409	1.84	2.67	8.91	3.46	6.07	6.56	6.58	3.72	3.82	2.99	5.68	65.22	64.41
ENSMUSG00000024083	78.85	204.6	17.92	24.34	38.44	34.57	39.78	34.68	26.08	36.07	30.11	32.37	127.96
CUFF.176396	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_34167	0	0	0	0	0	0	0	0	0	0	0	0.42	0.76
ENSMUSG00000038759	5.87	5.71	38.75	5.55	11.49	8.83	8.64	12.1	20.19	7.93	32.61	117.72	111.34
ENSMUSG00000051335	12.28	11.53	0.73	0.81	1.16	1.42	1.61	2.33	5.23	2.51	4.4	0.06	0.15
ENSMUSG00000071847	4.18	5.71	15.96	0.02	9.65	13.14	13.97	6.16	1.75	11.61	1.07	2.05	2.01
ENSMUSG00000004540	0	0	0	0	0.07	0.25	0.21	392.53	16.66	555.58	8.57	0.74	0.04
CUFF.6214	0	0	0	0	0	0	0	0	0	0	0	1.12	0
ENSMUSG00000040435	4.09	6.8	2.66	7.24	13.04	8.74	7.4	48.49	14.57	43.39	13.14	2.32	4.46
Locus_87485	0	0	0	0	0	0	0	0	0	0	0	1.91	11.95
ENSMUSG00000079489	0.25	0.29	1.62	0.05	0.47	0.95	1.08	0.2	0.45	0.14	0.11	0.2	0.47
ENSMUSG00000038968	0	0	0	0	0	0	0	0	0	0	0	0.5	0
ENSMUSG00000087642	0	0	0	0	0	0	0	0	0.53	0	0	0	0
Locus_103986	0	0	0	0	0	0	0	0	0	0	0	0	3.63
ENSMUSG00000044641	1.19	1.41	6.69	4.02	2.14	2.22	2.43	47.21	11.38	47.84	9.01	3.2	2.91
ENSMUSG00000028730	0.96	0.85	0.02	0	7.15	3.78	2.73	0.16	0.07	0.16	0.41	184.44	354.09
ENSMUSG00000056329	0.08	0.03	0	0	0	0.03	0	0	0	0	0	0	0
blastnHuman.ENSG00000233705	0.4	0	0	0	0	0	0	0	0	0	0	0	0
Locus_98344	0	0	0	0	0	0	0	0	0	0	0.04	9.95	16.38
ENSMUSG00000046096	11.36	7.67	7.01	6.7	4.19	10.6	10.41	4.01	5.02	5.09	2.88	2.22	1.34
CUFF.94958	0.05	0.91	0	0	0	0	0	0	0	0	0	0	0
Locus_59909	0	0	0	0	0	0	0	0	0	0	0	0.2	0
ENSMUSG00000020917	33.1	34.06	48.51	191.76	60.62	62.83	91	30.51	55	29.58	54.11	12.76	13.16
ENSMUSG00000025431	0.04	0	0	0	0.04	0.05	0.22	0	0	0	0	0.15	65.16
ENSMUSG00000043274	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062859	0.56	0.03	1.66	0	1.03	0.82	0.8	0.09	0.1	0.08	0.04	939.92	624.97
blastnHuman.ENSG00000241754	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_82624	0	0	0	0	0	0	0	0	0	0	0.61	0	1.11
ENSMUSG00000008932	0.01	0.01	0	0	0.09	0.09	0.08	0.02	0.01	0.02	0.01	0.74	0.35
ENSMUSG00000051251	0.17	0.06	0	0	0	0	0	0	0.03	0.02	0	0.04	0.17
ENSMUSG00000047894	0	0	0	0	0	0	0.08	0	0.08	0	0	0	0
Locus_112215	0	0	0	0	0	0	0	0	0	0	0	0.53	0
CUFF.74759	0	0	0	19.6	0.96	0.12	0	0.63	0	0	0.53	0.12	0
ENSMUSG00000028688	4.2	6.18	11.22	5.75	13.24	5.81	5.76	12	10.91	7.17	20.58	18.72	36.34
ENSMUSG00000041757	9.99	20.08	3.51	7.73	4.66	5.15	4.73	19.15	28.98	21.71	24.78	22.3	76.9
ENSMUSG00000091646	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_74424	0.1	0	0	0	0	0	0	0	0	0	0	1.55	0.97
ENSMUSG00000052955	0.05	0.09	0.02	0	0.05	0.04	0.02	0.07	0.02	0	0	13.61	17.84
ENSMUSG00000051663	0	0.08	0.02	0	0.04	0.04	0.08	0	0	0	0	0.01	0.03
ENSMUSG00000025241	5.64	11.37	1.61	9.48	12.6	11.63	11.91	5.49	4.14	5.3	4.94	19.8	56.41
Locus_39804	0.84	1.06	0	0.02	0.13	0.07	0.07	0	0	0	0	4.41	3.24
Locus_87266	0	0	0	0	0.02	0	0	0	0	0	0	7.64	19.6
Locus_110981	0	0	0	0	0	0	0	0	0	0	0	0.29	1.16
ENSMUSG00000027347	80.8	90.59	0.1	0.51	0.69	1.82	4.25	2.83	0.87	3.44	1.01	0.13	0.15
ENSMUSG00000024429	57.57	82.06	5.95	10.94	23.33	10.63	12.57	40.96	34.87	32.64	45.69	81.93	215.02
ENSMUSG00000029245	10.88	16.32	0.02	0	0.24	0.17	0.28	0	0.02	0	0.01	0.06	0.06
ENSMUSG00000034799	22.13	51.52	0.07	0.02	0.13	0.09	0.08	0.09	0.04	0.15	0.03	0.06	0.25
Locus_39969	0	0	0	0	0.04	0	0	0	0	0	0	4.02	1.69
ENSMUSG00000037795	1.09	1.58	17.39	7.98	6.3	6.29	6.62	23.22	29.93	18.36	38.02	7.65	15.63
ENSMUSG00000004018	1.92	1.07	5.05	3.94	1.83	3.13	2.73	0.99	3.07	1.21	3.1	7.39	2.56
ENSMUSG00000031592	18.96	35.43	13.18	14.03	32.7	17.82	18.1	25.11	10.72	9.59	29.04	73.9	170.72
blastnMacaque.Locus_341809	0	0	0	0	0	0	0.12	0	0	0	0	0	0
Locus_86636	2.11	1.14	0.05	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021700	73.32	65.05	0.01	0.01	0.02	0	0.01	0.01	0	0	0	0.09	0.26
Locus_54274	0.1	0	0	0	0	0	0	0	0	0	0.55	1.1	0.99
ENSMUSG00000062638	0	0	0	0	0.05	0.03	0.01	0.02	0	0	0	0.08	0.05
ENSMUSG00000023945	1.01	1.15	0.07	0	0.24	0.3	0.37	0.02	0	0.01	0.01	0	0
ENSMUSG00000026288	0.85	1.11	1.07	0.72	1.04	1.79	1.61	0.84	0.63	1.76	0.4	2.22	1.83
ENSMUSG00000086243	0.01	0	1.2	0	0.01	0.02	0.01	0.02	0	0	0	0.03	0.75
ENSMUSG00000028461	13.11	10.8	5.05	33.47	13.41	11.21	11.15	20.9	11.09	23.73	10.56	7.68	4.57
ENSMUSG00000051985	1.92	10.83	0.04	0	0.07	0.03	0.04	0.04	0	0.03	0	0.23	1.32
ENSMUSG00000091892	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000253837	0	0	0.23	0.27	0	0	0.17	0	0	0	0	0.29	0
ENSMUSG00000047810	0.64	1.33	0.14	0.93	1.72	0.34	0.41	0.52	0.38	0.29	0.98	12.67	21.09
ENSMUSG00000078863	2.97	3.35	1.8	3.66	4.41	7.8	7.57	1.92	2.69	2.49	1.69	0.17	0.4
ENSMUSG00000060747	0	0	0	0	0	0	0	0	0	0	0.06	0.04	0
ENSMUSG00000035686	17.96	6.82	0.07	656.4	29.47	20.1	53.44	4.52	0	2.96	0	4.97	2.14
ENSMUSG00000027524	1.43	1.11	1.45	0	0.79	0.82	1.39	0.35	0.13	0.35	0.11	0.05	0.14
blastnHuman.Locus_76848	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_13070	0.05	0	0	0	0.29	0.24	0.06	0	0	0	0	0.17	0.15
ENSMUSG00000043557	1.98	3.12	0.5	0.01	0.08	0.09	0.06	0.05	0.06	0.11	0.02	0.08	0.19
ENSMUSG00000085044	0	0	0	0	0	0	0	0	0	0	0	10.57	3.18
ENSMUSG00000055494	0.79	0.2	0.15	0.06	0.14	0.19	0.22	0.4	0.4	0.14	0.18	0.48	0.15
ENSMUSG00000055746	0	0	0	0	0	0	0	0	0	0	0	0.21	0.19
CUFF.189514	0.08	0.04	0	0	0	0	0.04	0	0	0	0	0.36	0.09
Locus_40909	0	0	0	0	0	0	0	0	0	0	0	1.41	0.1
Locus_47192	0.47	0.47	0	0	0	0.02	0.05	0	0	0	0	0.44	0
ENSMUSG00000037355	1.4	3.09	3.23	4.98	5.77	6.51	5.82	6.09	2.55	3.8	3.9	8.44	25.2
ENSMUSG00000030528	0.63	1.11	10.2	0.39	2.48	2.85	2.64	1.85	9.94	1.39	11.04	9.41	13.58
ENSMUSG00000026399	1.67	0.63	1.57	10.32	6.05	7.62	7.91	13.09	2.47	9.23	4.05	6.59	5.03
ENSMUSG00000071047	0.04	0	0	0.76	0	0	0	2.09	9.7	0.5	12.97	6.42	9.74
ENSMUSG00000040372	0.93	2.5	1.76	0.07	1.38	1.21	1.34	0.06	0.06	0.05	0.14	0.04	0
ENSMUSG00000038248	21.13	23.3	0.84	0.01	5.62	2.54	2.42	0.56	0.04	0.31	0.13	2.71	4.05
ENSMUSG00000024905	0.01	0.01	0.07	0.18	0.06	0.14	0.1	0	0	0.03	0	48.48	22.56
Locus_98775	0.3	0.94	0	0	0.05	0	0.06	0	0	0.07	0	0	0.14
Locus_112289	0	0	0	0.02	0	0	0	0	0	0.04	0	1.96	1.27
Locus_39971	0	0	0	0	0	0	0.11	0	0	0	0	1.08	0
blastnGorilla.Locus_292077	0	0	0	0	0	0	0	0.11	0	0	0	0	0
ENSMUSG00000026885	6.93	6.77	0.48	0.01	0.43	0.38	0.41	0.16	0.89	0.51	0.21	14.91	12.25
ENSMUSG00000030249	0.91	1.57	3.96	4.98	6.78	7.28	7.39	0.65	0.12	1.14	0.24	0.41	2.06
