Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000015690	0.85	0.99	0.55	0.22	0.65	0.23	0.08	0.53	1.6	0	0	1.25	0.51	4.73	8.88	5.17	0.18	1.13	0.85
blastnGorilla.Locus_338665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19	2.36	3
ENSMODG00000024698	5.9	8.99	5.37	9.9	6.22	38.57	28.9	10.09	10.99	14.38	21.72	13.28	8.99	5.8	3.62	3.98	67.16	64.38	54.54
ENSMODG00000014627	0.26	0.43	0.79	0.59	0	0.98	0.33	136.03	31.92	10.06	8.6	6.68	49.4	0	0.27	0	0	0.09	0
ENSMODG00000009637	21.54	37.17	13.16	9.39	5.08	0	0	0	0	0	0	0.02	0.03	0.07	0	0.05	2.9	1.82	1.7
ENSMODG00000018836	2.98	3.26	4.8	7.93	5.55	9.07	5.21	14.6	10.04	15.33	14.41	10.35	4.06	8.89	2.3	2.52	5.81	10.46	7.34
ENSMODG00000015632	11.55	10.27	12.46	10.98	14.32	9.49	8.3	74.99	44.33	18.18	21.69	10.97	9.26	17.27	10.85	13.76	23.88	19.04	36.41
CUFF.174153	0.07	0.29	0.07	0	0.24	0.33	0.56	0.68	0.44	0	0	0.78	1.11	0	0.06	0	0	0	0
ENSMODG00000017509	79.71	76.19	46.82	59.51	39.85	41.06	28.8	510.05	311.97	34.6	25.29	12.81	21.73	473.07	380.67	414.78	15.32	16.93	16.36
ENSMODG00000004710	8.71	11.4	20.27	6.95	6.48	4.36	6.55	118.43	68.58	3.01	5.27	18.58	12.02	69.64	34.36	14.35	7.99	15.23	29.54
ENSMODG00000017317	0.28	0	0.53	0	0	0	0	0	0	1148.43	1249.72	0	0.3	0	0.5	2.04	1.55	3.31	1.25
Locus_192145	0	0.21	0	0	0	0	0	0.14	0	0	0	0.89	0.4	0.08	0.09	0	7.49	3.88	15.91
ENSMODG00000006324	7.84	10.32	6.23	8.87	8.1	11.5	9.82	3.96	4.69	10.62	11.46	8.92	13.99	6.41	14.69	12.34	4.8	6.34	3.65
ENSMODG00000011701	2.74	1.69	2.85	5.05	5.32	3.01	2.02	13.67	13.11	3.01	2.05	1.01	0.65	9.11	8.24	6.68	0	0.16	0.45
ENSMODG00000012331	11.59	5.52	20.03	2.81	1.42	1.91	3.85	4.81	5.07	0	0	4.32	1.26	4.98	2.45	2.46	0.37	0.32	1.32
ENSMODG00000006572	20.16	22.84	2.32	29.1	15.56	209.91	83.67	51.72	40.64	1.68	2.12	4.95	18.51	5.95	39.96	12.83	7.94	5.45	2.08
ENSMODG00000005480	7.82	5.73	5.4	14.98	17.94	1.92	2.48	15.66	7.38	3.83	3.05	3.75	5.61	47.4	15.71	30.15	5.32	6.87	8.22
ENSMODG00000006347	22.77	17.86	15.9	14.13	10.24	767.48	384.89	32.78	31.12	16.42	19.24	50.54	43.66	14.99	19.12	19.35	13.32	12.51	8.53
Locus_318178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	1.2	2.05
ENSMODG00000008817	83.73	122.02	132.46	187.17	258.92	234.61	187.3	164.78	183.11	170.81	184.11	95.75	127.93	190.89	294.22	268.5	102.94	89.12	93.92
Locus_120873	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.77	0.42
Locus_375809	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	1.92	3.32	1.72
Locus_314328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	1.52	2.34
CUFF.346220	1.95	1.57	1.57	0.14	0.14	0.6	2.42	0.53	0.8	0	0	0.37	0.18	0.21	0.11	0	0	0	0.13
Locus_419027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0.65	0.71
ENSMODG00000011305	11.13	8.94	2.75	16.88	15.59	14.67	5.24	10.83	9.93	3.68	5.44	1.1	3.99	1.36	2	1.71	4.93	3.74	1.22
ENSMODG00000014039	0.48	14.23	0.59	1.16	0.45	2.95	2.38	6.64	9.82	1.73	0.64	15	19.15	21.03	37.34	45.93	15.39	12.41	11.8
ENSMODG00000007260	0	0	0	0	0	0	0	3.23	0.98	0	0	0	0	0.29	0.1	0	0	0	0
Locus_193352	0.25	0.35	0	0.19	0.19	0	2.02	0.23	0	0.43	0	0.16	0.3	0.14	0	0	0.31	0.31	0
Locus_230307	0	0	0	0.29	0.57	0	0	0.35	0	0	0	0	0	0	0	0	1.4	0.92	0.12
ENSMODG00000013171	0.02	0	0.09	0	0	0	0.15	0.4	0.4	0.24	0.18	29.76	16.97	56.7	21.4	30.8	3.08	7.02	3.25
blastnMouse.Locus_82502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000014584	0.13	0.54	0	0	0	0	0	0.12	0	0	0	0.13	0.62	0	0	0	8.12	8.08	2.99
ENSMODG00000018172	1.53	1.23	2.72	2.56	2.95	2.53	1.98	2.95	2.24	3.03	2.68	6.5	3.91	2.44	0.73	2.83	2.18	6.36	4.34
ENSMODG00000010180	88.51	77.05	96.98	42.66	37.84	110.69	69.34	51.04	44.46	39.02	33.47	220.92	118.16	314.19	88.79	251.35	10.2	13.51	13.61
ENSMODG00000007528	0.15	0.42	0.19	0.35	0.34	0	0	42.64	35.75	0	0	3.26	4.45	0	0	0	13.98	20.18	6.95
ENSMODG00000018849	0.05	0.21	0.1	0	0	0	0.16	2.11	1.92	0	0	11.07	9.39	7.39	2.34	11.21	2.06	0.83	0.55
ENSMODG00000002914	21.13	14.19	30.52	7.87	6.08	6.42	10.01	11.04	10.95	15.66	14.1	29.07	9.39	21.63	2.98	10.51	24.82	25.28	30.53
ENSMODG00000017434	10.54	15.1	21.35	11.8	12.82	19.75	27.46	14.83	19.7	23.92	31.64	19.13	11.03	32.16	28.87	20.41	6.8	7.08	7.7
Locus_372985	0.09	0	0	0	0.21	0	0	0	0	0	0	0.09	0	0	0.16	0	0	0.33	1.8
ENSMODG00000004622	14.73	15.22	19.69	15.54	14.17	2.55	3.65	3.98	4.7	0.37	0.37	10.91	7.38	8.12	4.22	7.6	9.35	12.32	14.82
ENSMODG00000003818	20.65	21.14	41.55	20.2	19.03	6.88	9.58	11.53	15.37	11.8	6.49	31.05	25.45	23.81	32.23	22.37	5.67	9.79	9.98
ENSMODG00000020895	13.7	22.79	20.89	7.57	10.27	3.59	3.61	2.77	4.42	2.76	2.24	16.66	10.86	7.22	6.83	4.15	1.99	1.72	1.58
ENSMODG00000017157	40.29	54.01	67.28	32.55	32.32	45.95	45.89	33.44	50.65	36.54	39.53	69.91	81.83	91.77	109.23	97.78	76.09	73.81	105.38
ENSMODG00000014172	36.74	71.45	11.26	81.2	78.46	278.84	120.71	104.43	81.11	122.69	149.09	12.11	55.01	30.99	95.51	36.75	136.51	168.04	70.65
ENSMODG00000018955	0.83	0.56	0.35	1.01	0.53	21.47	10.45	3.82	4.44	0.06	0.09	15.51	9.29	2.03	2.44	14.48	14.25	14.84	11.2
blastnPan.CUFF.266292	0.3	0	0	0.68	0	0	0	0	1.26	0	0	0	0	0	0	1.25	5.53	1.64	0.3
ENSMODG00000013713	3.14	2.79	2.57	7.02	6.17	4	3.94	11.81	14.42	15.25	13.74	9.39	10.62	33.97	45.58	23.28	13.73	15.41	11.3
ENSMODG00000014370	5.46	4.57	4.91	6.37	5.85	10.82	9.53	0.86	1.01	0.18	1.17	8.17	6.82	1.39	0.95	1.22	5.85	6.15	6.43
ENSMODG00000002229	0.49	1.53	0.24	0.98	1.12	0	0.1	0.34	0	0.95	1.4	0	0.04	0.2	0.33	0	1.14	0.9	1.1
ENSMODG00000011561	42.73	54.38	26.06	89.84	96.92	608	287.43	297.41	224.84	343.31	481.96	35.56	94.22	58.95	160.76	173.28	385.6	320.26	187.48
ENSMODG00000000829	0	0	0	0	0	0	0	0.29	1.88	0	0.26	0	0	0	0	0	0.25	0.06	0.24
ENSMODG00000006364	3.82	4.69	3.75	2.75	3.07	5.74	1.8	40.37	32	19.69	9.69	4.18	6.78	69.03	18.43	285.42	43.16	45.59	25.77
Locus_317485	0.12	0	0	0	0	0	0	0	0	0	0	0.24	1.13	0	0	0	2.23	3.74	1.8
ENSMODG00000010405	6.89	4.86	7.63	3.75	3.03	6.85	7.28	3.2	5.71	4.11	6.07	9.26	5.44	5.71	5.03	4.5	0.91	0.71	0.9
Locus_34415	0	0.38	0.17	0	0	0	0	0.13	0	0.94	0	0.22	0	0	0	0.19	0.84	1.83	4.4
ENSMODG00000001730	0.05	0	0.03	0.02	0	0	0	0.18	0.48	0	0.19	4.29	5.25	3.47	0.85	1.23	0.3	0.67	0.55
ENSMODG00000015785	6.49	13.23	9.16	12.15	13.7	6.45	9.96	7.92	13.63	14.13	12.08	14.87	17.78	23.43	69.59	23.57	54.34	44.86	43.96
ENSMODG00000025035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017113	6.12	6.88	7.36	8.04	7.55	3.06	5.88	9.23	10.23	6.47	7.54	15.83	12.33	10.36	10.21	10.11	6.64	8.21	8.02
ENSMODG00000015728	6.06	1.84	2.48	4.35	2.43	0.09	0.41	1.03	0.31	0	0.14	0.83	0.89	1.19	0.23	0.15	1.37	1.11	0.86
ENSMODG00000004933	0.11	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	23.51	38.65	16.81
ENSMODG00000001642	37.14	51.46	129.96	18.47	16.2	94.51	116.16	25.06	44.29	25.55	39.15	94.72	31.87	75.59	54	23.5	69.52	145.18	157.08
Locus_320871	0	0	0	0	0	0	0	0	0	0	0	0.23	0	2.73	0	0.98	0	0	0
ENSMODG00000007858	20.06	28.08	16.28	46.16	56.19	53.27	23.54	50	36.87	35.79	57.62	14.2	20.06	29.7	48.76	58.61	16.88	21.92	9.63
ENSMODG00000013434	722.54	1143.61	235.7	1059.4	1138.91	3554.5	1363.41	3788.82	2295.39	3995.68	4331.25	625.48	2503.17	574.71	3247.84	1959.54	484.82	434.97	236.57
Locus_228386	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	8.38	6.57	15.53
ENSMODG00000016241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.06
ENSMODG00000011979	3.26	4.84	4.39	4.96	4.17	9.07	6.7	7.86	9.25	10.86	13.6	9.66	7.36	11.87	16.5	12.12	49.23	60	70.59
ENSMODG00000023460	0.07	0	0	0	0.05	0	0	0	0	0	0	0.09	0.03	0	0	0	0.08	0.13	0
ENSMODG00000019191	0.49	0.41	0	3.61	3.14	0.47	0	0.27	0	0.51	0	0.1	0	0.33	0.35	0	0	0	0.59
ENSMODG00000016829	0	0	0	0	0	0	0	1.97	0.92	0.84	0	0.21	0.31	0.09	0.87	0.23	0.4	0	0.22
ENSMODG00000002921	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0
ENSMODG00000008475	34.84	29.17	34.4	39.84	36.63	42.17	33.33	33.66	25.86	34.59	30.85	42.93	28.17	25.02	17.04	14.93	45.15	54.37	41.5
ENSMODG00000005635	3.85	2.8	24.46	2.39	2.09	1.76	4.71	8.53	8.53	33.39	39.53	33.19	9.73	51.32	20.04	31.48	5.45	3.47	35.88
blastnPan.Locus_177320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000022930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0
ENSMODG00000012771	0.38	0	0	0	0	0.45	0.61	0.53	0	0	0	0.19	0.07	0.63	0.34	0.2	0	0	0
ENSMODG00000014398	3.52	2.07	2.79	2.33	1.95	0.1	0.13	0.28	0	0.2	0.15	6.45	4.24	3.47	2.76	6.2	2.95	4.26	4.18
ENSMODG00000009618	32.61	31.02	26.74	22.15	17.22	59.62	44.77	1.03	1.79	1.17	0.65	12.93	9.37	1.88	0.76	2.43	2.94	2.13	3.19
ENSMODG00000016742	15.73	32.07	9.66	30.39	39.54	24.72	14.65	16.14	18.19	10.1	4.73	9.87	19.6	5.32	51.94	14.51	7.81	4.12	2.19
Locus_228942	0	1.78	0.82	0	0.49	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0
Locus_231252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16	2.13	4.63
ENSMODG00000018252	0.14	0.08	0.05	0.04	0	0	0.01	0.3	0.7	0.03	0.05	1.12	0.46	2.05	2.45	0.6	11.74	13.27	15.77
Locus_419205	0.02	0.1	0.05	0	0.05	0	0	0	0	0.12	0	0.84	0.79	0.08	0.08	0	30.56	29.27	23.4
ENSMODG00000015294	9.39	16.21	11.87	14.78	16.82	14.13	19.69	13.1	19.85	7.6	5.1	6.82	16.35	8.14	31.91	22.61	3.49	2.58	1.07
ENSMODG00000003631	0.03	0	0	0	0	0	0.2	0.09	0	0	0	0.03	0.02	0	0	0	0.7	1.21	0.22
Locus_418909	0	0	0	0	0	0	0	1.15	0	0	0	0.27	0.1	0	0	0	0.51	0	0.55
ENSMODG00000006383	0.67	1.24	1.53	0.31	0.31	1.84	3.49	1.32	0.95	3.39	4.44	5.99	1.78	42.47	2.24	8.87	1.02	1	1.1
ENSMODG00000013570	117.58	132.44	154.66	139.06	146.81	188.64	121.87	127.61	106.58	84.95	82.78	123.88	63.85	109.17	71.21	67.53	202.31	305.88	250.04
Locus_420047	0.08	0	0.49	0.19	0	0.81	0	0	0	0	0	0.16	0	0	0	0	5.01	3.4	1.34
ENSMODG00000004599	0.57	0.8	2.08	0.58	0.58	0.3	0	2.31	3.23	0	0	5.17	1.47	1.69	2.27	0.4	0.24	0.35	2.22
ENSMODG00000008059	0.22	0	0	0.26	0.26	0.11	0.04	0	0.19	0	0.17	0.07	0.15	0.11	0	0	0.5	0.08	0.04
Locus_421208	0	0	0	0	0	0	0	0	0	5.13	1.26	0	0	3.03	0	2.78	0	0	0
ENSMODG00000024739	0.61	0.5	1.79	0.09	0	0.39	0.91	0.23	0.51	0.42	0	0.63	0.26	0.47	0.14	0.17	0.3	0.37	0.76
ENSMODG00000014350	18.59	12.01	24.99	22.56	14.04	40.26	40.28	57.73	37.72	21.15	15.62	53.41	17.7	27.89	5.77	10.25	98.13	104.23	296.04
Locus_319871	0.35	0.37	0.77	1.83	4.64	0	0	0	0	0	0	0	0.1	0	0	0	0	0.65	0.04
ENSMODG00000005252	7.42	11.11	35.76	6.37	5.97	4.47	8.12	5.83	8.64	9.73	7.43	55.83	16.94	20.64	11.12	10.28	9.08	18.11	39.83
ENSMODG00000019157	0	0	0	0	0	2.04	0.23	0	0	0	0	2.22	6.47	0.71	19.22	3.27	0.53	0	0
Locus_189308	0	0	0	1.29	0.55	0	0	0	0	0	0	0	0	0	0	0	2.69	0.44	1.2
ENSMODG00000019785	3.09	3.03	3.19	4.83	4.41	0.27	0.99	2.13	1.81	1.82	3.54	5.01	3.43	1.42	0.76	0.78	2.28	3.99	4.73
ENSMODG00000017730	111.21	201.58	162.41	411.17	462.01	0	0	0	0	0	0	0.13	0.87	21.38	5.01	21.6	0	0	0
ENSMODG00000025253	14.48	6.46	6.8	12.99	6.09	10.59	7.69	10.34	7.65	9.47	8.74	8.26	5.77	8.26	1.54	5.29	13.77	16.26	15.6
ENSMODG00000024403	5.1	4.65	9.5	7.68	6.77	18.81	15.84	11.7	12.57	19.96	23.02	7.63	6.49	13.94	8.51	11.45	5.52	3.11	4.5
ENSMODG00000009430	28.64	55.48	43.67	15.39	10.48	5.5	3.23	151.28	144.95	3.95	5.83	1.69	2.98	1.43	5.8	2.01	0.71	1.58	1.72
ENSMODG00000016498	45.15	26.59	32.81	45.62	52.57	26.43	12.99	5.14	6.74	15.17	7.47	6.72	5.24	8.97	1.53	3.85	16.41	9.89	14.92
ENSMODG00000015548	1.83	1.4	5.45	2.03	1.88	3.5	4.94	1.96	2.45	5.5	6.72	12.19	6.39	11.35	2.61	5.87	4.53	4.08	11.24
Locus_186108	0	0	0	0	0.15	0	0	2.69	3.26	1.66	0.49	0	0.09	0.21	0.23	0.4	0	0	0
ENSMODG00000015191	3.46	5.41	1.11	2.98	4.28	8.29	5.09	190.91	174.49	14.13	17.57	3.11	7.2	1.44	9.26	2.42	0.54	1.85	0.29
ENSMODG00000014740	196.54	176.3	156.3	216.83	198.4	134.56	92.07	65.6	81.97	25.79	26.8	91.08	129.06	129.07	121.6	199.88	91.88	102.78	70.23
ENSMODG00000025439	0	0	0	0	0	0	0	0	0	0	0	2.58	0.9	0	0	0	6.39	15.83	6.3
Locus_391897	11.84	15.06	23.01	11.26	13.19	41.08	45.58	16.81	26.58	4.84	9.17	74.76	38.97	45.33	51.25	16.24	12.12	14.86	26.32
Locus_372779	0.27	0	0.64	0.31	0.61	0	0.11	0	0	0	0	0.13	0	2.55	1.78	4.88	0	0.12	0.07
ENSMODG00000017225	0.03	0	0	0	0	1.37	1.64	0.71	0.4	35.81	11.65	6.58	6.3	12.56	26.58	34.51	3.32	3.51	3.08
CUFF.331343	0	0	0	0.19	0	0	0	0	0	0	0	0	0.06	0	0	0	3.34	1.2	1.55
Locus_420554	0	0	0	0	0	0	0	4.45	4.61	0	0	0	0	0	0	0	0	0	0
Locus_376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21	1.78	0.32
ENSMODG00000004917	10.23	6.94	25.7	7.71	5.66	6.01	6.44	6.4	7.34	6.77	5.66	31	7.44	33.15	5.38	9.05	16.32	22.89	50.15
Locus_187972	0.42	0.32	0	0.26	0.44	4.21	2.39	0.32	0.32	0.99	1.46	0.64	0.36	0	0	0	1.99	2.38	2.29
ENSMODG00000014731	2.47	2.48	2.29	4.29	2.13	2.04	2.18	0.47	1.44	0.44	3.24	0.83	3.08	0.42	3.48	1.6	0.95	3.43	0.93
Locus_186266	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0.28	0	0	0	0.93	1.69
Locus_33158	0	2.16	0.67	0	0	0	0.55	0	0.73	0	0	0	0.75	0	0.62	0.36	0.64	0	0
Locus_392563	0.06	0.24	1.23	0.13	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0.75	0.93
ENSMODG00000005024	41.62	91.93	30.32	47.01	54.76	62.24	70.77	35.18	63.83	64.27	63.94	11.17	34.85	25.54	110.64	74.49	53.18	40.66	19.63
ENSMODG00000023932	27.62	42.07	24.64	34.43	39.94	220.85	161.79	71.34	64.21	40.45	41.25	14.63	21.66	41.1	101.07	67.31	19.27	20.64	13.37
ENSMODG00000004537	3.17	3.12	3.65	4.15	6.43	13.5	15.55	5.41	6.15	2.27	3.02	7.63	5.45	4.98	3.06	2.95	3.44	3.63	4
Locus_232059	0	0	0	0	0	0	0	0	0	0	0	0.4	0.15	0	0	0	0	1.11	0
ENSMODG00000007564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006443	5.97	10.77	10.11	2.66	5.69	3.41	0.57	1.49	2.64	1.38	4.07	6.36	8.05	8.59	12.38	12.87	41.71	69.05	90.74
ENSMODG00000023691	3.99	2.35	3.25	2.26	1.93	1.35	2.03	3.14	2.78	1.21	2.86	5.51	6.79	9.37	6.19	7.37	4.01	3.1	4.35
ENSMODG00000013325	32.28	65.26	17.33	37.18	41.41	138.09	71.82	49.42	46.75	42.03	47.95	7.26	19.63	7.91	56	19.35	33.9	19.98	15.53
Locus_376972	1.28	0	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003931	25.44	22.31	14.95	32.4	30.01	28.12	23.33	52.88	29.04	82	49.73	10.06	17.75	17.4	15.19	32.43	34.14	30.72	19.82
ENSMODG00000006706	42.59	34.49	29.44	68.46	61.92	243.54	216.99	218.65	175.92	247.2	248.9	19.74	33.77	17.91	20.59	25.42	6.67	8.15	3.58
ENSMODG00000016504	0	0	0	0	0	0	0	0	0	0	0	0.03	0.28	0	0	0	0	0	0
Locus_376234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	2.04	1.46
Locus_315257	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52	0.5	1.63
ENSMODG00000005792	4.68	4.84	8.92	2.93	3.02	30.84	22.61	6.35	5.19	3.99	5.28	4.11	3.64	2.25	3.37	2.53	28.37	30.05	54.52
ENSMODG00000016526	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0
ENSMODG00000011471	64.89	95.34	30.7	138.72	148.04	2.03	0.57	2.96	4.78	3.64	10.74	2.56	3.68	2.23	19.62	5.32	138.25	125.35	42.71
ENSMODG00000013534	1.96	0.95	0.88	0.84	0.73	0	0.22	4.07	5.2	5.4	4.16	3.57	2.08	7.88	1.62	5.35	3.73	3.84	2.04
ENSMODG00000007865	0.14	0	0	0	0	10.45	11.38	3.43	6.34	0	4.15	39.51	28.51	0	8.75	10.57	3.04	5	5.71
Locus_87427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0.62
ENSMODG00000006145	5.56	3.31	4.73	6.13	8.08	13.3	5.26	12.85	7.72	5.04	3.62	9.42	7.79	9.77	2.03	7.31	9.93	10.62	9.23
ENSMODG00000025190	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	2.51	2.09	2.4
Locus_32294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96	2.88	2.29
ENSMODG00000005030	18.01	24.64	11.11	35.66	29.77	16.46	5.96	57.56	52.9	6.38	8.37	10.9	20.29	16.46	39.68	20.73	11.75	11.34	7.81
ENSMODG00000005872	2.61	2.99	1.55	1.82	1.87	1.97	2.45	0.86	1.61	1.06	1.34	2.31	4.03	1.27	2.27	1.66	3.6	2.47	2
ENSMODG00000007993	0.73	0.15	0.14	1.25	0.25	0	0	0	0	0	0	1.18	0.76	0	0	0	0.95	1.53	1.85
ENSMODG00000011347	28.19	30.4	40.2	39.94	37.87	48.58	39.85	35.59	34.07	49.94	53.3	68.56	40.09	32.12	35.16	22.07	33.02	31.09	46.89
ENSMODG00000023150	17.29	19.89	30.01	11.51	10.8	10.43	18.25	13.41	15.06	19.24	22.63	27.06	25.68	55.19	33.76	50.75	21.46	28	41.9
Locus_228446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0.54	3.22
ENSMODG00000002323	0.6	0	0.23	0.27	0.55	0	0.19	0	0	0.62	0.91	1.29	1.82	0.2	0	0	9.78	11.83	10.25
Locus_375986	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46	3.65	0.66
ENSMODG00000002895	16.65	7.91	16.63	3.63	1.68	1.01	4.73	4.41	6.68	5.43	2.41	17.84	30.11	10.87	24.04	20.52	5.87	5.21	8.51
ENSMODG00000008489	10.86	13.48	5.55	13.48	17.07	7.07	3.67	10.79	9.51	23.91	39.06	5.43	9.33	9.82	7.89	17.45	56.31	51.99	39.21
ENSMODG00000024263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_89095	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79	1.43	6.06
Locus_230155	0.23	0	0	0	0	0	0	0	0	1.2	0	0.23	0	0	1.66	0.49	0.87	0.43	0.93
ENSMODG00000020658	1.45	1.07	4.17	0.93	0.5	0	0.03	0.36	0.62	0.19	0.14	2.84	1.38	0.21	0.13	0.12	18.16	41.21	55.52
ENSMODG00000016176	16.51	22.96	21.55	10.84	13.76	50.24	19.34	89.51	86.71	22.2	26.53	132.8	74.85	119.12	79.12	60.81	2.75	4.1	8.61
ENSMODG00000008667	89.92	91.84	125.01	84.51	86.02	1.02	0.68	45.63	48.68	25.27	46.51	18.29	16.81	35.93	16.34	5.95	1.58	3.91	5.03
ENSMODG00000010697	11.71	14.68	13.69	9.07	10.81	1.72	5.3	5.41	6.38	6.29	11.48	13.22	13.41	9.8	8.83	8.88	10.41	15.67	12.17
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008577	1.58	1.25	1.13	1.9	0.82	2.8	2.6	1.09	1.52	0.23	0.46	3.01	2.8	2.25	2.73	1.23	0.95	1.62	1.71
ENSMODG00000006676	4.48	7.87	13.17	8.67	6.45	25.99	35.96	36.22	41.9	14.59	17.95	30.7	15.36	32.17	26.49	23.22	71.9	45.4	130.04
ENSMODG00000009351	6.55	7.32	2.46	7.7	3.82	76.47	40.74	16.49	15.53	3.7	7.29	11.56	10.97	12.21	43.82	9.86	1.78	0.73	1.19
ENSMODG00000008947	24.31	18.77	20.25	26.39	26.33	26.3	18.35	30.17	24.96	20.99	18.48	24.09	22.8	18.9	22.22	17.18	29.03	30.82	25.59
ENSMODG00000023381	113.15	292.81	46.96	190.27	218.92	131.05	114.39	64.95	89.91	112.28	100.15	47.5	142.1	53.77	471	175.19	94.25	95.67	19.02
ENSMODG00000002193	55.92	51.5	105.77	15.11	14.62	6.27	5.5	6.47	5.96	5.19	6.9	14.39	9.57	11.11	4.73	9.42	7.36	6.58	9.14
ENSMODG00000022951	49.87	80.35	208.05	173.15	192.94	154.51	51.77	149.71	70.87	32.39	54.21	169.33	60.02	153.29	162.02	55.28	52.94	28.41	122.79
ENSMODG00000017497	19.07	11.74	18.95	15.96	14.36	17.37	19.6	15.38	13.37	15.25	14.49	10.41	9.12	12.57	5.34	10.61	29.37	32.08	40.61
Locus_319198	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	2.37
ENSMODG00000023532	1	1.49	1.38	3.12	1.63	0.69	0.11	0	0.3	1.84	0	6.58	5.59	0.48	1.28	0.45	26.86	22.03	33.09
CUFF.121510	0.76	0	2.18	0	0	0	0	0.53	0.8	0	0	2.78	0.68	2.2	0.67	1.19	0	0.35	1.51
ENSMODG00000014002	0.82	1.83	1.46	1.34	1.8	2.52	1.08	4.41	4.33	0.6	0.44	9.55	11.14	15.46	14.79	12.24	1.74	1.82	0.55
Locus_372654	0	0	0	0	0	0	0	0.46	0	0	0	0.16	0	0	0	0	0.61	1.2	0.33
ENSMODG00000004823	11.64	12.32	7.22	6.7	6.65	5.99	13.93	9.1	8.17	11.72	7.5	4.82	9.43	4.79	2.77	7.22	5.21	4.86	2.61
ENSMODG00000012682	23.18	26.23	24.04	35.31	40.13	34.94	22.87	23.37	21.53	27.25	21.96	13.45	9.74	19.91	15.04	11.49	26.25	17.31	23.57
ENSMODG00000019045	8.8	9.54	20.06	3.74	3.94	9.98	24.31	5.82	4.95	9.96	12.38	11.05	5.78	17.59	12.87	10.44	3.02	3.08	6.23
blastnPlatypus.Locus_150950	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_419795	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0.36	2.98	1.13	0.93	3.14
Locus_229473	0.06	0	0	0	0	0	0	0.18	0.27	0.33	0.97	0.06	0.23	0	0.11	0.13	4.48	0.81	4.81
Locus_375647	0	0	0	0	0	0	0	0	0	0	0	0.16	0.12	0	0	0	0	0.29	0.95
ENSMODG00000016639	9.88	11.83	6.26	21.01	25.3	8.39	7.63	2.1	1.88	1.15	2.54	3.18	3.82	0.88	1.73	0.58	3.82	3.47	2.52
ENSMODG00000005804	0	0	0	0	0	0	0	3.7	2.69	0	0	0.16	0.15	13.75	1.61	8.99	0	0	0
ENSMODG00000008371	86.93	136.76	15.51	118.92	132.52	253.59	241.04	114.07	150.89	133.48	219.01	20.84	69.95	37.33	177.43	126.55	64.17	67.51	18.36
