Gene	Brain_Male2ss	Brain_Male7	EmbryonicBrain_Indiv1	EmbryonicBrain_Indiv2	EmbryonicLiver_Indiv1	Ovary_Female3	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3
XLOC_012889	0.06	0	0.2	0.12	0.07	0.27	0.09	0.08	0.08	0
blastnMacaque.Locus_473571	0	0	0	0	0	0	0.18	0	0	0.1
blastnPan.CUFF.346184	0	0	0	0	0	0	0	0	0	0
ENSG00000229402	0	0	0	0	0	0	0	0	0	1.33
ENSG00000118017	0	0.02	0.79	1.07	0	0	0	0	0	0
ENSG00000211454	0.63	0.5	0.06	0.04	0.23	0.39	0.04	0.02	0.06	0.44
ENSG00000155304	15.9	14.16	17.48	16.15	37.54	7.65	11.87	7.73	7.33	8.19
blastnMacaque.Locus_61320	0	0	0	0	0	0	0	0	0	0.12
ENSG00000179454	1.12	3.66	7.01	7.93	10.49	1.17	0.77	0.6	0.72	3.41
ENSG00000130475	4.69	12.16	6.62	6.34	0.07	1.16	0.83	0.74	0.28	1.59
blastnGorilla.Locus_318804	0	0	0	0	0	0	0	0	0	0
ENSG00000109390	59.78	31.35	5.84	5.66	17.85	18.25	16.93	19.15	20.05	43.62
ENSG00000143450	0.19	0.1	0.05	0	0.13	0.18	0.28	0.34	0.19	23.09
blastnMacaque.Locus_60798	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.165338	0	0	0	0	0	0	0	0	0	0
ENSG00000145349	16.06	18.29	8.01	7.94	20.57	6.28	2.75	2.4	2.16	3.73
ENSG00000165023	63.35	101.24	11.54	10.96	0.33	0.02	0.52	0.34	1.59	0.07
ENSG00000255633	0.39	0	0.33	0.22	0.46	0.13	0	0.4	0	0
ENSG00000236336	0	0	0	0	0	0	0	0	0	1.25
ENSG00000130054	1.08	1.78	3.19	2.79	0.11	0.09	0.04	0	0.03	1.13
ENSG00000123091	123.56	78.97	35.77	34.3	52.14	38.42	36.89	25.11	19	17.7
blastnOrangutan.CUFF.227121	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_441811	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_17783	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_442279	0	0	0	0	0	0	0	0	0	0.09
ENSG00000234584	0.38	0.08	4.15	2.28	1.34	0.19	0	0.13	0.07	0.13
blastnMacaque.Locus_371508	0	0	0	0	0	0	0	0	0	0
ENSG00000227885	0.12	0.05	0	0.07	1.72	0.36	0.15	0.17	0.23	0.04
blastnGorilla.Locus_294059	0	0.18	0	0	0	0	0	0	0	0
ENSG00000185038	0	0.02	0	0	0	0	0	0	0	1.05
blastnOpossum.Locus_88135	0	0	0	0	0	0	0	0	0	0
ENSG00000242362	0	0	0	0	0	0	0	0	0	0
ENSG00000255862	0.74	0.97	1.18	0.48	1.76	1.44	3.93	3.41	1.08	1.04
ENSG00000157764	1.23	3.86	17.16	22.01	16.4	1.75	1.52	1.33	1.22	9
blastnOpossum.Locus_34595	0	0	0	0	0	0	0	0	0	0
ENSG00000093072	0.78	0.68	1.1	0.9	5.6	3.34	9.83	9.29	1.66	1.95
ENSG00000005955	23.2	38.43	5.17	6.41	7.98	8.06	6.1	5.31	25.53	91.68
ENSG00000115641	2.81	2.68	0.14	0.13	1.9	54.99	31.07	22.68	10.24	3.54
blastnOrangutan.CUFF.52772	0	0	0	0	0	0	0	0	0	0
ENSG00000147168	0.19	0.08	0	0.3	1.94	5.17	9.44	22.69	3.36	0.6
Locus_175333	0	0	0	0	0	0	0	0	0	1.34
ENSG00000105383	0.09	0.18	0.07	0.02	2.46	0.7	3.71	4.34	1.51	0.19
Locus_102309	0	0	0	0	0	0	0	0	0	2.45
ENSG00000109220	3.7	2.84	3.73	2.62	8.42	3.86	6.45	4.92	11.49	34.81
ENSG00000170264	2.25	3.69	2.95	3.28	0.46	1.38	0.28	0.31	0.86	12.42
ENSG00000147588	71.19	66.79	2.51	2.36	0	0.16	0.11	0	0.02	0.27
ENSG00000165102	5.05	5.1	7.76	9.32	5.58	10.23	15.14	16.07	8.87	1.82
blastnMacaque.Locus_273998	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.10415	0	0	0	0	0	0	0	0	0	0.34
blastnGorilla.Locus_292749	0	0	0	0	0	0	0	0	0	0
XLOC_012822	0	0	0	0	0	0	0	0	0	0.35
blastnGorilla.Locus_18301	0	0	0	0	0	0	0	0	0	0
ENSG00000167695	1.41	1.05	3.47	4.48	1.01	5.56	6.36	6.74	2.54	1.12
ENSG00000125207	0.14	0.11	0	0	0	0.01	0	0	0.02	73.5
ENSG00000134256	0.49	0.36	0.83	0.27	0.19	0.22	0.17	0.22	0.13	0.31
ENSG00000143190	1.9	1.87	13.04	14.29	5.24	1.8	1.27	0.77	2.08	3.07
ENSG00000182902	15.78	8.82	0.98	0.83	4.1	0.53	0.03	0.03	0	1.47
blastnGorilla.Locus_393600	0	0	0	0	0	0.12	0	0	0	0
ENSG00000183578	4.33	4.23	0.93	0.36	0.09	6.21	0.57	1.46	0.52	2.2
ENSG00000146006	5.45	6.68	23.49	30.26	0	0.05	1.81	1.56	0.28	0.03
ENSG00000198818	7.38	3.67	4.1	3.7	4	13.28	11.17	9.53	4.85	3.07
ENSG00000143401	18.09	26.84	10.04	7.27	53.7	12.96	8.42	5.91	23.55	8.55
blastnMacaque.Locus_427151	0	0	0.85	0.91	0	0	0	0	0	0.11
ENSG00000120658	6.25	6.13	18.45	16.24	0	1.89	0.86	1.07	1.58	6.25
ENSG00000237670	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_52751	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_195167	0	0.11	0	0	0.62	0	0	0	0.1	0
blastnMacaque.Locus_499161	0	0	0	0	0	0	0	0	0	0
ENSG00000087077	1.98	2.33	0.87	0.74	1.65	20.74	17.43	23.66	12.01	4.95
ENSG00000187730	41.41	28.9	0.36	0.31	0.38	0.35	1.14	0.81	0	1.35
XLOC_002173	0	0	0	0	0	0	0	0	0	1.56
ENSG00000172037	2.95	4.28	3.48	3.48	29.28	52.3	75.61	80.97	78.14	12.46
ENSG00000232399	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_61097	0	0.44	0	0	0	0	0	0	0	0
ENSG00000092850	0.31	0.83	4.76	5.75	0	0.31	0.07	0.04	0.18	28.25
ENSG00000136052	2.37	4.88	8.2	9.21	3.46	1.13	3.34	1.24	2.88	3.24
CUFF.57965	0	0	0	0	4.4	0.03	0	0	0	0.04
blastnPan.Locus_116574	0	0	0	0	0	0	0	0	0	0
ENSG00000120087	0	0	0	0	0.5	2.87	6.75	4.62	6.14	2.13
blastnMacaque.Locus_288377	0	0	0	0	0	0	0	0	0	0.22
ENSG00000215305	7.29	8.98	11.36	9.92	4.86	7.22	8.16	8.05	6.75	5.99
Locus_126637	0.42	0.53	0	0	0	0.14	0	0	0	0
ENSG00000174628	3.71	1.52	2.81	3.01	0	4.57	3.79	3.26	1.64	16.38
ENSG00000154127	1.54	1.46	3.66	5.14	1.85	0.26	11.07	8.12	6.95	0.42
ENSG00000155906	8.21	4.57	2.59	2.97	7.37	5.55	5.21	5.52	4.97	3.5
ENSG00000075891	0.11	0.04	0	0	0	0.03	0.06	0	0.03	0.07
ENSG00000169710	9.77	14.38	21.15	16.06	7.45	6.34	21.9	14.3	7.9	2.47
ENSG00000124215	0.11	0.11	0.27	0.18	0.34	0.11	0.12	0.29	0.11	0.14
blastnMacaque.Locus_18912	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_394458	0	0	0	0	0	0	0	0	0	0
ENSG00000172179	0	0	0	0	0	0.06	53.36	53.83	60.87	0.48
ENSG00000164761	0.73	0.11	0.25	0.29	12.83	4.24	3.96	2.72	7.22	0.05
ENSG00000228361	0	0	0	0	0	0	0	0	0	0.64
ENSG00000146122	9.5	21.36	1.93	2.07	2.92	3.57	7.73	9.16	4.38	3.21
blastnPan.CUFF.307737	0	0	0	0	0	0	0	0	0	6.51
blastnMacaque.Locus_288611	0	0	0	0	0	0	0	0	0	0
ENSG00000244486	0.16	0.22	1.06	0.45	0.78	6.1	7.24	9.75	2.95	0.19
ENSG00000198131	6.22	8.24	7.66	7.42	5.85	3.22	3.4	3.84	6.28	11.58
ENSG00000171136	0	0	0	0	0	0	0.33	0	0.14	0.31
blastnMacaque.Locus_62324	0	0.12	0	0	0	0.28	0	0	0	0.49
blastnMacaque.Locus_115323	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19962	0.87	0.27	0	0	0	0	0	0	0	0
ENSG00000094804	1.53	1.91	1.25	1.45	12.03	3.96	2.95	4.6	10.1	8.3
ENSG00000168615	9.39	10.95	3.68	3.12	12.32	12.27	20.2	10.1	33.82	7.78
ENSG00000231637	0	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19115	0	0	0	0	0	0	0	0	0	0
ENSG00000124610	0	0	11.82	7.05	41.75	0	0.08	0	0	0.09
blastnMacaque.Locus_427490	0	0	0	0	0	0	0	0	0	0
ENSG00000150244	0	0	0	0	0	0	0	0	0	0
ENSG00000075624	458.96	243.66	183.22	260.83	107.32	678.49	1483.64	1513.31	785.28	104.76
ENSG00000168026	0.83	1.2	2.82	2.16	0.19	0.81	0.18	0.16	0.21	40.89
blastnMacaque.Locus_18898	0	0	0	0	0	0	0	0	0	0
ENSG00000237460	0	0	0	0	0	0	0	0	0	1.07
XLOC_001649	0	0	0	0	0	0	0	0	0	0.71
XLOC_012653	0	0	0	0	0	0	0	0	0	0
ENSG00000226979	0	0.05	0	0	0	0.12	0.26	0.2	0.09	1.29
ENSG00000017373	7.91	20.45	8.93	7.53	0.03	0.42	0.21	0.08	0.17	0.35
ENSG00000117475	4.25	3.24	3.33	3.75	12.55	4.73	4.51	3.34	2.6	11.48
blastnPlatypus.Locus_150950	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_463698	0	0	0	0	0	0	0	0	0	0
ENSG00000224018	0	0	0	0	0	0	0	0	0	1.18
ENSG00000181234	4.13	4.12	0.67	0.49	0	1.27	6.27	2.31	6.14	0.42
ENSG00000166592	0.26	1.11	0.22	0	0	13.41	74.86	37.97	32.57	2.95
blastnMacaque.Locus_139553	0	0	6.27	4.97	0	0	0	0	0	0
ENSG00000151838	0.37	1.02	0.82	0.47	0	0	0	0	0.01	9.89
ENSG00000231089	0	0	0	0	0	0	0	0	0	0
ENSG00000164543	2.83	1.76	1.87	1.27	4.48	5.78	7.54	7.97	7.86	6.77
ENSG00000230729	0	0	0	0.06	0	0	0	0	0	0.4
blastnMacaque.Locus_244229	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_474858	0	0.04	0	0	0	0	0	0	0	0.3
ENSG00000113328	7.24	5.82	6.46	6.72	45.59	28.47	14.94	18.08	16.84	7.57
ENSG00000198924	4.44	4.92	3.4	4.27	11.14	2.87	2.01	1.44	3.12	2.98
ENSG00000165807	0.34	0.29	0.35	0.04	0.16	0.77	0.56	0.28	0.48	57.17
ENSG00000178404	0.04	0.65	3.41	2.29	0.59	0.11	0.31	0.14	0.24	17.5
ENSG00000144597	16.54	16.86	7.35	8.83	5.66	3.49	5.73	4.02	9.11	7.87
blastnMouse.Locus_54187	0	0	0	0	0	0	0	0	0	0
CUFF.362699	0	0.11	0	0	0	0	0	0	0	0.75
blastnOrangutan.Locus_106021	0	0	0	0	0	0	0	0	0	0
ENSG00000176083	0	0	0	0	0	0.13	0.15	0.16	0.32	7.44
ENSG00000137074	6.08	7.69	3.86	3.07	5.87	6.04	6.12	5.82	7.93	11.32
ENSG00000174697	0	0	0	0	0	0.24	10.78	11.25	1.39	0.11
ENSG00000115183	0.62	1.26	1.6	1.41	7.93	3.01	3.48	2.7	2.35	0.94
blastnMacaque.Locus_139429	0	0	0	0	0	0	0	0.23	0.13	0.06
ENSG00000174227	2.03	3.73	3.85	3.93	1.41	2.92	3.03	2.96	2.12	2.48
ENSG00000186049	0	0	0.23	0	0	0	0	0	0	0.02
ENSG00000176894	4.22	1.08	3.84	4.39	13.65	7.94	6.25	9.9	4.16	0.68
blastnMouse.Locus_67725	0	0	0	0	0	0	0	0	0	0
ENSG00000114107	6.59	7.41	6.59	8.11	8.55	2.9	0.36	0.23	1.06	40.84
ENSG00000101452	2.05	1.56	3.79	4.14	4.67	3.09	1.41	1.83	1.18	2.36
ENSG00000172935	0.04	0.06	0.06	0.11	0.44	12.11	9.94	15.32	2.85	0.68
ENSG00000162078	0	0	0	0	0.88	43.93	0.31	0.85	0.38	0.13
blastnMacaque.Locus_40209	0	0	0	0	0	0	0	0	0	0
XLOC_011135	0	0	0	0	0	0.06	0.24	0.13	0	0.07
ENSG00000100129	32.79	20.78	56.27	55.49	81.41	85.68	78.11	91.72	55.45	24.08
blastnGorilla.Locus_441879	0	0	0	0	0	0	0	0	0	0.27
ENSG00000130177	35.21	16.56	16.07	16.03	24.02	20.39	15.85	15.02	17.95	23.86
ENSG00000167654	50.11	64.33	36.65	38.83	0.19	0	0.05	0	0.01	0.07
ENSG00000111371	15.87	20.94	36.17	41.12	5.85	7.54	15.61	9.26	13.58	0.13
CUFF.337067	0	0	0	0	0	0	0	0	0.51	0.9
ENSG00000156313	1.57	2.87	0.84	0.71	1.45	1.17	1	0.59	2.11	10.58
ENSG00000254854	0.31	0.66	0	0	0	0.35	0.07	0	0.04	0.18
ENSG00000111241	0	0	0	0	0	0	0.05	0	0	0.23
ENSG00000165914	31.61	25.01	11.58	10.36	3.5	5.31	12	11.73	10.41	1.17
ENSG00000196531	23.77	11.32	6.39	4.65	6.43	58.38	32.77	38.6	23.81	12.43
blastnGorilla.Locus_195695	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_2181	0	0.27	7.73	12.89	7.72	2.65	0.14	0.3	0.08	0.22
Locus_174899	0.7	1.66	0	0	0	0	0	0	0	0.03
Locus_87266	0.59	0.25	0	0	0	0	0	0	0	0.1
ENSG00000111344	7.4	9.35	1.41	1.27	0.46	0.73	0.32	0.37	0.34	0.43
ENSG00000204882	0	0.17	0	0	0	0.49	0.42	0.56	0.61	0.07
XLOC_008998	0	0	0	0	0	0	0	0	0	0.12
blastnMacaque.Locus_341809	0	0	0	0	0	0	0	0	0	1.1
ENSG00000137462	0.34	0.35	0.17	0	4.69	1.56	4.93	3.9	1.8	0.39
ENSG00000126231	0	0.13	0	0	15.85	0	0.04	0	0	0.32
ENSG00000235446	0	0	0	0	0	0	0	0	0	0.25
blastnPan.Locus_17747	0	0	0	0	0	0	0	0	0	0
ENSG00000092531	7.49	8.02	3.49	4.62	21.07	21.89	68.27	47.49	65.04	34.2
ENSG00000063015	4.47	4.56	30.24	31.74	0	0	0.13	0.04	0.05	0.05
ENSG00000227863	0.27	0.2	0	0	0	0	0	0	0	1.06
blastnPan.Locus_16414	0	0	0	0	0	0	0	0	0	2.14
ENSG00000120875	4.36	2.85	9.07	10.26	0.03	1.38	9.35	5.46	6.59	1.37
blastnGorilla.Locus_177699	0.19	0.08	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210308	0	0	0	0	0	0	0	0	0	0
ENSG00000231483	0	0	0	0	0	0.11	0	0	0	0
blastnMacaque.Locus_473054	0	0	0	0	0	0	0	0	0	0
ENSG00000172340	4.68	1.94	0.64	0.67	30.95	8.11	5.94	6.4	10.19	4.08
ENSG00000204495	0	0	0	0	0	0	0	0	0	0
ENSG00000130066	54.04	44.18	9.62	7.28	166.19	181.25	317.08	169.43	280.92	60.33
ENSG00000175556	0.65	0.32	0.65	1.13	2.5	0.73	0.19	0.19	0.32	1.07
ENSG00000126803	68.67	81.72	2.64	1.44	1.03	6.1	78.23	97	90.56	190.77
ENSG00000040199	5.82	8.96	7.47	7.32	5.07	1.27	0.63	0.8	1.52	6.16
Locus_158031	0	0	0	0	0	0	0	0	0	1
ENSG00000228669	0	0	0	0	0	0	0	0	0	4.75
ENSG00000229599	0	0	0	0	0	0	0	0	0	0
ENSG00000114942	17.57	15.14	13.77	12.29	45.04	64.58	43.56	59.11	45.08	19.89
ENSG00000174948	0.18	0.3	3	2.47	0	0	0	0	0	0.09
ENSG00000109475	24.52	6.23	36.72	42.12	74.24	35.88	22.71	22.55	22.84	7.67
ENSG00000168118	26.14	18.9	7.44	6.2	19.9	13.77	12.15	13	10.42	14.48
blastnMacaque.Locus_429231	0	0	0	0	0	0	0	0	0	0
XLOC_012093	0	0	0	0	0	0	0.3	0.27	0.17	0.42
ENSG00000162896	0	0	0	0	1.45	0.41	0.01	0.02	0.05	0.02
ENSG00000180264	0	0	0	0	0	0	0	0	0	0.05
ENSG00000112655	0.44	0.49	4.65	4.21	2.59	16.13	14.56	18.3	8.82	2.2
ENSG00000213085	0	0.03	0.48	0.33	0	0.39	1.02	0.39	2.35	83.91
blastnMacaque.Locus_289834	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_209532	0	0	0	0	0	0	0	0	0	0
ENSG00000205436	0	0	0	0	1.02	0.24	0.41	0.91	0.42	0.15
ENSG00000113494	0.04	0.1	0.45	0.56	39.89	2.17	14.79	9.49	13.12	0.1
ENSG00000135297	2.46	2.29	0.92	1.26	1.53	1.84	0.88	0.91	1.45	5.69
blastnGorilla.Locus_292077	0	0	0	0	0	0	0	0	0	0
ENSG00000184208	3.69	7.13	1.55	1.77	0.35	2.86	2.44	1.82	4.85	9.13
ENSG00000212128	0.06	0.08	2.45	3.65	4.61	0.06	0.04	0	0.05	0.02
CUFF.92899	0	0	0	0	0	0.04	0	0	0	0.47
ENSG00000226780	0.16	0.34	0	0	0	0	0	0	0	0
Locus_126745	0	0	0	0	0	0	0	0	0	2.33
ENSG00000122852	0	0	0	0	0	0.07	0	0	0	0
ENSG00000101955	0.88	0.41	0.08	0.06	8.55	8.46	34.08	34.57	43.63	2.39
ENSG00000183726	19.26	11.98	18.07	21.55	14.69	24.6	47.28	41.76	18.38	5.37
ENSG00000141873	1.87	1.77	1.08	1.33	1.54	1.25	2.98	3.5	1.32	4.94
ENSG00000168634	0.07	0	0	0	0	0	0	0	0.06	0
ENSG00000205029	0	0	0	0	0	0	0	0	0	0
ENSG00000241224	0	0	0	0	0	0	0	0	0	0.04
ENSG00000250588	2.81	3.45	11.82	16.59	0.3	0.04	0.16	0.26	0.05	0.07
Locus_77659	0	0.01	0.79	0.97	0.03	0.06	0.32	0.43	0.1	9.86
ENSG00000184992	8.74	9.59	6.36	6.08	8.33	2.39	1.6	1.64	2.61	0.97
ENSG00000196199	43.57	79.02	4.36	5.34	8.84	14.06	8.2	7.34	36.97	51.35
blastnGorilla.Locus_150401	0.32	0.54	1.64	0.37	0	0	0	0	0	0
blastnGorilla.Locus_414834	0	0	0	0	0	0	0	0	0	0
ENSG00000231477	0	0	0	0	0	0	0	0	0	0.07
ENSG00000225548	0	0	0	0	0	0.02	0	0	0.03	0.9
ENSG00000143951	0.99	1.21	3.36	3.84	1.76	0.45	0.27	0.26	0.45	0.91
ENSG00000227375	0	0	0	0	0	0.1	0.11	0.08	0.12	3.41
blastnGorilla.Locus_441866	0	0	0	0	0	0	0	0	0	0.17
ENSG00000236208	0.11	0	0	0	0	0	0.13	0	0	0
ENSG00000139579	13.43	10.76	5.89	6.06	2.96	10.46	7.46	6.49	4.86	5.39
ENSG00000187391	10.24	14.4	10.71	10.33	0.86	1.87	0.33	0.41	0.35	1.12
ENSG00000148803	0.32	0.87	0.81	0.46	20.78	5.57	3.7	5.04	4.77	3.19
XLOC_012167	0	0	0	0	0	0	0	0	0	0.13
ENSG00000255406	0	0	0	0	0	0	0	0	0	0.69
ENSG00000184203	13.54	8.9	4.31	2.49	4.65	8.53	6.73	4.91	5.9	14.99
ENSG00000184363	0.41	0.18	0	0	0	6.02	17.84	18.23	13.97	0.17
Locus_136270	0	0	0	0	0	0	0	0	0	2.62
ENSG00000182187	0.16	0	0	0	0	0	0	0	0	0.06
ENSG00000253177	0	0.02	0.07	0.07	0	0.08	0.08	0.5	0.06	0.04
blastnGorilla.Locus_18270	0	0	0	0	0	0	0.16	0	0	0.26
ENSG00000145384	0	0	0	0	0	0.01	0	0.03	0.15	0.06
ENSG00000091129	52.23	88.62	27.67	28.25	2.63	0.98	3.94	3.07	2.99	0.84
ENSG00000196793	2.37	1.65	5.51	5.66	1.82	1.82	0.41	0.4	0.2	4.63
ENSG00000151414	6.03	5.4	3.05	3.42	36.11	10.65	14.05	7.99	9.01	5.06
ENSG00000065970	3.08	3.84	5.16	5.33	3.76	6.77	6.58	7.21	4.87	2.89
ENSG00000163291	2.7	1.24	3.75	4.26	1.16	1.11	0.58	0.56	0.54	3.3
Locus_166337	0	0	0	0	0	0	0	0	0	0.51
blastnGorilla.Locus_292897	0	0	0	0	0	0	0	0	0	0
ENSG00000168000	4.46	5	1.54	2.59	0	1.6	2.01	2.11	1.13	7.41
ENSG00000079337	2.45	6.56	1.76	0.98	0.02	4.31	2.44	4.66	0.95	1.28
ENSG00000108242	0	0	0.73	0.36	0.15	0.73	0.15	0	0.1	0.13
ENSG00000173950	2.2	1.05	5.89	7.04	0.72	1.88	5.54	6.36	4.89	0.71
ENSG00000114279	31.95	63.15	15.06	16.94	0.6	0.4	1.35	0.09	0.31	0.66
ENSG00000006788	0.03	0.1	0	0	0	0.03	0.23	0.32	0.88	0.34
blastnPan.Locus_82070	0	0	0	0	0	0	0	0	0	0.11
blastnMacaque.Locus_342025	0.82	0	0	0	0	0	0	0	0	0
ENSG00000153944	2.77	3.28	6.3	6.06	1.66	3.01	2.73	3.32	4.79	3.62
ENSG00000170222	1.68	0.92	4.6	6.89	8.57	4.22	2.63	2.53	0.93	1.83
ENSG00000218336	4.2	7.05	16.21	19.22	0.32	0.42	7.3	9.14	14.08	1.59
ENSG00000254138	0	0	0	0	0	0	0	0	0	0
ENSG00000250519	0.12	0.05	0.39	0.46	0	0.11	0	0	0	1.03
ENSG00000144451	3.78	3.06	2.71	2.56	2.45	2.12	0.97	0.73	1.92	11.39
ENSG00000185385	0	0	0	0	0	0	0	0	0	0
ENSG00000141933	0.83	0.81	1.1	0.43	1.75	1.89	4.91	5.45	1.15	0.41
blastnMouse.ENSMUSG00000087356	0	0	0	0	0	0	0	0	0	0.12
ENSG00000248905	3.29	4.82	0.08	0.08	0.51	0.27	1.12	0.65	1.78	7.52
ENSG00000023572	10.83	7.31	0.8	0.82	0.56	3.65	4.66	5.54	3.17	14.3
blastnGorilla.Locus_195706	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_153096	0	0	0	0	0	0	0	0	0	0.2
ENSG00000147364	5.29	4.54	6.45	6.61	11.07	3.73	4.05	4.76	2.87	46.65
blastnMacaque.Locus_476398	0	0	0	0	0	0	0	0	0	0.16
ENSG00000150459	48.93	39.89	4.05	4.27	6.05	29.31	35.61	35.27	25.79	23.54
ENSG00000213722	6.9	4.8	14.76	6.94	2.92	31.92	26.11	30.17	31.76	9.46
ENSG00000105486	3.71	3.1	4.68	4.47	6.02	4.95	6.46	9.47	12.4	9.34
ENSG00000248098	0.73	0.54	0.55	2.86	0	0.59	0.81	0.95	0.73	1.35
blastnMacaque.Locus_498745	0	0	0	0	0	0	0	0	0	0
ENSG00000114125	6.24	3.92	4.48	3.05	8.04	12.64	14.93	15.88	6.6	6.93
ENSG00000167565	0.73	0.41	1.24	1.68	0.72	19.54	21.54	26.01	8.78	2.98
ENSG00000124596	5.05	5.37	0.96	1.31	3.16	4.53	2.68	2.71	7.14	25
blastnOrangutan.Locus_156961	0	0	0	0	0	0.14	0	0	0	0
ENSG00000146733	4.37	3.32	1.79	1.39	5.91	2.44	1.45	2.1	2.48	3.21
ENSG00000022355	63.38	47.61	3.2	3.75	0.04	0	0.05	0	0	0.05
ENSG00000184374	0.06	0.21	0.52	0.46	86.56	0.04	2.89	1.82	6.14	0.06
ENSG00000131848	0.68	0.78	0.69	0.39	0.97	0.85	0.85	0.97	0.7	6.87
blastnPan.CUFF.371216	0	0	0	0	0	0.13	0	0	0	0
ENSG00000148396	5.66	4.91	4.35	4.78	4.56	4.85	4.63	4.41	4	4.66
ENSG00000107623	3.18	2.55	1.51	1.5	0.37	0.14	0.02	0.08	0.08	3.16
ENSG00000177291	0.39	0.11	0	0	0	0	0	0	0	0.07
blastnMacaque.Locus_210873	0	0	0	0	0	0	0	0	0	0
ENSG00000163444	16.08	14.33	6.47	7.6	6.57	3.74	2.7	3.79	3.84	7.97
XLOC_002334	0	0	0	0	0	0	0.1	0	0	0.23
ENSG00000151117	1.16	1.06	1.35	2.05	1.78	3.03	4.41	3.69	1.91	0.84
ENSG00000197915	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_64997	0	0	0	0	0	0	0	0	0	0.12
blastnMacaque.Locus_371491	0	0	0	0	0	0	0	0	0	0
ENSG00000115461	9.01	10.81	12.19	12.89	5.48	363.16	193.77	255.02	106.07	13.31
ENSG00000198754	0.68	1.2	0	0	0	0.17	0	0	0.33	29.71
ENSG00000100319	1.24	1.7	1.21	0.73	1.69	2.79	3.94	4.45	2	1.13
CUFF.420494	0	0.03	0	0	0	0	0.55	0.09	0.11	0
ENSG00000104866	4.82	6.91	1.76	1.43	0.57	2.09	3.27	4.2	3.1	3.87
blastnMacaque.Locus_115385	0	0.15	0	0	0	0	0	0	0	0
ENSG00000063322	18.76	17.61	4.54	5.95	4.71	15.04	16.17	17.23	13.04	6.61
XLOC_005783	0	0	0	0	3.04	0	0	0	0	0.55
blastnMacaque.Locus_372989	0	0	0	0	0	0	0	0	0	0.12
ENSG00000187513	0.06	0.15	0	0.03	0.57	6.9	41.6	75.85	6.6	0.39
ENSG00000126773	3.91	4.04	9.49	11.36	7.38	6.09	2.88	2.65	3.57	8.32
ENSG00000253671	0.88	0.41	0	0	0	1.06	0.73	0.34	2.39	0.3
blastnMouse.Locus_13148	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_273912	0	0	0	0	0	0	0.15	0.08	0	0
ENSG00000115839	17.81	35.5	5.15	6.45	10.29	10.37	12.3	9.43	18.6	20.95
ENSG00000228215	0	0	0	0	0	0	0	0	0	0.02
ENSG00000120738	31.62	22.11	1.55	1.15	5.1	653.55	50.28	46.53	37.56	5.12
ENSG00000121749	15.83	19.42	7.06	5.76	20.47	7.59	8.45	5.97	16.4	38.13
XLOC_007179	0	0	0	0	0	0	0	0	0	0
Locus_60974	0	0	0	0	0	0.09	0	0.19	0	0.19
ENSG00000140522	1.88	1.12	0	0.1	0	0	0	0	0.09	0.24
ENSG00000197324	1.97	1.64	1.72	1.53	4.99	21.37	53.07	44.44	14.79	1.99
ENSG00000171180	0	0	0	0	0	0	0	0	0	0
ENSG00000188828	0.11	0.27	0.26	0	0	0.07	0.02	0	0	0
CUFF.291033	0	0	0	0	0	0	0	0	0	0.76
ENSG00000170345	14.28	12.79	3.79	4.53	40.03	1266.38	386.93	179.71	280.23	10.22
CUFF.146584	0	0	0	0	0	0	0	0	0	1.42
ENSG00000166682	0.7	0.75	1.59	1.24	0.37	0.23	0	0.03	0.05	0.74
XLOC_009195	0	0	0	0	0	0	0	0	0	0.31
ENSG00000227938	0	0	0	0	0	0	0	0	0	0.28
ENSG00000139055	0.04	0.02	0.29	0.02	4.71	0.7	3.85	1.16	1.89	0
XLOC_013490	0	0	0	0	0	0	0	0	0	0.99
ENSG00000197241	0	0	0	0	0	0	0	0	0	0.07
ENSG00000167461	11.95	12.27	12.89	10.02	19.8	22.9	33.61	33.4	53.61	21.52
ENSG00000133103	5.41	4.12	5.27	5.04	11.05	3.34	3.42	2.03	3.78	6.22
blastnGorilla.Locus_196695	0	0	0	0	0	0	0	0	0	0
