Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Testis_Male3
Locus_49099	0	0.03	0	2.17
ENSGALG00000009503	70.11	36.15	17.48	21.58
Locus_127311	10.43	0.04	0	0.84
ENSGALG00000022263	0	0	0	0
ENSGALG00000015998	37.46	8.91	12.27	9.79
ENSGALG00000004721	4.42	0.1	0.14	1.12
ENSGALG00000012317	2.05	38.65	17.49	44.95
Locus_127370	0	1.33	1.41	0.37
Locus_101955	0.95	0	0	0.58
CUFF.65340	1.15	0.38	0.11	0.25
ENSGALG00000000332	10.44	14.39	8.17	31.9
ENSGALG00000001437	24.26	6.99	6	13.01
ENSGALG00000014975	6.28	0.3	0.23	0.1
ENSGALG00000017125	3.54	10.32	4.99	4.4
Locus_67555	0.74	3.88	4.05	1.06
ENSGALG00000021542	323.27	0.65	1.95	0.76
ENSGALG00000001963	3.15	14.03	19.54	49.97
Locus_80282	0	0	0	1.92
ENSGALG00000023580	0.11	0.78	1.42	1.25
ENSGALG00000008163	18.69	14.55	10.84	64.86
ENSGALG00000024340	2.1	17.91	2.79	2.49
ENSGALG00000003150	29.38	15.35	46.84	24.08
ENSGALG00000003970	41.28	51.73	31.85	23.44
ENSGALG00000004671	7.56	10.85	6.67	12.4
ENSGALG00000010373	2.19	0.39	1.5	0.23
ENSGALG00000013097	0.17	0	0	0.07
ENSGALG00000015897	0.03	0.08	0.12	0.05
ENSGALG00000011538	55.64	1.55	2.1	20.36
ENSGALG00000019260	5.78	0	0	2.21
ENSGALG00000004035	0.18	0.3	0.99	6.83
ENSGALG00000006475	15.13	14.81	13.79	19.9
ENSGALG00000014080	0.28	33.51	20.38	0.58
ENSGALG00000022955	153.91	18.17	10.51	15.43
ENSGALG00000009214	30.82	31.55	52.65	15.46
ENSGALG00000018390	3.53	2.54	2.84	34.92
ENSGALG00000003082	2.7	1.47	6.5	1
ENSGALG00000014009	8.08	9.16	5.38	2.83
ENSGALG00000008024	2.25	0.04	0.26	0.14
Locus_127201	0	0	0	1.27
Locus_84450	0	0	0	0.1
ENSGALG00000008341	10.01	11.97	12.54	17.83
Locus_99729	0	0	0	1.18
ENSGALG00000007292	18.11	25.93	21.12	25.14
Locus_118766	0	0.05	0	6.68
ENSGALG00000014221	0.09	0	0.05	0.24
CUFF.159002	0	0	0	0.06
Locus_64171	0.99	0.7	0.98	1.19
ENSGALG00000009452	16.59	14.43	22.23	3.66
Locus_118610	1.24	0	0	0.02
blastnGorilla.Locus_196677	0	0	0	0
ENSGALG00000011814	13.94	27.22	12.9	103.3
Locus_99779	0	0.19	0	1.04
Locus_118717	0	0	0	0.66
blastnMacaque.Locus_140223	0	0	0	0.33
ENSGALG00000008692	42.87	13.43	4.69	103.33
ENSGALG00000012027	120.87	8.53	9.98	28.25
ENSGALG00000019077	13.01	24.01	5.84	12.97
ENSGALG00000001211	3.76	0.4	0.8	2.75
blastnMacaque.Locus_341809	0	0	0	0
ENSGALG00000016341	10.94	0.04	0.01	0.36
ENSGALG00000014074	23.45	7.66	4.07	2.79
ENSGALG00000006043	119.69	108.32	26.69	141.62
ENSGALG00000009845	12.95	0	0	0.03
ENSGALG00000003443	0.16	0.66	1.32	12.25
ENSGALG00000016150	0.7	0.31	0.32	0.35
ENSGALG00000010154	9.61	8.7	9.61	21.79
ENSGALG00000004399	123.12	224.36	56.37	123.32
Locus_19863	0	0	0	0.84
ENSGALG00000001856	1.99	1.67	0.81	2.6
ENSGALG00000021357	1.86	0.77	1.22	59.6
blastnHuman.ENSG00000253837	0	0	0	0
ENSGALG00000007437	27.46	11.97	8.91	35.85
ENSGALG00000001956	9.33	22.64	29.75	4.71
ENSGALG00000004891	0	0	0	0
ENSGALG00000003949	0	0	0	0
ENSGALG00000012025	9.24	35.61	16.76	49.94
Locus_19985	0.36	0.01	0	1.26
blastnHuman.Locus_76848	0	0	0	0
Locus_126867	0	0.07	0	1.12
ENSGALG00000000422	0.24	0.16	0.27	0.1
Locus_19430	2.12	0	0	0.75
ENSGALG00000014561	14.9	87.08	75.35	9.24
ENSGALG00000012149	35.72	37.93	40.63	13.81
Locus_48357	1.2	0.67	0.05	0.39
CUFF.70751	0.03	0.45	0.22	0.17
Locus_5577	0	0	0.12	0.46
Locus_50471	0	0	0	0.65
ENSGALG00000011237	23.31	15.69	18.55	54.54
ENSGALG00000015353	4.46	9.01	3.61	9.78
Locus_107043	0	0	0	2.47
ENSGALG00000003843	0.13	0	0	0
ENSGALG00000000943	25.71	35.99	23.85	140.45
ENSGALG00000011596	42.32	20.58	17.12	25.95
ENSGALG00000024155	0	0	0	0
ENSGALG00000002260	3.56	1.36	7.18	2.69
ENSGALG00000010928	0.34	0.04	0	0.04
ENSGALG00000001697	0.18	0.05	0.01	6.21
ENSGALG00000022471	0	0	0	0
ENSGALG00000012524	43.87	4.11	3.32	0.51
ENSGALG00000016548	69.02	115.73	39.02	116.49
ENSGALG00000023355	0.94	1.51	1.87	1.35
ENSGALG00000016996	378.57	135.87	222.95	55.75
ENSGALG00000004243	0	3.55	7.72	4.47
ENSGALG00000009307	82.43	47	27.22	114.32
ENSGALG00000016438	0.16	0.27	0.37	44.74
ENSGALG00000003512	0.16	206.02	99.59	0.39
ENSGALG00000010957	41.84	55.62	23.41	170.84
ENSGALG00000002169	68.16	45.2	49.21	14.96
blastnGorilla.Locus_292077	0	0	0	0
Locus_104676	1.04	0	0	0.07
ENSGALG00000011181	24.89	37.02	13.69	94.23
ENSGALG00000008116	0.22	0.52	0.44	76.85
ENSGALG00000009813	321.32	90.76	44.14	48.8
ENSGALG00000002578	7.13	5.14	8.2	18.98
ENSGALG00000007050	0	0	0	0
ENSGALG00000015052	32.68	46.29	35.26	11.97
Locus_119235	0	0	0	0.39
ENSGALG00000013188	41.1	23.32	22.23	12.64
Locus_20795	0	0	0	2.41
ENSGALG00000016375	0	0.01	0.02	0.29
ENSGALG00000018729	0	0	0	9.55
ENSGALG00000008537	1.42	13.54	17.8	13.6
ENSGALG00000012913	1.67	21.03	16.41	2.22
ENSGALG00000003236	27.76	0.14	0.28	0
CUFF.230590	0	0	0	0.71
ENSGALG00000023544	3.84	20.8	12.87	53.27
ENSGALG00000010296	27.16	17.72	27.16	35
ENSGALG00000022439	0	0	0	0
ENSGALG00000013191	522.94	159.47	38.23	786.73
ENSGALG00000011616	0.1	2.3	0.56	0
Locus_49629	0	0	0	0.27
ENSGALG00000008072	5.71	23.26	47.23	13.35
ENSGALG00000005070	25.3	23.59	40.19	35.25
ENSGALG00000003749	8.92	30.34	14.62	1.25
ENSGALG00000009396	4.06	11.99	20.46	17.14
ENSGALG00000011728	1.69	0.09	0	0.07
ENSGALG00000016616	7.54	2.25	1.54	0.23
ENSGALG00000017328	1.49	0.98	2.22	1.06
ENSGALG00000005396	0	0	0	0.32
ENSGALG00000008439	0.06	0.59	2.07	0.45
ENSGALG00000002518	0	0	0	0.04
Locus_118346	0	0	0	4.91
ENSGALG00000013222	0.24	0.09	0.04	0.78
ENSGALG00000000551	19.02	19.44	14.79	29.5
ENSGALG00000002301	41.11	79.78	42.27	101.78
ENSGALG00000022570	226	170.56	152.87	141.39
ENSGALG00000003795	162.02	98.31	38.14	270.95
Locus_46500	0	0	0	0.72
ENSGALG00000016905	69.67	0.02	0.04	0.08
ENSGALG00000006402	0.4	1.04	3.53	1.59
ENSGALG00000001156	0	0	0	1.04
Locus_5435	0.16	0.02	0	4.02
Locus_126908	0	0	0	0.86
ENSGALG00000017675	47.59	20.73	48.31	69.39
Locus_21411	1.13	0.13	0	0.24
ENSGALG00000024269	39.28	23.13	34.32	15.77
ENSGALG00000017077	221.9	146.57	32.71	66.12
ENSGALG00000003977	67.43	43.07	36.23	44.17
ENSGALG00000004948	4.64	47	15.5	14.77
ENSGALG00000006440	0	0	0	0.12
ENSGALG00000006363	14.9	15.34	8.27	65.3
ENSGALG00000010042	13.8	18.38	17.32	32.45
Locus_21734	0	0.02	0	8.21
ENSGALG00000010761	14.42	18.3	27.2	36.64
CUFF.124204	0	0	0	61.44
ENSGALG00000009987	0	0	0	0
ENSGALG00000005803	12.9	11.78	7.43	6.05
ENSGALG00000005401	9.23	4.44	1.86	1.12
Locus_18951	0.64	6.66	10.97	1.95
ENSGALG00000017376	12.45	9.22	5.79	24.34
Locus_99750	0.11	0.21	0	0.18
ENSGALG00000017018	13.91	16.7	20.26	11.55
ENSGALG00000023570	0	2.22	12.41	0.06
CUFF.199807	0.73	0	0	1.16
ENSGALG00000004607	26.32	0.27	0.22	0.31
ENSGALG00000015095	1.69	7.16	6.42	0.86
ENSGALG00000005037	3.91	2.42	1.17	123.47
ENSGALG00000019846	0	3.14	17.11	0
ENSGALG00000013862	0.94	0	0	0.04
CUFF.168898	0	0.16	0.1	0.71
ENSGALG00000010649	12.62	9.75	6.32	6.2
Locus_97808	1.84	0.35	1.15	0.6
ENSGALG00000016839	41.11	60.07	21.34	6.38
Locus_50191	0	0	0	6.15
blastnMouse.ENSMUSG00000087356	0	0	0	0
Locus_88366	0	0.1	0.12	3.76
ENSGALG00000010165	0.94	4.1	4.84	49.79
ENSGALG00000006051	0.18	0.8	1.37	19.38
CUFF.141216	0	0	0	0.06
ENSGALG00000013441	2.78	7.29	4.85	15.76
Locus_4680	0	0.36	0.18	0.7
blastnMouse.Locus_52500	0	0	0	0
ENSGALG00000021981	0	0	0	0
ENSGALG00000017119	14.14	11.84	17.98	13.74
blastnXenopus.Locus_98535	0	0	0	1.18
ENSGALG00000005128	28.45	15.09	5.9	107.15
ENSGALG00000023820	0	0.05	0	0
Locus_48758	0.58	0	0	3.45
ENSGALG00000012547	1.19	0.8	0.16	0.72
CUFF.129491	0	0	0	10.87
Locus_50514	0	0	0	1.32
ENSGALG00000003891	6.65	5.87	5.82	11.83
ENSGALG00000000107	0.58	6.1	3.59	0.05
ENSGALG00000021021	122.28	14.61	20.85	5.3
ENSGALG00000006379	2.44	2.03	0.14	0.12
Locus_74376	0.06	0	0	1.95
ENSGALG00000024049	26.56	0.79	2.15	1.63
ENSGALG00000002101	13.9	9.28	14.93	133.23
ENSGALG00000008936	1.97	25.68	35.16	6.8
ENSGALG00000013312	0.17	22.01	2.75	0.11
Locus_47707	0	0	0	0.93
ENSGALG00000005055	17.01	26.58	21.12	28.44
ENSGALG00000000293	0.02	0.04	0	0.1
ENSGALG00000019662	1.06	0.02	0	24.56
ENSGALG00000009222	4.56	11.41	8.53	2.51
Locus_73362	0.52	0.2	0.29	0.6
ENSGALG00000011213	0	0.23	0.24	3.04
CUFF.193459	0.26	0.03	0	0.4
ENSGALG00000001973	39.84	64.65	29.5	135.08
Locus_1326	0	0.14	0.48	0.84
ENSGALG00000004268	47.62	19.56	19.03	13.69
ENSGALG00000022427	0	0	0	0
ENSGALG00000008486	31.73	3.59	5.2	4.53
ENSGALG00000010694	22.42	15.62	13.34	31.21
Locus_74205	0	0	0	1.38
ENSGALG00000020329	11.4	2.57	3.69	1.19
ENSGALG00000024357	0.73	0.93	0.64	0.17
Locus_128034	0.68	0	0.15	0.29
ENSGALG00000015662	0.39	0.44	4.09	12.62
ENSGALG00000014069	0.68	0	0.45	0
ENSGALG00000001526	33.12	47.71	30.54	8.9
ENSGALG00000013397	61.78	48.71	29.28	80.75
ENSGALG00000021112	2.19	10.5	4.23	19.99
ENSGALG00000007908	29.21	45.59	67.11	44.04
ENSGALG00000009616	15.79	22.26	5.42	248.6
ENSGALG00000021190	1.87	30.11	21.65	1.43
Locus_29407	0	0	0	0.39
ENSGALG00000024418	0.32	0.17	0.36	1.12
ENSGALG00000009712	5.89	6.91	9.78	5.51
Locus_48484	0	0	0	0.62
ENSGALG00000005315	44.51	6.78	6.67	2.8
Locus_5546	2.15	0.27	0	0.92
ENSGALG00000007082	13.47	28.07	22.91	198.84
ENSGALG00000007768	0.63	0.76	0.72	60.88
ENSGALG00000010126	0.07	0.44	0.87	0.59
Locus_48871	0.32	1.12	0.92	0.09
Locus_1060	0	0	0	3.04
ENSGALG00000017593	49.05	0	0	0
Locus_66300	0.23	0	0	1.57
ENSGALG00000006200	87.15	37.38	89.48	25.99
CUFF.69942	0.06	0.05	0.03	2.05
ENSGALG00000020078	50.17	124.67	318.12	188.51
ENSGALG00000012778	10.71	12.24	8.14	9.26
ENSGALG00000017524	8.81	4.83	7.58	9.28
ENSGALG00000024192	0	0	0	0
Locus_77521	0.23	0.44	0.06	0.45
ENSGALG00000006097	21.58	13.88	9.56	6.65
ENSGALG00000013400	94.41	86.2	61.24	38
Locus_102564	0	0	0	0.83
ENSGALG00000016415	522.85	42.39	11.41	34.11
CUFF.45295	2.26	0.38	0.47	0.04
blastnPlatypus.Locus_60547	0	0.17	0	0
ENSGALG00000008763	24.8	18.96	4.84	215.3
ENSGALG00000002971	22.78	17.75	9.5	8.05
ENSGALG00000023110	18.4	1.97	4.38	3.42
ENSGALG00000016775	42.47	31.53	355.53	41.93
ENSGALG00000005057	104.45	12.57	9.37	21.56
ENSGALG00000001830	964.8	681.53	378.66	523.45
ENSGALG00000017097	56.78	125.18	37.28	93.81
ENSGALG00000007973	3.03	9.41	8.25	11.61
ENSGALG00000000699	12.13	13.26	9.08	12.2
Locus_118096	0	0	0	1.54
ENSGALG00000013994	0.71	1.78	1.43	1.56
ENSGALG00000001264	19.76	0.33	0.3	2.4
Locus_127746	0	0	0	3.81
Locus_98487	0	0.22	0	0.86
Locus_47268	0	0	0	0.95
ENSGALG00000022716	9.14	16.99	4.75	105.07
ENSGALG00000003406	1.27	3.69	7.79	0.12
ENSGALG00000009690	0.73	1.64	0.33	82.87
ENSGALG00000001567	42.37	11.36	11.75	49.1
ENSGALG00000010362	1.59	0.61	2.39	0.14
Locus_20417	0	0	0	1.46
Locus_88015	0.52	0.3	1.65	0.19
ENSGALG00000005014	4.05	1.06	1.03	0.23
ENSGALG00000014203	7.73	14.34	9.85	2.05
ENSGALG00000015845	3.37	0.04	0.37	0.22
ENSGALG00000022542	4.12	0.42	5.86	1.03
ENSGALG00000015265	27.81	60.9	78.46	18.05
CUFF.16757	0	0	0.05	0.42
blastnHuman.ENSG00000232139	0	0.21	0	0
ENSGALG00000000737	8.01	5.71	9.29	8.03
ENSGALG00000012225	292.73	306.58	298.48	127.61
ENSGALG00000016875	24.07	10.83	4.5	4.32
ENSGALG00000013943	7.61	22.51	11.57	55.94
ENSGALG00000008274	35.58	31.72	12.29	33.03
ENSGALG00000013743	0	0	0	3.87
ENSGALG00000010713	17.07	34.27	7.06	82.99
ENSGALG00000019552	0.11	0.52	0.58	0.23
Locus_80015	0	0.11	0.61	1.56
Locus_47908	0.36	1.86	0.11	0.58
ENSGALG00000013649	23.68	30.1	31.62	32.86
Locus_79978	0	0	0	0.9
ENSGALG00000016699	0.08	0	0	0.18
ENSGALG00000009239	0.96	1.28	1.53	0.18
ENSGALG00000023220	0	0.04	0.41	0.08
CUFF.88432	0	0	0	1.79
ENSGALG00000015386	20.44	2.84	2.6	9.74
ENSGALG00000014984	0	18.12	20.74	1.64
ENSGALG00000015818	8.65	25.66	30.96	20.7
CUFF.83339	0	4.16	0.29	0.11
ENSGALG00000014864	0.38	3.14	5.66	0.77
ENSGALG00000003260	27.37	32.48	11.97	122.49
Locus_5269	0	0.25	0	3.12
Locus_98022	0	0	0.09	0.18
Locus_120939	0	0	0	0.71
ENSGALG00000023362	0	0	0	0
ENSGALG00000009466	26.34	31.18	11.9	31.65
ENSGALG00000008853	19.22	30.97	10.94	32.32
ENSGALG00000008080	227.31	0.11	0.52	2.29
ENSGALG00000022796	0	0	0	4.74
ENSGALG00000005587	386.96	357.1	299.29	517.51
ENSGALG00000009339	31.96	74.43	27.93	18.54
ENSGALG00000006997	0	0.01	0	0
ENSGALG00000021397	394.89	264.2	335.29	208.99
ENSGALG00000006172	35.23	1.54	0.57	8.26
CUFF.30911	0.15	0.24	0.08	3.18
Locus_84420	0	0	0	8.03
ENSGALG00000007681	0.49	0.77	2.44	0.16
ENSGALG00000003303	150.63	29.48	25.35	78.57
ENSGALG00000013766	10.97	1.38	1.26	3.9
Locus_48520	0	0	0	0.57
Locus_28073	0	2.88	0.44	0.85
Locus_46154	0.17	2.07	3.53	0.71
ENSGALG00000009069	0.09	0.05	0.02	6.33
ENSGALG00000022853	3.91	3.38	17.19	6.9
ENSGALG00000022307	0	0	0.05	0
Locus_5670	0	0	0	0.28
ENSGALG00000004369	2.79	2.53	3.26	4.62
Locus_71767	0	0.15	0	0
ENSGALG00000003841	46.19	0.08	0.01	0.93
ENSGALG00000022022	0.21	0.55	3.39	2.39
Locus_98427	0	0.39	0.38	0
CUFF.245198	0.32	94.49	39.75	1.86
CUFF.210058	0	0.07	0.06	0.41
ENSGALG00000015553	47.59	40.89	12.68	42.88
ENSGALG00000001078	0.27	0	0	124.25
Locus_88140	0	0	0	8.3
ENSGALG00000002550	0	0	0	1.09
Locus_20836	1.85	0.12	0	0.45
ENSGALG00000012422	2.48	6.02	6.55	0.22
ENSGALG00000001177	2.94	1.86	9.75	1.06
ENSGALG00000024423	3.02	6.39	0	1.62
Locus_21371	0.05	0.01	0.11	1.48
ENSGALG00000016387	59.01	28.23	18.94	48.35
ENSGALG00000011162	23.64	33.06	20.41	154.02
CUFF.163485	0.05	0.02	0.09	0.72
Locus_5341	0	0.03	0	1.43
Locus_99383	0.18	0	0	0.23
ENSGALG00000010405	2.64	2.18	2.15	2.42
ENSGALG00000020943	0.06	0.05	0	1.6
ENSGALG00000002978	1.41	0.96	0.89	35.25
ENSGALG00000006801	0	0.01	0.1	0.04
ENSGALG00000009828	39.87	146.98	69.75	276.32
ENSGALG00000000086	105.59	24.27	21.15	60.87
ENSGALG00000006206	55.07	62.99	38.88	99.92
ENSGALG00000000719	585.3	535.13	435.32	473.57
Locus_118074	0.24	0.02	0	0.21
ENSGALG00000019620	0.19	0.02	0	86.83
ENSGALG00000009269	19.54	18.55	17.42	37.03
ENSGALG00000011633	0.04	0.68	0.02	6.72
ENSGALG00000004400	20.8	11.19	4.89	191.41
ENSGALG00000004340	0.43	0.01	0.06	0
ENSGALG00000002466	2.33	3.82	2.84	113.35
ENSGALG00000015013	0.18	0.07	0.03	0.53
ENSGALG00000003991	33.43	67.28	43.64	50.37
ENSGALG00000003435	0.12	0.63	2.5	0.5
ENSGALG00000019312	0	0	0.12	0.51
ENSGALG00000000329	198.97	47.83	25.47	19.86
ENSGALG00000022055	0	0	0	0
ENSGALG00000000508	104.36	50.76	78.88	48.4
ENSGALG00000002160	361.09	1380.9	2340.07	157.89
ENSGALG00000002019	1.25	0.04	0.04	1.25
ENSGALG00000023330	8.2	3.59	1.96	23.5
Locus_65498	0.37	0.25	1.03	0
ENSGALG00000004740	162.71	1.76	1.37	10.32
ENSGALG00000001081	0.15	1.98	0.98	6.8
ENSGALG00000017469	3.61	0.56	2.42	0.34
ENSGALG00000010975	7.81	1.82	1.16	5.32
ENSGALG00000012246	110.09	26.48	22.16	60.11
ENSGALG00000007155	7.61	15.9	13.88	12.31
blastnHuman.Locus_127015	0	0	0	0
ENSGALG00000007496	0.09	0.24	0.06	0.56
ENSGALG00000015795	1.21	2.12	2.72	3.33
Locus_20013	0	0	0	2.89
ENSGALG00000000784	28.08	14.75	15.45	41.18
CUFF.73201	0	0.07	0	2.73
Locus_49572	0	0.53	0.09	0.29
ENSGALG00000024481	8.11	14.97	7.97	111.89
Locus_5029	0	0.06	0	2.54
ENSGALG00000014584	0	11.1	7.24	0
ENSGALG00000020630	0.22	6.84	3.84	0.06
ENSGALG00000014812	16.23	0.28	0.23	6.78
ENSGALG00000002727	1.08	3.35	0.54	72.82
ENSGALG00000011706	1.56	7.14	6.43	1.53
ENSGALG00000007530	0.03	0.94	3.1	0.7
Locus_65594	2.03	0.21	1.31	0.05
ENSGALG00000019006	25	7.12	7.62	2.06
Locus_98914	0	0.11	0.27	1.07
ENSGALG00000005713	37.79	2.79	5.5	5.67
CUFF.239888	0	0	0	0.53
ENSGALG00000021193	15.8	38.25	31.94	7.03
ENSGALG00000002500	14.57	7.35	23.14	3.52
Locus_102352	0	0	0	0.64
Locus_21693	0	0	0	1.12
ENSGALG00000009725	218.83	0.14	0.76	5.02
ENSGALG00000016471	3.49	26.03	49.09	5.27
ENSGALG00000006993	12.85	9.72	2.9	16.64
Locus_47170	1.31	0.23	0.19	1.28
ENSGALG00000015120	5.96	12.62	17.55	13.64
Locus_5580	0.31	1.09	0	0
ENSGALG00000002609	363.14	106.88	21.03	200.76
ENSGALG00000008498	0	0.04	0	0.5
ENSGALG00000002398	22.02	40.08	13.2	81.29
ENSGALG00000006530	61.46	48.33	27.02	32.26
ENSGALG00000017202	10.72	13.46	8.44	13.8
ENSGALG00000005929	4.11	14.69	8.42	46.54
ENSGALG00000023120	9.71	19.25	48.97	3.48
Locus_118417	0	1.35	0.81	0.07
Locus_73489	0	0	0	0.94
ENSGALG00000007511	13.77	28.66	48.5	5.02
ENSGALG00000000441	0.08	0.04	0.09	0.09
ENSGALG00000010010	28.37	38.93	11.79	34.03
ENSGALG00000004559	10.38	5.96	4.91	8.52
ENSGALG00000015525	35.64	49.52	28.54	30.33
ENSGALG00000012629	1.88	1.94	2.26	6.4
ENSGALG00000005106	16.79	19.73	12.15	80.86
ENSGALG00000005842	0	0.95	1.98	0.02
CUFF.34704	0	0.01	0	0.39
ENSGALG00000004445	41	0.49	0.52	0.74
ENSGALG00000009256	0.04	0.27	0.55	2.6
ENSGALG00000009558	3.99	2.38	2.97	3.91
ENSGALG00000011849	0	0.02	0	0.04
Locus_21678	0	0.35	1.44	0
Locus_6260	0	0	0	0.73
ENSGALG00000011554	0.15	0.05	0.08	1.41
CUFF.258184	0	0	0	0.18
Locus_47126	0	0	0	0.69
Locus_71107	1.99	0.93	0.5	0.77
ENSGALG00000022373	0.76	1.53	1.54	1.86
ENSGALG00000023541	4.58	4.58	8.84	3.26
ENSGALG00000010786	70.74	0.08	0.08	1.29
ENSGALG00000009091	12.48	19.23	4.6	11.09
ENSGALG00000016010	105.68	86.99	48.71	174.85
ENSGALG00000006464	153.41	56.59	27.68	102.9
ENSGALG00000012652	15.09	15.87	9.57	15.77
ENSGALG00000018947	0	0.34	0.09	0.1
ENSGALG00000006123	6.74	10.88	6.18	16.7
ENSGALG00000018734	2.47	1	6.25	1.06
Locus_98503	0.13	0	0	21.59
ENSGALG00000010426	25.67	35.97	11.43	95.41
ENSGALG00000005295	9.07	5.33	5.14	3.49
ENSGALG00000007704	2.09	2.45	4.11	2.38
ENSGALG00000012731	12.06	6.83	7.83	22.03
Locus_80017	0	0	0	1.26
ENSGALG00000011418	0.29	0.54	2.84	0.03
ENSGALG00000010084	79.38	86.74	23.17	201.37
Locus_18858	0	0	0	0.64
ENSGALG00000010571	26.11	9.84	10.76	13.79
ENSGALG00000006012	38.45	28.85	21.15	24.68
ENSGALG00000001084	0.15	2.62	1.85	1.05
ENSGALG00000012116	20.07	7.37	10.92	18.66
Locus_97741	0	0.01	0	4.57
Locus_1372	0.05	0.12	0.08	5.76
ENSGALG00000008995	1.81	0.07	0.16	0.26
ENSGALG00000011220	34.53	49.45	21.04	2.46
ENSGALG00000024014	0.11	2.6	0.55	1.43
ENSGALG00000023072	33.38	52.18	30.24	144.1
ENSGALG00000014264	2.64	59.73	21.54	41.72
ENSGALG00000024173	8.75	13.18	12.26	45.05
ENSGALG00000006690	2.48	12.08	9.3	21.26
Locus_48318	0	0	0	0.87
ENSGALG00000002877	17.47	39.66	22.8	45.31
ENSGALG00000000151	1.78	1.71	2.1	1.38
ENSGALG00000010861	3.09	6.36	4.83	20.83
ENSGALG00000014730	0.49	9.19	33.2	0.42
ENSGALG00000016597	188.85	0.02	0	256.69
ENSGALG00000024285	0	0.02	0.08	0.13
ENSGALG00000015219	1.98	1.17	0.83	4.47
ENSGALG00000011273	0.66	0.69	0.2	0.48
ENSGALG00000005155	1.54	5.98	7.09	9.66
CUFF.195305	0	0.02	0	1.15
ENSGALG00000004254	8.07	1.57	3.29	5.16
CUFF.119305	0.22	0.13	0.04	0.13
ENSGALG00000011543	22.37	31.07	13.09	55.96
ENSGALG00000008828	65.45	83.19	26.56	92.82
ENSGALG00000011128	60.99	19.88	6.8	40.94
ENSGALG00000016985	0	0	0	2.06
ENSGALG00000007782	0.34	0.14	0.61	1.29
ENSGALG00000007758	27.08	6.14	5.03	5.25
ENSGALG00000000059	10.16	50.86	42.03	95.58
ENSGALG00000002613	10.83	0.29	0.55	0.94
ENSGALG00000009959	54.79	111.62	76.97	62.92
ENSGALG00000020193	0	1.94	1.98	2
ENSGALG00000015497	2.78	1.05	1.5	0.66
ENSGALG00000007795	0.21	0.9	0	0.04
ENSGALG00000016228	0.11	0.17	0.65	0.41
ENSGALG00000009020	10.87	41.17	25.33	5.24
ENSGALG00000000091	5.17	10.45	7.55	6.33
ENSGALG00000000656	1.04	0.09	0.11	78.87
ENSGALG00000004029	37.35	47.92	34.74	20.67
ENSGALG00000022999	0.99	1.63	1.3	7.15
ENSGALG00000011997	175.22	98.22	34	100.43
ENSGALG00000005651	14.28	9.35	9.35	3.68
CUFF.232267	0	0.09	0	1.39
Locus_99092	1.6	0	0	1.32
ENSGALG00000006679	0.21	0.26	0	0
ENSGALG00000000402	0.9	2.73	2.52	25.65
ENSGALG00000006790	1.64	0.66	0.85	15.45
CUFF.110416	0.16	0.12	0.52	0.03
blastnGorilla.Locus_224967	0	0	0	0
ENSGALG00000012549	1.66	2.47	14.78	0.43
ENSGALG00000014892	6.18	7.45	2.76	63.15
ENSGALG00000022470	0	0	0	0
ENSGALG00000010227	57.71	75.19	31.98	117.47
Locus_47531	0	0	0	1.74
ENSGALG00000016885	22.27	10.86	8.1	10.65
ENSGALG00000013781	0.62	0.33	0.01	6.58
ENSGALG00000001611	42.73	0.02	0.03	1.76
ENSGALG00000019885	14.47	28.79	17	15.46
CUFF.197008	0	0	0	0
CUFF.169935	0.12	0	0	0.16
ENSGALG00000001967	33.46	18.44	17.15	42.93
ENSGALG00000009682	0	1.42	0.69	0.18
ENSGALG00000010398	0	0	0	0.69
ENSGALG00000015033	10.67	12.31	8.32	9.61
ENSGALG00000018361	3345.48	300.76	733.35	594.97
ENSGALG00000015711	12.53	12.61	12.13	8.33
ENSGALG00000008211	29.93	54.56	36.75	77.05
ENSGALG00000016468	2.36	7.76	5.19	18.25
ENSGALG00000002442	0	0.01	0	1.37
ENSGALG00000016067	80.06	197.64	111.26	76.49
ENSGALG00000005909	2.07	9.74	21.27	0.44
Locus_48880	0	0	0.04	2.28
CUFF.253260	0	0	0	0.32
CUFF.127881	0	0	0	6.57
Locus_7087	0	0.03	0	1.16
ENSGALG00000015693	45.76	47.5	21.27	25.48
CUFF.236759	0	0	0	1.03
ENSGALG00000002477	38.41	0.69	1.29	5.22
ENSGALG00000005322	2.55	5.85	6.69	15.13
ENSGALG00000013068	72.57	42.2	27.37	94.29
Locus_21836	0.2	0.3	0.41	0.46
ENSGALG00000004974	2.07	0.97	1.56	24.82
ENSGALG00000007388	27.13	0.01	0.23	0.31
CUFF.102844	0	0	0	0.24
ENSGALG00000013491	11.53	12.83	16.5	4.3
CUFF.183698	0.17	0.11	0	0.21
Locus_84395	1.26	0	0	0
ENSGALG00000004427	0	0	0	0.04
Locus_73453	0	0	0	1.2
ENSGALG00000008493	10.58	14.75	21.53	11.77
ENSGALG00000008257	2.6	17.42	35.48	2.43
ENSGALG00000006327	7.21	17.57	18.99	6.85
CUFF.143325	0	0.36	0	0.05
ENSGALG00000016202	0.46	0.52	0.2	20.01
ENSGALG00000007811	0	0.09	0	0.04
Locus_48163	0	0.12	0.15	0.35
CUFF.95433	0	0	0	0.89
ENSGALG00000004215	16.39	12.1	30.82	30.52
ENSGALG00000004525	0	0.05	0.04	0.24
