Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Gene ID	Associated Gene Name
1	6092756	6155405	ENSPTRG00000000075	CHD5
Y	10815967	10816115	ENSPTRG00000040735	
Y	10852304	10865897	ENSPTRG00000039391	
8	16328671	16353213	ENSPTRG00000020040	ATP6V1B2
GL391863.1	15852	21251	ENSPTRG00000034335	TRIM
Y	12115471	12127997	ENSPTRG00000028850	
11	278709	294961	ENSPTRG00000003106	PSMD13
Y	12587744	12593658	ENSPTRG00000028847	BPY2
5	27172196	27254356	ENSPTRG00000017064	TMEM161B
Y	12716790	12774096	ENSPTRG00000022519	DAZ
11	319558	327424	ENSPTRG00000003107	NLRP6
AACZ03177729.1	1720	2663	ENSPTRG00000022388	
7	11180462	11262745	ENSPTRG00000018941	SCIN
11	341511	342855	ENSPTRG00000028772	IFITM5
8	16388249	16390649	ENSPTRG00000042132	LZTS1
11	351925	353346	ENSPTRG00000003110	IFITM2
8	17868719	17982474	ENSPTRG00000020042	GFRA2
11	357603	359016	ENSPTRG00000003111	IFITM1
11	364048	365429	ENSPTRG00000003112	IFITM3
8	18104230	18109492	ENSPTRG00000020043	DOK2
11	412958	424112	ENSPTRG00000003113	B4GALNT4
5	28043331	28066792	ENSPTRG00000017063	CCNH
11	433167	437787	ENSPTRG00000003115	SIGIRR
8	18115691	18200558	ENSPTRG00000020044	XPO7
13	18551154	18557776	ENSPTRG00000031254	
7	11291024	11294668	ENSPTRG00000018942	ARL4A
13	18693920	18702228	ENSPTRG00000012467	
7	12486844	12585513	ENSPTRG00000018943	ETV1
1	6172642	6188002	ENSPTRG00000000076	RPL22
13	18705925	18707930	ENSPTRG00000005670	
1	6194520	6208829	ENSPTRG00000000078	RNF207
13	18946538	19022057	ENSPTRG00000005671	TPTE2
5	28064438	28189230	ENSPTRG00000017062	RASA1
11	447729	471149	ENSPTRG00000041973	ANO9
11	480195	523817	ENSPTRG00000003117	PTDSS2
1	6208731	6223597	ENSPTRG00000000079	ICMT
11	528367	540489	ENSPTRG00000003118	RNH1
1	6233067	6234683	ENSPTRG00000000081	HES3
1	6236526	6250177	ENSPTRG00000000082	GPR153
1	6254146	6375457	ENSPTRG00000000084	ACOT7
8	18219136	18231184	ENSPTRG00000020045	NPM2
Y	12794722	12843422	ENSPTRG00000023120	DAZ
7	12740886	13434119	ENSPTRG00000018944	DGKB
AACZ03171938.1	147	773	ENSPTRG00000023122	F379
Y	13617433	13619540	ENSPTRG00000041763	
Y	13756200	13758307	ENSPTRG00000041716	
Y	14928112	14928201	ENSPTRG00000041052	
Y	15016281	15028464	ENSPTRG00000039529	
8	18237600	18243036	ENSPTRG00000020046	FGF17
Y	15040138	15042690	ENSPTRG00000041720	TSPY
8	18250864	18276473	ENSPTRG00000020047	DMTN
Y	16212035	16219801	ENSPTRG00000041899	
13	19147945	19186819	ENSPTRG00000024080	MPHOSPH8
Y	16245290	16253056	ENSPTRG00000040807	
1	6404357	6411077	ENSPTRG00000000085	HES2
Y	16377069	16378949	ENSPTRG00000042336	
Y	16752826	16764989	ENSPTRG00000042266	
1	6454499	6457642	ENSPTRG00000034540	TNFRSF25
13	19217850	19297574	ENSPTRG00000005677	PSPC1
Y	16887074	16890175	ENSPTRG00000039167	
Y	17324247	17349736	ENSPTRG00000022505	RPS4Y2
5	28230214	28251195	ENSPTRG00000040418	
5	28860922	28863736	ENSPTRG00000026567	COX7C
13	19340892	19382193	ENSPTRG00000005679	ZMYM5
Y	17512301	17529731	ENSPTRG00000022504	EIF1AY
5	29170518	29191109	ENSPTRG00000001027	
1	6460090	6514191	ENSPTRG00000000088	PLEKHG5
8	18283733	18298789	ENSPTRG00000020048	FAM160B2
Y	18074789	18113958	ENSPTRG00000022503	KDM5D
13	19479514	19613221	ENSPTRG00000005680	ZMYM2
8	18301280	18303827	ENSPTRG00000020049	NUDT18
5	31008301	31457237	ENSPTRG00000017057	EDIL3
8	18308794	18325935	ENSPTRG00000020050	HR
7	13792728	14146912	ENSPTRG00000018945	AGMO
11	565939	567626	ENSPTRG00000034469	HRAS
5	31681798	31765514	ENSPTRG00000017056	HAPLN1
7	14196296	14271836	ENSPTRG00000018946	MEOX2
7	14674543	14675036	ENSPTRG00000041209	
11	572512	584954	ENSPTRG00000003120	LRRC56
7	14677086	15005518	ENSPTRG00000034402	ISPD
11	585593	631200	ENSPTRG00000003121	LMNTD2
5	31822651	31933351	ENSPTRG00000017055	VCAN
8	18333017	18336931	ENSPTRG00000020051	REEP4
21	3977537	4034817	ENSPTRG00000013795	CXADR
1	9063735	9095705	ENSPTRG00000000112	SLC2A5
5	35507978	35522497	ENSPTRG00000041849	MTX3
11	1847773	1854894	ENSPTRG00000003161	TNNI2
8	18566748	18622361	ENSPTRG00000020058	SLC39A14
13	21189060	21391835	ENSPTRG00000005698	FGF9
11	1930662	1946833	ENSPTRG00000003166	TNNT3
5	35710882	35818757	ENSPTRG00000023686	CMYA5
13	22718688	22866205	ENSPTRG00000005701	SGCG
21	4058665	4077971	ENSPTRG00000013797	BTG3
8	18641769	18744076	ENSPTRG00000020059	PPP3CC
7	18304781	18318389	ENSPTRG00000018962	TWISTNB
7	18328645	18382316	ENSPTRG00000018963	TMEM196
1	9128645	9136466	ENSPTRG00000030841	GPR157
13	22871189	22916167	ENSPTRG00000005703	SACS
1	9327287	9358047	ENSPTRG00000000113	H6PD
21	4255057	4284890	ENSPTRG00000013798	C21ORF91
13	23118163	23213821	ENSPTRG00000005704	TNFRSF19
7	18764875	18841304	ENSPTRG00000018964	MACC1
1	9384368	9462944	ENSPTRG00000000114	SPSB1
21	4710686	4733330	ENSPTRG00000013799	CHODL
5	35822036	35899661	ENSPTRG00000017028	PAPD4
1	9633193	9678726	ENSPTRG00000000115	SLC25A33
8	18754666	18778437	ENSPTRG00000020061	SORBS3
7	18957558	19041994	ENSPTRG00000018965	ITGB8
21	4735055	4869207	ENSPTRG00000013800	TMPRSS15
GL393546.1	55231	79823	ENSPTRG00000006073	UPF3A
1	9760364	9838974	ENSPTRG00000000120	PIK3CD
13	23271393	23437732	ENSPTRG00000005705	MIPEP
GL393546.1	88496	101655	ENSPTRG00000023033	ZNF828
21	7434730	7976005	ENSPTRG00000013803	NCAM2
5	36001044	36143801	ENSPTRG00000017026	HOMER1
7	19236989	19367621	ENSPTRG00000018966	ABCB5
8	18781694	18798624	ENSPTRG00000020062	PDLIM2
21	11773827	11795880	ENSPTRG00000013807	MRPL39
GL393542.1	28237	31236	ENSPTRG00000041236	
13	23439828	23445658	ENSPTRG00000031238	C1QTNF9
GL393542.1	64776	66196	ENSPTRG00000041014	
5	36194230	36292724	ENSPTRG00000017025	JMY
13	23439964	23440586	ENSPTRG00000031237	
13	23712830	23861951	ENSPTRG00000032583	SPATA13
AACZ03153057.1	212	760	ENSPTRG00000030979	
22	15566319	15689077	ENSPTRG00000014030	XKR3
5	36399171	36419586	ENSPTRG00000017023	BHMT
22	15610242	15633008	ENSPTRG00000028817	
8	18803291	18819567	ENSPTRG00000020065	CCAR2
22	15770655	15771849	ENSPTRG00000040561	
11	1981434	1987239	ENSPTRG00000033746	MRPL23
22	15819537	15867960	ENSPTRG00000033940	GAB4
11	2160636	2170240	ENSPTRG00000034203	IGF2
21	11827729	11903603	ENSPTRG00000013808	JAM2
22	15945066	15970426	ENSPTRG00000014033	IL17RA
11	2170461	2179592	ENSPTRG00000003171	
5	36441333	36460023	ENSPTRG00000017022	BHMT2
13	23864383	23877564	ENSPTRG00000005710	C1QTNF9B
11	2191340	2192702	ENSPTRG00000003172	INS
7	19394225	19398856	ENSPTRG00000018968	SP8
11	2195641	2202419	ENSPTRG00000003173	TH
7	20048060	20134863	ENSPTRG00000018970	SP4
1	9761249	9763237	ENSPTRG00000000119	
13	23973702	24066958	ENSPTRG00000005711	PARP4
1	9840417	9936887	ENSPTRG00000000121	CLSTN1
11	2295756	2298208	ENSPTRG00000003174	ASCL2
5	36460161	36531953	ENSPTRG00000017020	DMGDH
7	20523074	20568610	ENSPTRG00000018975	CDCA7L
21	11913169	11923650	ENSPTRG00000013809	ATP5J
11	2326468	2329263	ENSPTRG00000003175	C11orf21
7	20743954	20984549	ENSPTRG00000018976	RAPGEF5
11	2411254	2419084	ENSPTRG00000003177	CD81
16	37424	44237	ENSPTRG00000007525	POLR3K
22	15979992	15981940	ENSPTRG00000029528	CECR6
22	15982743	15991268	ENSPTRG00000042089	
16	43638	48053	ENSPTRG00000007526	SNRNP25
21	11923713	11961472	ENSPTRG00000013810	GABPA
22	15998323	16019438	ENSPTRG00000014034	CECR5
11	2422448	2425799	ENSPTRG00000003178	TSSC4
16	48673	63212	ENSPTRG00000007527	RHBDF1
11	2426896	2443743	ENSPTRG00000003179	TRPM5
8	18813300	18813647	ENSPTRG00000039127	
8	18819541	18868276	ENSPTRG00000020066	BIN3
5	36543757	36750266	ENSPTRG00000017019	ARSB
7	21347129	21351988	ENSPTRG00000018979	IL6
13	24208855	24241709	ENSPTRG00000005712	ATP12A
7	21434675	21444514	ENSPTRG00000018980	TOMM7
21	12069962	12355129	ENSPTRG00000013811	APP
5	37028813	37049873	ENSPTRG00000017018	LHFPL2
5	37247076	37542346	ENSPTRG00000017015	AP3B1
7	21576403	21647803	ENSPTRG00000018981	FAM126A
16	70830	77270	ENSPTRG00000007528	MPG
22	16041198	16080355	ENSPTRG00000014036	CECR1
1	9964958	9987261	ENSPTRG00000000122	CTNNBIP1
7	21726117	21795814	ENSPTRG00000018982	KLHL7
16	77903	130812	ENSPTRG00000007529	NPRL3
1	10049166	10062417	ENSPTRG00000000123	LZIC
22	16355256	16436196	ENSPTRG00000014037	CECR2
11	2909208	2910060	ENSPTRG00000003182	
8	18887727	18912588	ENSPTRG00000020067	EGR3
11	2913912	2930460	ENSPTRG00000039042	
8	18915244	19132654	ENSPTRG00000020068	PEBP4
11	2929860	2953478	ENSPTRG00000003184	SLC22A18
11	2957037	2958189	ENSPTRG00000003185	PHLDA2
11	2974643	3022685	ENSPTRG00000028747	NAP1L4
13	24297215	24414905	ENSPTRG00000005713	RNF17
8	19193346	19226991	ENSPTRG00000020069	RHOBTB2
1	10095850	10103338	ENSPTRG00000000124	NMNAT1
1	10118986	10138285	ENSPTRG00000000125	RBP7
16	145778	147641	ENSPTRG00000007530	
16	155968	158329	ENSPTRG00000031328	
1	10155348	10307397	ENSPTRG00000000126	UBE4B
16	159112	159909	ENSPTRG00000031327	HBM
16	162336	162758	ENSPTRG00000040297	
8	19226936	19276048	ENSPTRG00000020070	TNFRSF10B
16	179480	220872	ENSPTRG00000007533	LUC7L
5	37769875	37855023	ENSPTRG00000017013	TBCA
X	1510123	1542378	ENSPTRG00000021620	ASMTL
11	3033158	3089961	ENSPTRG00000003188	CARS
5	37908767	37918766	ENSPTRG00000017012	OTP
22	16444803	16475621	ENSPTRG00000014038	SLC25A18
5	38050494	38104346	ENSPTRG00000017011	WDR41
X	2664885	2728376	ENSPTRG00000023871	XG
7	21791551	21815324	ENSPTRG00000032585	
7	21802233	21821470	ENSPTRG00000018983	NUPL2
16	242956	261570	ENSPTRG00000007535	
22	16523251	16619253	ENSPTRG00000014040	BCL2L13
8	19310562	19325118	ENSPTRG00000020072	TNFRSF10C
13	24417276	24458471	ENSPTRG00000005715	CENPJ
7	21868013	21896383	ENSPTRG00000018984	GPNMB
21	12650527	12757814	ENSPTRG00000013812	CYYR1
22	16625830	16666305	ENSPTRG00000014041	BID
X	2765304	2793714	ENSPTRG00000021625	GYG2
16	264860	279646	ENSPTRG00000031322	ARHGDIG
AACZ03189114.1	1615	2082	ENSPTRG00000040950	
8	19343860	19423808	ENSPTRG00000020073	TNFRSF10D
5	38109589	38225990	ENSPTRG00000017010	PDE8B
X	2912221	2939496	ENSPTRG00000021630	ARSH
21	13015881	13025005	ENSPTRG00000013813	ADAMTS1
16	265844	272474	ENSPTRG00000007536	RGS11
X	3533859	3620617	ENSPTRG00000022476	
X	3731765	3757708	ENSPTRG00000040538	
X	5720010	6060698	ENSPTRG00000021635	NLGN4X
8	19355625	19391373	ENSPTRG00000031023	
5	38476326	38509036	ENSPTRG00000017008	AGGF1
8	19451439	19486459	ENSPTRG00000020074	TNFRSF10A
21	13097581	13146959	ENSPTRG00000013814	ADAMTS5
22	16777438	16798446	ENSPTRG00000014044	MICAL3
22	16976127	16986421	ENSPTRG00000014046	PEX26
16	284691	348719	ENSPTRG00000007537	AXIN1
X	6358884	6359577	ENSPTRG00000028321	
21	15051771	15060954	ENSPTRG00000013817	N6AMT1
16	371140	400414	ENSPTRG00000007541	NME4
X	7008918	7146125	ENSPTRG00000021640	STS
16	375639	508619	ENSPTRG00000007540	TMEM8A
8	19508242	19525677	ENSPTRG00000020075	CHMP7
5	38567844	38585428	ENSPTRG00000017007	CRHBP
7	21920885	21933324	ENSPTRG00000018985	MALSU1
21	15103543	15168416	ENSPTRG00000013819	LTN1
7	21931782	22085037	ENSPTRG00000018986	IGF2BP3
16	401495	412252	ENSPTRG00000007542	DECR2
1	10329196	10428159	ENSPTRG00000000127	KIF1B
X	7735618	7763582	ENSPTRG00000021641	PNPLA4
13	24710847	24714050	ENSPTRG00000005717	AMER2
22	17011294	17032481	ENSPTRG00000014047	TUBA8
13	24789487	24832698	ENSPTRG00000005718	MTMR6
5	38660079	38662607	ENSPTRG00000017006	S100Z
8	19550734	19558959	ENSPTRG00000020076	R3HCC1
X	8015005	8015617	ENSPTRG00000028792	VCX2
22	17058276	17077999	ENSPTRG00000014048	USP18
X	8312913	8313606	ENSPTRG00000021637	
5	38706525	38720462	ENSPTRG00000017005	F2RL1
5	38810293	38829702	ENSPTRG00000017004	F2R
X	8412710	8625749	ENSPTRG00000021645	KAL1
5	38837597	39145604	ENSPTRG00000017002	IQGAP2
16	424511	525118	ENSPTRG00000007543	RAB11FIP3
AACZ03174741.1	2037	2367	ENSPTRG00000039298	
GL391076.1	57956	78698	ENSPTRG00000029588	ZNF658
GL392925.1	3930	5396	ENSPTRG00000011272	
7	22122700	22151767	ENSPTRG00000018988	TRA2A
3	250450	459859	ENSPTRG00000014558	CHL1
22	17085374	17293580	ENSPTRG00000029512	
16	524498	717415	ENSPTRG00000007558	FAM173A
22	17313337	17319160	ENSPTRG00000014049	
1	10519739	10540344	ENSPTRG00000041336	PGD
16	560929	562945	ENSPTRG00000007544	PRR35
16	571564	581249	ENSPTRG00000007545	PIGQ
13	24846654	24887882	ENSPTRG00000005719	NUPL1
11	3237371	3238737	ENSPTRG00000028745	MRGPRG
11	3330478	3332484	ENSPTRG00000003194	ZNF195
8	19694955	19720719	ENSPTRG00000020078	ENTPD4
11	3534083	3537818	ENSPTRG00000003197	ART5
1	10550732	10563462	ENSPTRG00000000130	APITD1
X	8912418	8919922	ENSPTRG00000021649	FAM9B
7	22217083	22261829	ENSPTRG00000018989	CCDC126
16	588880	626746	ENSPTRG00000007546	RAB40C
11	3539817	3555937	ENSPTRG00000003198	ART1
7	22296408	22318917	ENSPTRG00000018990	FAM221A
21	15181232	15195124	ENSPTRG00000013820	RWDD2B
X	9978822	10059186	ENSPTRG00000021653	WWC3
1	10571022	10572815	ENSPTRG00000038951	CORT
22	17439603	17527662	ENSPTRG00000014053	DGCR2
1	10582675	10595144	ENSPTRG00000000131	DFFA
11	3557110	3563293	ENSPTRG00000003199	CHRNA10
8	19791393	19835511	ENSPTRG00000020079	SLC25A37
21	15200437	15232124	ENSPTRG00000013821	USP16
11	3568016	3695282	ENSPTRG00000003200	NUP98
GL392644.1	10562	12896	ENSPTRG00000041839	
16	628532	630552	ENSPTRG00000007547	C16orf13
8	19943001	19945404	ENSPTRG00000020081	NKX3-1
1	10597579	10757461	ENSPTRG00000000132	PEX14
13	24918459	25571779	ENSPTRG00000005721	ATP8A2
7	22326494	22450935	ENSPTRG00000018991	STK31
8	19963634	19967769	ENSPTRG00000020082	NKX2-6
8	20105745	20119095	ENSPTRG00000020083	STC1
5	38921922	38929847	ENSPTRG00000017003	F2RL2
3	1125699	1125891	ENSPTRG00000039174	
X	10101830	10149094	ENSPTRG00000021655	CLCN4
5	39194973	39463846	ENSPTRG00000017000	SV2C
16	634409	641025	ENSPTRG00000007548	FAM195A
3	1125987	1448501	ENSPTRG00000014560	CNTN6
8	20568177	20630341	ENSPTRG00000020084	ADAM28
X	10364842	10488206	ENSPTRG00000021656	MID1
16	645118	660914	ENSPTRG00000007549	WDR90
GL392646.1	120887	128930	ENSPTRG00000041445	
1	10765649	10823185	ENSPTRG00000000133	CASZ1
5	39835906	39881167	ENSPTRG00000016999	POC5
11	3695403	3723808	ENSPTRG00000003202	PGAP2
X	11036288	11046413	ENSPTRG00000021657	HCCS
22	17535610	17549886	ENSPTRG00000014055	TSSK2
X	11063433	11592903	ENSPTRG00000021658	ARHGAP6
16	661171	668081	ENSPTRG00000007551	RHOT2
3	2632316	3128117	ENSPTRG00000014562	CNTN4
1	11081161	11116924	ENSPTRG00000000134	C1orf127
21	15270050	15356828	ENSPTRG00000013823	MAP3K7CL
11	3725065	3726175	ENSPTRG00000028742	RHOG
8	20659634	20681297	ENSPTRG00000020085	ADAMDEC1
21	15482480	15530667	ENSPTRG00000013824	BACH1
1	11144924	11157855	ENSPTRG00000000136	TARDBP
5	39884214	39932514	ENSPTRG00000016998	ANKDD1B
11	3754370	3991325	ENSPTRG00000003204	STIM1
7	22900165	22907847	ENSPTRG00000018992	NPY
21	15738198	16097984	ENSPTRG00000013825	GRIK1
5	39952917	40042489	ENSPTRG00000016997	POLK
3	3141518	3182171	ENSPTRG00000014563	IL5RA
7	23188012	23302127	ENSPTRG00000018993	MPP6
21	16374488	16376517	ENSPTRG00000013829	CLDN8
AACZ03174755.1	506	953	ENSPTRG00000034038	
21	16576559	16577122	ENSPTRG00000031453	
21	16625080	16625336	ENSPTRG00000013835	
X	11142928	11155582	ENSPTRG00000041256	
21	16638473	16638693	ENSPTRG00000038649	
1	11158885	11178561	ENSPTRG00000000137	MASP2
11	3992809	4036075	ENSPTRG00000003207	RRM1
16	670248	672375	ENSPTRG00000007552	RHBDL1
AACZ03149418.1	1080	7992	ENSPTRG00000042483	
21	16694711	16694992	ENSPTRG00000031451	KRTAP6-3
21	16716757	16720580	ENSPTRG00000013839	
21	16849993	16850561	ENSPTRG00000031446	
X	11221196	11234337	ENSPTRG00000021659	AMELX
21	16858482	16858751	ENSPTRG00000013842	
21	17222925	17664063	ENSPTRG00000013846	TIAM1
X	11687560	11705562	ENSPTRG00000021662	MSL3
7	23312575	23371808	ENSPTRG00000018994	DFNA5
16	674621	677249	ENSPTRG00000007553	STUB1
8	20716285	20785174	ENSPTRG00000020086	ADAM7
22	17581487	17584713	ENSPTRG00000014057	SLC25A1
1	11186716	11192197	ENSPTRG00000000138	SRM
3	3199137	3220240	ENSPTRG00000014564	TRNT1
22	17585417	17699825	ENSPTRG00000014058	CLTCL1
16	679632	684150	ENSPTRG00000007554	WDR24
5	40042477	40182127	ENSPTRG00000016996	COL4A3BP
7	23410757	23596250	ENSPTRG00000018995	OSBPL3
X	12066341	12648217	ENSPTRG00000021663	FRMPD4
13	25418801	25432103	ENSPTRG00000033976	
3	3220859	3251176	ENSPTRG00000014565	CRBN
1	11198864	11235088	ENSPTRG00000000140	EXOSC10
13	25598305	25602921	ENSPTRG00000005722	SHISA2
16	687990	691835	ENSPTRG00000007555	FBXL16
13	25765381	25774992	ENSPTRG00000005723	RNF6
11	4186596	4195390	ENSPTRG00000003212	TRIM21
11	4300201	4301230	ENSPTRG00000003216	
16	709970	712279	ENSPTRG00000007557	METRN
21	17768269	17776214	ENSPTRG00000013847	SOD1
11	4346525	4352902	ENSPTRG00000003217	C11orf40
13	25807163	25957961	ENSPTRG00000005724	CDK8
16	722545	724511	ENSPTRG00000007560	HAGHL
11	4368897	4370103	ENSPTRG00000041382	OR52I1
11	4373766	4383296	ENSPTRG00000003219	TRIM68
X	12737970	12762841	ENSPTRG00000021665	PRPS2
16	725114	737013	ENSPTRG00000007561	NARFL
3	3913954	4554478	ENSPTRG00000014568	SUMF1
21	17778281	17840129	ENSPTRG00000013848	SCAF4
X	12846780	12863780	ENSPTRG00000021667	TLR8
X	12899779	12902034	ENSPTRG00000028317	
11	4418044	4428532	ENSPTRG00000003220	OR51E1
11	4454868	4472998	ENSPTRG00000028737	OR51E2
11	4465905	4467314	ENSPTRG00000022836	
11	4543946	4545210	ENSPTRG00000028736	
11	4625049	4626019	ENSPTRG00000003226	
11	4636426	4637332	ENSPTRG00000003227	
11	4666350	4667365	ENSPTRG00000023556	
11	4683981	4719047	ENSPTRG00000003229	OR51A7
X	12961903	12971073	ENSPTRG00000021668	FAM9C
3	4580577	4939677	ENSPTRG00000014570	ITPR1
5	40191119	40214994	ENSPTRG00000016994	HMGCR
13	26109659	26245168	ENSPTRG00000005725	WASF3
11	4691337	4692281	ENSPTRG00000003230	
11	4761460	4765697	ENSPTRG00000003232	MMP26
X	13251386	13252912	ENSPTRG00000028316	ATXN3L
16	761028	767442	ENSPTRG00000007563	MSLN
X	13510162	13577801	ENSPTRG00000023831	EGFL6
11	4894623	4895536	ENSPTRG00000028732	
11	4976444	4978050	ENSPTRG00000040047	HBB
13	26310220	26315745	ENSPTRG00000005726	GPR12
13	26627662	26734449	ENSPTRG00000005727	USP12
11	4983807	4985604	ENSPTRG00000003238	HBD
11	4999257	5006582	ENSPTRG00000028731	HBG2
13	26826181	26828927	ENSPTRG00000005728	RPL21
GL392361.1	13083	39524	ENSPTRG00000007779	GSPT1
7	23730123	23732601	ENSPTRG00000018996	CYCS
7	23748303	23793890	ENSPTRG00000018997	C7ORF31
1	11242102	11395486	ENSPTRG00000000142	MTOR
AACZ03169306.1	47	2289	ENSPTRG00000004697	
GL392506.1	218272	218614	ENSPTRG00000031087	
GL390711.1	9810	18948	ENSPTRG00000028441	
13	26842728	26845679	ENSPTRG00000005729	RASL11A
5	40323820	40498023	ENSPTRG00000016993	ANKRD31
13	26998843	27009998	ENSPTRG00000005730	GTF3A
GL392882.1	1147	5776	ENSPTRG00000031470	LSM4
GL392890.1	113491	152688	ENSPTRG00000019222	ZNF254
GL389368.1	193211	193692	ENSPTRG00000039647	
11	5020122	5021919	ENSPTRG00000022526	HBE1
16	768091	780831	ENSPTRG00000007564	MSLNL
GL389368.1	246128	246572	ENSPTRG00000029253	IGKV1-27
GL389368.1	277428	278205	ENSPTRG00000038680	
11	5078424	5108855	ENSPTRG00000003245	OR51B6
7	23824637	23828551	ENSPTRG00000018998	NPVF
GL391063.1	3635	4936	ENSPTRG00000021582	PTGDS
GL389368.1	300476	300920	ENSPTRG00000029985	
GL389368.1	351972	352440	ENSPTRG00000031391	
11	5174406	5175359	ENSPTRG00000003247	
11	5201980	5242784	ENSPTRG00000003249	OR51I1
7	24744628	24778417	ENSPTRG00000019000	NFE2L3
X	13633139	13653737	ENSPTRG00000021673	RAB9A
11	5278801	5280771	ENSPTRG00000028729	UBQLN3
X	13658158	13677630	ENSPTRG00000021674	TRAPPC2
21	17982499	18112350	ENSPTRG00000013849	HUNK
16	783837	787325	ENSPTRG00000007565	RPUSD1
5	40707125	40797487	ENSPTRG00000016991	FAM169A
7	24782121	24792856	ENSPTRG00000019002	HNRNPA2B1
11	5286231	5287658	ENSPTRG00000042362	UBQLNL
11	5356245	5357251	ENSPTRG00000003256	
11	5372087	5386668	ENSPTRG00000003257	TRIM6
X	13677798	13713048	ENSPTRG00000021675	OFD1
22	17738824	17840706	ENSPTRG00000014060	HIRA
21	18376271	18387087	ENSPTRG00000013850	MIS18A
16	799232	799663	ENSPTRG00000039101	GNG13
16	806016	814396	ENSPTRG00000007568	PRR25
13	27009937	27016587	ENSPTRG00000005732	MTIF3
16	856705	976443	ENSPTRG00000007569	LMF1
21	18406988	18420458	ENSPTRG00000013851	MRAP
5	40798152	40807780	ENSPTRG00000016990	NSA2
13	27129834	27206647	ENSPTRG00000005733	LNX2
21	18419194	18500985	ENSPTRG00000013852	C21ORF108
1	11326222	11332870	ENSPTRG00000000143	ANGPTL7
5	40807841	40853663	ENSPTRG00000016989	GFM2
13	27208527	27209996	ENSPTRG00000005734	POLR1D
11	5400888	5421381	ENSPTRG00000040665	TRIM34
13	27387429	27388739	ENSPTRG00000005735	GSX1
13	27511591	27516801	ENSPTRG00000005736	PDX1
1	11410008	11432128	ENSPTRG00000000144	UBIAD1
13	27554926	27560872	ENSPTRG00000005738	CDX2
7	24793766	24805597	ENSPTRG00000019003	CBX3
13	27570045	27581073	ENSPTRG00000005739	URAD
1	11646164	11680234	ENSPTRG00000000145	PTCHD2
13	27595420	27692994	ENSPTRG00000005740	FLT3
16	987104	991897	ENSPTRG00000007570	SOX8
16	1164521	1234850	ENSPTRG00000007580	
11	5440246	5462673	ENSPTRG00000003258	TRIM5
7	24946949	24964259	ENSPTRG00000019004	SNX10
21	18520509	18622890	ENSPTRG00000013854	FAM176C
1	11792487	11798712	ENSPTRG00000000146	FBXO2
GL392798.1	2697	77033	ENSPTRG00000023368	
1	11798940	11806690	ENSPTRG00000000147	FBXO44
11	5466797	5488544	ENSPTRG00000003259	TRIM22
Y	20811697	20812434	ENSPTRG00000040695	
Y	21261714	21263627	ENSPTRG00000022491	TMSB4Y
7	25125514	25128303	ENSPTRG00000019006	
Y	21572528	21573311	ENSPTRG00000028322	
7	25227510	25236813	ENSPTRG00000039177	
16	1241005	1243664	ENSPTRG00000023010	TPSB2
Y	21659699	21660482	ENSPTRG00000021644	
7	25256898	25453379	ENSPTRG00000019007	SKAP2
21	18683479	18693831	ENSPTRG00000013856	TCP10L
1	11808486	11820159	ENSPTRG00000000148	FBXO6
22	17840912	17845077	ENSPTRG00000014061	MRPL40
Y	22939815	23141181	ENSPTRG00000022494	NLGN4Y
GL392798.1	280258	293954	ENSPTRG00000009900	ANKRD30BL
5	40853586	40890614	ENSPTRG00000016988	HEXB
16	1256453	1258072	ENSPTRG00000007584	
1	11820290	11826344	ENSPTRG00000000149	MAD2L2
22	17853268	17856765	ENSPTRG00000014062	C22orf39
Y	24791784	24822079	ENSPTRG00000042614	
16	1276911	1278572	ENSPTRG00000007582	
22	17889643	17930994	ENSPTRG00000014064	CDC45
16	1331459	1347530	ENSPTRG00000007587	UBE2I
Y	25135734	25238580	ENSPTRG00000038881	PRKX
11	5557539	5558515	ENSPTRG00000003263	
21	18710290	18722388	ENSPTRG00000013857	C21ORF59
11	5623414	5624410	ENSPTRG00000028728	OR52E6
1	11838822	11867746	ENSPTRG00000000150	DRAXIN
11	5911279	5912145	ENSPTRG00000003277	
11	5952165	5953140	ENSPTRG00000041156	
11	5990142	5995742	ENSPTRG00000003280	C11orf42
11	5996114	6018599	ENSPTRG00000003281	FAM160A2
Y	25417875	25607155	ENSPTRG00000022475	TBL1Y
X	13716573	13762254	ENSPTRG00000021676	GPM6B
1	11883267	11897924	ENSPTRG00000000151	AGTRAP
7	25681797	25684710	ENSPTRG00000019010	HOXA1
13	27734811	27893458	ENSPTRG00000005742	PAN3
7	25689168	25691582	ENSPTRG00000019011	HOXA2
7	25695001	25715848	ENSPTRG00000019012	HOXA3
21	18731598	18829799	ENSPTRG00000023787	SYNJ1
7	25717332	25719605	ENSPTRG00000023597	HOXA4
X	13952380	13975556	ENSPTRG00000021677	GEMIN8
7	25729860	25732475	ENSPTRG00000019015	HOXA5
7	25734376	25736571	ENSPTRG00000039535	HOXA6
11	6023019	6028407	ENSPTRG00000003282	CNGA4
7	25742587	25745517	ENSPTRG00000019017	HOXA7
7	25751279	25804111	ENSPTRG00000019018	HOXA9
1	11914403	11938561	ENSPTRG00000000152	C1orf167
X	14574166	14778490	ENSPTRG00000021679	GLRA2
11	6043388	6056755	ENSPTRG00000003283	CCKBR
