Associated Gene Name	Ensembl Gene ID
Y_RNA	ENSG00000206739
SNORA18	ENSG00000207145
Y_RNA	ENSG00000207416
Metazoa_SRP	ENSG00000275588
HS3ST3B1	ENSG00000125430
Metazoa_SRP	ENSG00000273549
FAM47C	ENSG00000198173
SNORD30	ENSG00000277846
SNORA1	ENSG00000206834
Metazoa_SRP	ENSG00000277771
5S_rRNA	ENSG00000275780
SNORD18	ENSG00000238503
SNORA51	ENSG00000206961
U6	ENSG00000281572
Y_RNA	ENSG00000201239
Metazoa_SRP	ENSG00000276713
Metazoa_SRP	ENSG00000273981
snoZ278	ENSG00000252868
SNORD74	ENSG00000201025
snoU13	ENSG00000238764
Y_RNA	ENSG00000252398
Y_RNA	ENSG00000201343
NPW	ENSG00000183971
SNORD27	ENSG00000252128
Metazoa_SRP	ENSG00000203573
Y_RNA	ENSG00000274790
PHRF1	ENSG00000274780
SCARNA17	ENSG00000252020
U3	ENSG00000275154
ZBTB26	ENSG00000171448
U6	ENSG00000275889
Y_RNA	ENSG00000202276
SNORA30	ENSG00000200063
SYNJ2BP	ENSG00000213463
Y_RNA	ENSG00000206982
U1	ENSG00000206828
Y_RNA	ENSG00000252098
7SK	ENSG00000276309
5S_rRNA	ENSG00000263418
SNORA48	ENSG00000263589
WNT9B	ENSG00000276799
SNORD59	ENSG00000252517
Metazoa_SRP	ENSG00000278818
Y_RNA	ENSG00000202357
Y_RNA	ENSG00000199273
Metazoa_SRP	ENSG00000274357
Metazoa_SRP	ENSG00000280903
Y_RNA	ENSG00000207101
U6	ENSG00000277139
Y_RNA	ENSG00000239040
U6	ENSG00000263467
SNORD52	ENSG00000201754
Y_RNA	ENSG00000277634
NMRAL1	ENSG00000274684
Y_RNA	ENSG00000200635
Y_RNA	ENSG00000207425
FBXO22	ENSG00000167196
Y_RNA	ENSG00000206646
SNORA32	ENSG00000201384
Y_RNA	ENSG00000201451
Metazoa_SRP	ENSG00000278497
Y_RNA	ENSG00000266464
Y_RNA	ENSG00000200252
Y_RNA	ENSG00000278028
Y_RNA	ENSG00000281355
U8	ENSG00000202269
Y_RNA	ENSG00000201756
Y_RNA	ENSG00000222224
Y_RNA	ENSG00000200008
U6	ENSG00000274708
ACACB	ENSG00000076555
Y_RNA	ENSG00000207032
ARPC1B	ENSG00000130429
snoU13	ENSG00000238628
RANBP1	ENSG00000099901
AOX1	ENSG00000138356
U6	ENSG00000275021
Metazoa_SRP	ENSG00000276532
Y_RNA	ENSG00000200085
SNORA72	ENSG00000200355
U4	ENSG00000274197
Y_RNA	ENSG00000207481
Y_RNA	ENSG00000222614
snoU13	ENSG00000238694
SNORD127	ENSG00000239043
Y_RNA	ENSG00000206669
Y_RNA	ENSG00000206704
CYP4F12	ENSG00000186204
SNORD45	ENSG00000200422
RPL9	ENSG00000273673
Y_RNA	ENSG00000201668
Y_RNA	ENSG00000265738
U3	ENSG00000212165
Metazoa_SRP	ENSG00000281439
U6	ENSG00000272262
5S_rRNA	ENSG00000275999
Y_RNA	ENSG00000252784
SNORA70	ENSG00000251925
SMC3	ENSG00000108055
Metazoa_SRP	ENSG00000275287
Y_RNA	ENSG00000206636
Y_RNA	ENSG00000200857
Y_RNA	ENSG00000276902
SNORA38	ENSG00000264153
SNORD14	ENSG00000202479
SCARNA20	ENSG00000252722
U6	ENSG00000277927
ZNF736	ENSG00000234444
Y_RNA	ENSG00000201624
C1orf167	ENSG00000215910
Y_RNA	ENSG00000200646
SNORA31	ENSG00000253059
Metazoa_SRP	ENSG00000275041
U6	ENSG00000278331
Y_RNA	ENSG00000199710
U3	ENSG00000212434
Y_RNA	ENSG00000200508
Y_RNA	ENSG00000200120
SNORD65	ENSG00000238936
SNORA40	ENSG00000252352
Metazoa_SRP	ENSG00000273986
EGFL6	ENSG00000198759
Y_RNA	ENSG00000276546
Y_RNA	ENSG00000201860
5S_rRNA	ENSG00000273928
Y_RNA	ENSG00000239069
Y_RNA	ENSG00000200605
SCARNA2	ENSG00000278249
Y_RNA	ENSG00000201216
Metazoa_SRP	ENSG00000276062
Y_RNA	ENSG00000252412
CATSPERB	ENSG00000274338
Metazoa_SRP	ENSG00000275853
Metazoa_SRP	ENSG00000274711
Y_RNA	ENSG00000212241
U4	ENSG00000274716
Y_RNA	ENSG00000207073
Y_RNA	ENSG00000206950
Y_RNA	ENSG00000201741
SNORD2	ENSG00000238942
Y_RNA	ENSG00000222421
Y_RNA	ENSG00000199204
Y_RNA	ENSG00000281522
Metazoa_SRP	ENSG00000277591
SNORA72	ENSG00000207249
SNORD61	ENSG00000206979
Y_RNA	ENSG00000201885
SNORA51	ENSG00000201863
5S_rRNA	ENSG00000266653
SNORA72	ENSG00000252158
Y_RNA	ENSG00000207080
Y_RNA	ENSG00000222649
U3	ENSG00000280704
Y_RNA	ENSG00000200884
SCARNA15	ENSG00000281159
5S_rRNA	ENSG00000266615
Y_RNA	ENSG00000222430
SNORA32	ENSG00000206776
ASB14	ENSG00000239388
SNORD70	ENSG00000212309
Y_RNA	ENSG00000206682
Metazoa_SRP	ENSG00000276891
Y_RNA	ENSG00000262354
Metazoa_SRP	ENSG00000274799
Y_RNA	ENSG00000201749
SNORD39	ENSG00000274535
Y_RNA	ENSG00000278523
Y_RNA	ENSG00000199755
7SK	ENSG00000275933
Metazoa_SRP	ENSG00000277118
SNORA42	ENSG00000207502
Metazoa_SRP	ENSG00000278640
SCARNA21	ENSG00000251866
U6	ENSG00000266626
OR8K1	ENSG00000150261
Y_RNA	ENSG00000238426
Y_RNA	ENSG00000201483
SNORA7	ENSG00000200620
Y_RNA	ENSG00000207034
PPP1R3E	ENSG00000235194
U1	ENSG00000264893
BSPH1	ENSG00000188334
Metazoa_SRP	ENSG00000278553
Y_RNA	ENSG00000207265
ADORA2B	ENSG00000170425
Y_RNA	ENSG00000202410
SNORA74	ENSG00000252213
SCARNA11	ENSG00000252727
Y_RNA	ENSG00000222601
Y_RNA	ENSG00000252374
U6	ENSG00000274771
Metazoa_SRP	ENSG00000278764
SNORA69	ENSG00000206622
Y_RNA	ENSG00000200427
Metazoa_SRP	ENSG00000281892
Metazoa_SRP	ENSG00000277141
SNORA40	ENSG00000253065
PRR35	ENSG00000161992
Y_RNA	ENSG00000238490
Y_RNA	ENSG00000201602
U1	ENSG00000274208
ALG12	ENSG00000182858
Y_RNA	ENSG00000206734
SPTB	ENSG00000070182
Y_RNA	ENSG00000251799
5S_rRNA	ENSG00000266726
Metazoa_SRP	ENSG00000281043
Y_RNA	ENSG00000207319
SNORD66	ENSG00000212532
Y_RNA	ENSG00000201075
Y_RNA	ENSG00000202523
Y_RNA	ENSG00000201724
GSDMB	ENSG00000073605
Y_RNA	ENSG00000263950
snoU13	ENSG00000238372
SNORD95	ENSG00000264549
Metazoa_SRP	ENSG00000277473
Metazoa_SRP	ENSG00000277385
Y_RNA	ENSG00000207210
Metazoa_SRP	ENSG00000277506
Y_RNA	ENSG00000200305
STAC2	ENSG00000141750
SNORA53	ENSG00000212443
Metazoa_SRP	ENSG00000276396
Y_RNA	ENSG00000206738
TOP3A	ENSG00000177302
Y_RNA	ENSG00000199676
SNORA17	ENSG00000274998
Metazoa_SRP	ENSG00000276493
SNORA40	ENSG00000252188
Metazoa_SRP	ENSG00000277452
Metazoa_SRP	ENSG00000275803
Metazoa_SRP	ENSG00000281399
SNORA33	ENSG00000252045
SNORA16	ENSG00000201467
SNORA42	ENSG00000199787
Metazoa_SRP	ENSG00000275362
C1QTNF2	ENSG00000145861
Y_RNA	ENSG00000207316
7SK	ENSG00000277313
U3	ENSG00000212598
U7	ENSG00000273629
Y_RNA	ENSG00000207467
Y_RNA	ENSG00000200764
DECR2	ENSG00000274296
U6	ENSG00000266870
Y_RNA	ENSG00000202385
SNORA28	ENSG00000272533
Y_RNA	ENSG00000207390
U6	ENSG00000276577
MMP23B	ENSG00000189409
Y_RNA	ENSG00000195401
PTCRA	ENSG00000171611
SNORA74	ENSG00000252129
SNORD88	ENSG00000221611
Y_RNA	ENSG00000201118
SNORA70	ENSG00000201945
U6	ENSG00000265048
SNORA19	ENSG00000251974
U4	ENSG00000272359
Y_RNA	ENSG00000202495
SNORA77	ENSG00000221498
Y_RNA	ENSG00000199331
Y_RNA	ENSG00000272051
Metazoa_SRP	ENSG00000278636
U1	ENSG00000265059
U1	ENSG00000265059
U6	ENSG00000264557
Metazoa_SRP	ENSG00000277721
ZNRD1	ENSG00000206502
Metazoa_SRP	ENSG00000281003
Y_RNA	ENSG00000201938
Metazoa_SRP	ENSG00000277677
Y_RNA	ENSG00000200750
Y_RNA	ENSG00000206784
NDUFA3	ENSG00000276766
Y_RNA	ENSG00000238813
Metazoa_SRP	ENSG00000281637
Y_RNA	ENSG00000207438
SCARNA20	ENSG00000252577
LRPPRC	ENSG00000138095
SNORA75	ENSG00000212432
SNORA48	ENSG00000212391
Metazoa_SRP	ENSG00000274841
JOSD2	ENSG00000161677
Metazoa_SRP	ENSG00000276213
SNORD38	ENSG00000207199
Metazoa_SRP	ENSG00000273573
ADAM2	ENSG00000276286
Metazoa_SRP	ENSG00000276096
Y_RNA	ENSG00000206862
U1	ENSG00000264640
U1	ENSG00000264640
SNORA22	ENSG00000207344
EFNA5	ENSG00000184349
U3	ENSG00000212182
Metazoa_SRP	ENSG00000264417
Metazoa_SRP	ENSG00000281698
Y_RNA	ENSG00000207061
SNORD41	ENSG00000209702
Y_RNA	ENSG00000202190
U1	ENSG00000277678
U3	ENSG00000201674
Y_RNA	ENSG00000238783
SNORA26	ENSG00000212187
Y_RNA	ENSG00000206797
5S_rRNA	ENSG00000271924
5S_rRNA	ENSG00000272351
Y_RNA	ENSG00000201204
Y_RNA	ENSG00000201820
snoU13	ENSG00000239035
Y_RNA	ENSG00000200059
SNORA18	ENSG00000206592
Y_RNA	ENSG00000212404
U3	ENSG00000200318
Metazoa_SRP	ENSG00000277233
SCARNA7	ENSG00000238741
U1	ENSG00000276052
U6	ENSG00000275752
Y_RNA	ENSG00000202382
Metazoa_SRP	ENSG00000281807
U6	ENSG00000261867
Y_RNA	ENSG00000200011
SNORD66	ENSG00000212158
Y_RNA	ENSG00000207229
Metazoa_SRP	ENSG00000275901
Y_RNA	ENSG00000252660
SNORA11	ENSG00000221245
SNORA75	ENSG00000212533
Metazoa_SRP	ENSG00000278115
Y_RNA	ENSG00000276932
Y_RNA	ENSG00000202536
Y_RNA	ENSG00000202388
Y_RNA	ENSG00000222394
TGFA	ENSG00000163235
SNORA63	ENSG00000252102
Y_RNA	ENSG00000201987
Y_RNA	ENSG00000207161
SNORD67	ENSG00000252427
Y_RNA	ENSG00000200664
SNORA7	ENSG00000201316
RHOV	ENSG00000104140
SNORA48	ENSG00000212626
SNORD23	ENSG00000221139
Metazoa_SRP	ENSG00000281209
SNORA19	ENSG00000222588
Metazoa_SRP	ENSG00000281514
Metazoa_SRP	ENSG00000278590
SAMD4A	ENSG00000020577
snoU13	ENSG00000238745
SNORA72	ENSG00000207067
SNORA43	ENSG00000280496
snoU13	ENSG00000238295
SNORA1	ENSG00000207407
SNORD11	ENSG00000238317
HCST	ENSG00000126264
U1	ENSG00000264389
Metazoa_SRP	ENSG00000273950
SNORA25	ENSG00000200652
Y_RNA	ENSG00000199223
Y_RNA	ENSG00000207356
SNORD43	ENSG00000263764
Metazoa_SRP	ENSG00000276653
SNORA25	ENSG00000207112
SNORD74	ENSG00000201502
Y_RNA	ENSG00000202195
U6	ENSG00000271932
ANKRD27	ENSG00000105186
Y_RNA	ENSG00000201228
U3	ENSG00000221638
SNORD33	ENSG00000252022
POLG2	ENSG00000256525
Y_RNA	ENSG00000264646
U7	ENSG00000275268
Y_RNA	ENSG00000264353
Metazoa_SRP	ENSG00000281340
Metazoa_SRP	ENSG00000277464
5S_rRNA	ENSG00000272253
Y_RNA	ENSG00000222506
U7	ENSG00000271841
Y_RNA	ENSG00000207024
SNORA68	ENSG00000207166
Y_RNA	ENSG00000201340
Metazoa_SRP	ENSG00000274008
U6	ENSG00000277262
Y_RNA	ENSG00000201680
Y_RNA	ENSG00000207426
Y_RNA	ENSG00000223254
MIR431	ENSG00000208001
Y_RNA	ENSG00000239180
SNORA26	ENSG00000212588
Metazoa_SRP	ENSG00000280783
Y_RNA	ENSG00000199732
BOD1L1	ENSG00000038219
SNORA26	ENSG00000212421
SNORA74	ENSG00000223111
U6	ENSG00000253739
SNORD79	ENSG00000251878
U5	ENSG00000254172
Y_RNA	ENSG00000201207
Y_RNA	ENSG00000253088
AK7	ENSG00000140057
U7	ENSG00000281866
Y_RNA	ENSG00000238366
PKDCC	ENSG00000162878
Y_RNA	ENSG00000206663
U6	ENSG00000273624
SNORA11	ENSG00000221398
Y_RNA	ENSG00000207391
SNORA73	ENSG00000222145
snoU109	ENSG00000238754
Y_RNA	ENSG00000207368
Y_RNA	ENSG00000199912
SNORA31	ENSG00000252852
ADCY7	ENSG00000121281
U8	ENSG00000202537
SNORA68	ENSG00000201388
Y_RNA	ENSG00000201114
SNORA13	ENSG00000238363
SNORA26	ENSG00000212517
SNORD100	ENSG00000221500
Y_RNA	ENSG00000200714
Y_RNA	ENSG00000202008
SNORA69	ENSG00000212206
U3	ENSG00000212479
Metazoa_SRP	ENSG00000272536
U1	ENSG00000266860
Metazoa_SRP	ENSG00000275531
SNORA70	ENSG00000202379
Metazoa_SRP	ENSG00000274510
Metazoa_SRP	ENSG00000275602
Y_RNA	ENSG00000199398
SNORD17	ENSG00000212232
SNORA20	ENSG00000206947
BHMT	ENSG00000145692
Y_RNA	ENSG00000212205
SNORA31	ENSG00000251802
Metazoa_SRP	ENSG00000276588
U6	ENSG00000273938
SNORA70	ENSG00000251796
SNORD21	ENSG00000206680
Y_RNA	ENSG00000277818
Y_RNA	ENSG00000202182
SCARNA17	ENSG00000252143
RGS7BP	ENSG00000186479
KDM5B	ENSG00000117139
snoU13	ENSG00000238311
Y_RNA	ENSG00000200171
SNORA17	ENSG00000212461
Y_RNA	ENSG00000200421
Y_RNA	ENSG00000207320
7SK	ENSG00000277845
Metazoa_SRP	ENSG00000281681
Y_RNA	ENSG00000199591
SNORA27	ENSG00000207051
SNORA25	ENSG00000251744
SNORA70	ENSG00000206637
Y_RNA	ENSG00000206719
SNORA31	ENSG00000252238
SNORD52	ENSG00000265156
Y_RNA	ENSG00000273770
Y_RNA	ENSG00000200121
Metazoa_SRP	ENSG00000278124
SNORD78	ENSG00000212378
U8	ENSG00000199713
U6	ENSG00000272445
Y_RNA	ENSG00000201990
Y_RNA	ENSG00000199867
SCARNA16	ENSG00000252923
Y_RNA	ENSG00000265071
OR2Z1	ENSG00000181733
SCARNA11	ENSG00000251898
Metazoa_SRP	ENSG00000276601
SNORA70	ENSG00000251893
snoZ6	ENSG00000264452
PRICKLE1	ENSG00000139174
U3	ENSG00000202268
CoTC_ribozyme	ENSG00000221031
Metazoa_SRP	ENSG00000281494
Y_RNA	ENSG00000277777
U3	ENSG00000199851
Y_RNA	ENSG00000207420
SNORA35	ENSG00000208839
Y_RNA	ENSG00000276153
Metazoa_SRP	ENSG00000274505
Y_RNA	ENSG00000207049
Metazoa_SRP	ENSG00000278007
U1	ENSG00000270722
DHODH	ENSG00000102967
Y_RNA	ENSG00000199200
Y_RNA	ENSG00000201549
Metazoa_SRP	ENSG00000277001
5S_rRNA	ENSG00000276599
U3	ENSG00000212422
RPS9	ENSG00000278081
U3	ENSG00000221673
Y_RNA	ENSG00000207302
Metazoa_SRP	ENSG00000263671
Y_RNA	ENSG00000206651
SNORD72	ENSG00000212296
Y_RNA	ENSG00000201850
SNORD18	ENSG00000200677
Metazoa_SRP	ENSG00000277637
SCARNA3	ENSG00000252906
Y_RNA	ENSG00000199862
Y_RNA	ENSG00000206846
Y_RNA	ENSG00000201279
GTF2H2	ENSG00000145736
DDIT4L	ENSG00000145358
MLN	ENSG00000096395
Y_RNA	ENSG00000201311
U6	ENSG00000278379
Metazoa_SRP	ENSG00000280743
Y_RNA	ENSG00000199964
FZD7	ENSG00000155760
Y_RNA	ENSG00000200179
5S_rRNA	ENSG00000274467
Y_RNA	ENSG00000206998
snoU2_19	ENSG00000199231
Metazoa_SRP	ENSG00000203286
Metazoa_SRP	ENSG00000278109
Y_RNA	ENSG00000201916
Y_RNA	ENSG00000207384
SNORA62	ENSG00000201542
U3	ENSG00000212538
Metazoa_SRP	ENSG00000274122
U8	ENSG00000212581
SNORA68	ENSG00000201407
Y_RNA	ENSG00000273927
Y_RNA	ENSG00000280598
SPESP1	ENSG00000258484
Y_RNA	ENSG00000202345
SNORA17	ENSG00000202216
Metazoa_SRP	ENSG00000276562
Metazoa_SRP	ENSG00000277900
U3	ENSG00000221040
U7	ENSG00000281130
Metazoa_SRP	ENSG00000277167
Y_RNA	ENSG00000276723
Y_RNA	ENSG00000207132
SNORD83	ENSG00000223294
SNORD28	ENSG00000212295
SNORD5	ENSG00000239195
Y_RNA	ENSG00000201489
Y_RNA	ENSG00000202469
SNORA51	ENSG00000206853
SNORA31	ENSG00000252762
Metazoa_SRP	ENSG00000275991
TCAP	ENSG00000173991
Y_RNA	ENSG00000201892
Y_RNA	ENSG00000201088
Y_RNA	ENSG00000201196
U6	ENSG00000281544
Metazoa_SRP	ENSG00000275293
U6	ENSG00000275671
SNORA67	ENSG00000212395
Y_RNA	ENSG00000238926
Y_RNA	ENSG00000207401
SNORA25	ENSG00000202377
SNORD102	ENSG00000207500
Y_RNA	ENSG00000207240
Y_RNA	ENSG00000206817
Y_RNA	ENSG00000199962
Y_RNA	ENSG00000199461
Y_RNA	ENSG00000201644
Y_RNA	ENSG00000206660
Y_RNA	ENSG00000199890
SNORA40	ENSG00000251704
PDE3A	ENSG00000172572
Metazoa_SRP	ENSG00000275655
snoZ6	ENSG00000266692
SCARNA18	ENSG00000238835
Y_RNA	ENSG00000223249
Y_RNA	ENSG00000200849
H2AFZ	ENSG00000164032
Metazoa_SRP	ENSG00000273979
Y_RNA	ENSG00000207404
SNORD39	ENSG00000264379
Y_RNA	ENSG00000251996
Metazoa_SRP	ENSG00000281075
snoU109	ENSG00000252040
Y_RNA	ENSG00000201867
SNORA67	ENSG00000201619
Y_RNA	ENSG00000206824
SNORA48	ENSG00000263942
Y_RNA	ENSG00000207300
U3	ENSG00000221633
Y_RNA	ENSG00000222467
Metazoa_SRP	ENSG00000275586
Y_RNA	ENSG00000265889
Metazoa_SRP	ENSG00000196274
Y_RNA	ENSG00000199668
Y_RNA	ENSG00000202027
Y_RNA	ENSG00000201584
Y_RNA	ENSG00000206911
GPR98	ENSG00000164199
Y_RNA	ENSG00000212512
ACIN1	ENSG00000100813
SNORA67	ENSG00000212338
C1orf198	ENSG00000119280
Y_RNA	ENSG00000207365
CDS1	ENSG00000163624
Metazoa_SRP	ENSG00000272232
Y_RNA	ENSG00000199378
U6	ENSG00000277613
SNORD50	ENSG00000199857
Y_RNA	ENSG00000200065
NUDC	ENSG00000090273
SNORA70	ENSG00000207098
Y_RNA	ENSG00000199936
Y_RNA	ENSG00000252367
5S_rRNA	ENSG00000274663
Y_RNA	ENSG00000207395
Metazoa_SRP	ENSG00000281061
U3	ENSG00000200538
SLN	ENSG00000170290
SNORA64	ENSG00000202517
SNORD113	ENSG00000201036
SNORA38	ENSG00000265754
SNORA31	ENSG00000251858
SNORA62	ENSG00000201157
Y_RNA	ENSG00000263679
SNORD105	ENSG00000209645
COX7A2L	ENSG00000115944
SNORA44	ENSG00000252840
SNORA57	ENSG00000212529
Y_RNA	ENSG00000222432
Y_RNA	ENSG00000201984
SCARNA16	ENSG00000251942
SNORD97	ENSG00000238622
Vault	ENSG00000252328
Y_RNA	ENSG00000222997
Metazoa_SRP	ENSG00000274459
CYP2C9	ENSG00000138109
Y_RNA	ENSG00000199546
Y_RNA	ENSG00000200630
SNORA11	ENSG00000221750
RAB11FIP3	ENSG00000275338
Metazoa_SRP	ENSG00000264866
Y_RNA	ENSG00000206847
Y_RNA	ENSG00000199979
SNORD11B	ENSG00000271852
Y_RNA	ENSG00000207488
Y_RNA	ENSG00000201102
Y_RNA	ENSG00000206728
SNORD74	ENSG00000200897
ACA64	ENSG00000252016
SNORD42	ENSG00000202440
MYO3B	ENSG00000071909
Y_RNA	ENSG00000252607
DCUN1D5	ENSG00000137692
U8	ENSG00000238519
U3	ENSG00000221043
U8	ENSG00000207432
PDZD8	ENSG00000165650
Y_RNA	ENSG00000202078
U3	ENSG00000281710
Y_RNA	ENSG00000206659
SNORA70	ENSG00000252657
SNORA11	ENSG00000221716
Metazoa_SRP	ENSG00000273946
MFRP	ENSG00000235718
Metazoa_SRP	ENSG00000269103
Y_RNA	ENSG00000201965
SNORD46	ENSG00000201009
SNORA11	ENSG00000221164
Y_RNA	ENSG00000252894
U4	ENSG00000277986
Y_RNA	ENSG00000202399
Y_RNA	ENSG00000252217
Metazoa_SRP	ENSG00000278794
Y_RNA	ENSG00000202137
DLAT	ENSG00000150768
G6PC	ENSG00000131482
Y_RNA	ENSG00000207086
Y_RNA	ENSG00000200874
Metazoa_SRP	ENSG00000274848
snoMBII-202	ENSG00000212618
SNORA40	ENSG00000212579
Y_RNA	ENSG00000199550
Metazoa_SRP	ENSG00000274169
Y_RNA	ENSG00000252021
U6	ENSG00000277642
U3	ENSG00000221125
snoU13	ENSG00000238594
Y_RNA	ENSG00000200752
Y_RNA	ENSG00000200309
SNORA26	ENSG00000212490
Metazoa_SRP	ENSG00000276123
Metazoa_SRP	ENSG00000276516
SNORD71	ENSG00000223224
Y_RNA	ENSG00000199875
U8	ENSG00000200191
Y_RNA	ENSG00000252198
Y_RNA	ENSG00000207069
SNORA33	ENSG00000202283
Metazoa_SRP	ENSG00000277592
PPT2	ENSG00000221988
5S_rRNA	ENSG00000276861
Y_RNA	ENSG00000252820
SNORA18	ENSG00000252249
Metazoa_SRP	ENSG00000280791
Y_RNA	ENSG00000238713
U6	ENSG00000277546
Y_RNA	ENSG00000207092
Y_RNA	ENSG00000200579
Metazoa_SRP	ENSG00000276782
Y_RNA	ENSG00000202144
PPP1R37	ENSG00000104866
Y_RNA	ENSG00000281390
SCARNA15	ENSG00000252218
Y_RNA	ENSG00000200702
SNORD10	ENSG00000238917
Y_RNA	ENSG00000207207
Y_RNA	ENSG00000252069
U8	ENSG00000201810
Metazoa_SRP	ENSG00000280747
Y_RNA	ENSG00000252042
Y_RNA	ENSG00000274754
Y_RNA	ENSG00000200553
SNORA51	ENSG00000207147
SNORA81	ENSG00000221420
SNORA23	ENSG00000201998
Metazoa_SRP	ENSG00000276031
Y_RNA	ENSG00000201466
ADAM32	ENSG00000275594
Y_RNA	ENSG00000202361
U8	ENSG00000200496
Y_RNA	ENSG00000199540
Y_RNA	ENSG00000202273
Metazoa_SRP	ENSG00000277295
7SK	ENSG00000273591
SNORD73	ENSG00000201264
5S_rRNA	ENSG00000201285
SCARNA15	ENSG00000277864
Y_RNA	ENSG00000207117
Metazoa_SRP	ENSG00000277946
Y_RNA	ENSG00000252254
SNORA74	ENSG00000272025
SNORA4	ENSG00000251730
Y_RNA	ENSG00000212556
Y_RNA	ENSG00000206582
Y_RNA	ENSG00000207243
Y_RNA	ENSG00000274284
SNORA25	ENSG00000252296
Y_RNA	ENSG00000207231
Y_RNA	ENSG00000207142
Y_RNA	ENSG00000200174
Metazoa_SRP	ENSG00000237261
ACA59	ENSG00000252000
Y_RNA	ENSG00000238933
Metazoa_SRP	ENSG00000281570
Y_RNA	ENSG00000200283
SNORD94	ENSG00000208772
Metazoa_SRP	ENSG00000277396
Y_RNA	ENSG00000222613
SNORA2	ENSG00000206647
SNORA48	ENSG00000265495
U6	ENSG00000277153
Metazoa_SRP	ENSG00000274234
SNORA20	ENSG00000206649
U3	ENSG00000274581
5S_rRNA	ENSG00000278457
ATP1A3	ENSG00000105409
Y_RNA	ENSG00000223023
Y_RNA	ENSG00000201547
SNORD50	ENSG00000202335
Metazoa_SRP	ENSG00000274747
SNORA25	ENSG00000272237
Y_RNA	ENSG00000239143
Metazoa_SRP	ENSG00000281304
Metazoa_SRP	ENSG00000278732
SNORD57	ENSG00000226572
Y_RNA	ENSG00000201405
U1	ENSG00000275229
SNORA46	ENSG00000212371
Y_RNA	ENSG00000201031
5S_rRNA	ENSG00000272435
FSHR	ENSG00000170820
Y_RNA	ENSG00000200998
Metazoa_SRP	ENSG00000274076
PRPF8	ENSG00000274442
CD7	ENSG00000173762
Y_RNA	ENSG00000200833
Metazoa_SRP	ENSG00000264809
SNORA7	ENSG00000222604
VSTM1	ENSG00000276159
MIF	ENSG00000276701
Y_RNA	ENSG00000252585
SNORA36	ENSG00000206731
Y_RNA	ENSG00000202461
SNORA77	ENSG00000221643
Y_RNA	ENSG00000266113
SNORA33	ENSG00000201827
Y_RNA	ENSG00000207290
U6	ENSG00000278101
GDAP2	ENSG00000196505
Metazoa_SRP	ENSG00000278003
SNORD41	ENSG00000212302
Y_RNA	ENSG00000252436
TET2	ENSG00000168769
U1	ENSG00000265248
U3	ENSG00000200492
SNORA18	ENSG00000252425
SNORD81	ENSG00000202023
SNORD37	ENSG00000212270
SNORD75	ENSG00000221711
SNORA25	ENSG00000200075
SNORD56	ENSG00000201151
SNORA48	ENSG00000212458
Metazoa_SRP	ENSG00000278357
Y_RNA	ENSG00000264915
U6	ENSG00000273752
ARHGEF10L	ENSG00000074964
Y_RNA	ENSG00000199698
Metazoa_SRP	ENSG00000277467
SNORA3	ENSG00000221148
SNORD29	ENSG00000223004
Y_RNA	ENSG00000252115
Y_RNA	ENSG00000265955
Y_RNA	ENSG00000280697
Y_RNA	ENSG00000251728
Metazoa_SRP	ENSG00000276645
Y_RNA	ENSG00000212306
Y_RNA	ENSG00000200829
Y_RNA	ENSG00000199357
SNORA8	ENSG00000207410
Metazoa_SRP	ENSG00000277515
Y_RNA	ENSG00000200428
ACA59	ENSG00000252870
Metazoa_SRP	ENSG00000266381
SNORD52	ENSG00000265707
Y_RNA	ENSG00000200502
Metazoa_SRP	ENSG00000276377
SNORA31	ENSG00000252096
Metazoa_SRP	ENSG00000271986
EMX2	ENSG00000170370
Y_RNA	ENSG00000207247
SNORA70	ENSG00000252133
Y_RNA	ENSG00000201566
Y_RNA	ENSG00000199716
Y_RNA	ENSG00000207091
5S_rRNA	ENSG00000266035
Y_RNA	ENSG00000207305
SLC25A15	ENSG00000102743
Y_RNA	ENSG00000207020
Y_RNA	ENSG00000200855
OR6V1	ENSG00000277378
RPL19	ENSG00000108298
TRIM31	ENSG00000233573
SNORD31	ENSG00000201847
SNORA25	ENSG00000199196
Y_RNA	ENSG00000199740
SNORA54	ENSG00000273525
SLC18B1	ENSG00000146409
Y_RNA	ENSG00000207176
Y_RNA	ENSG00000199781
Y_RNA	ENSG00000199515
Metazoa_SRP	ENSG00000278785
U6	ENSG00000278140
Y_RNA	ENSG00000202046
Y_RNA	ENSG00000202169
Y_RNA	ENSG00000280667
Y_RNA	ENSG00000199635
Metazoa_SRP	ENSG00000275881
snoU13	ENSG00000239041
U6	ENSG00000277717
SNORD12	ENSG00000212304
Y_RNA	ENSG00000202459
Metazoa_SRP	ENSG00000277628
U3	ENSG00000212610
Y_RNA	ENSG00000199949
TANGO2	ENSG00000183597
Y_RNA	ENSG00000207293
CES3	ENSG00000172828
U3	ENSG00000201368
PRPF31	ENSG00000274651
Y_RNA	ENSG00000264602
SCARNA20	ENSG00000253060
snoU13	ENSG00000238498
U6	ENSG00000263896
Y_RNA	ENSG00000252822
Metazoa_SRP	ENSG00000277774
GLCE	ENSG00000138604
TMCO4	ENSG00000162542
SNORA8	ENSG00000206977
snoU13	ENSG00000238570
Y_RNA	ENSG00000201988
Metazoa_SRP	ENSG00000273886
SFR1	ENSG00000156384
Y_RNA	ENSG00000212392
SNORA62	ENSG00000202363
Metazoa_SRP	ENSG00000274860
