	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
COX10	0.98904782	1.157735382	0.853216797	0.644665847	1.154754252	1.2005799	0.820994145	1.0505461	1.128459755	0.772920107	1.067229539	1.159850354	0.556222042	1.004491494	1.439286464
GTF2IRD1	1.206863044	1.202442346	0.590694611	1.160253956	0.970812548	0.868933496	0.558718152	1.232711429	1.208570419	0.93949085	0.98894469	1.07156446	1.016274104	0.886820521	1.096905376
PAF1	1.208415152	0.970595044	0.820989803	1.216701254	1.064600432	0.718698315	1.230851495	0.874320365	0.89482814	1.265887212	0.813992289	0.9201205	1.240253368	0.888469503	0.871277128
VPS41	0.569734455	1.6950979	0.735167645	0.811420004	1.428163626	0.76041637	0.691906122	1.428566528	0.879527349	0.899661795	1.571191241	0.529146964	0.676610296	1.525490195	0.797899509
ARHGAP44	1.278582596	0.910356129	0.811061275	0.954711475	0.777610834	1.267677691	0.925849074	0.882000567	1.192150359	0.924442869	0.796302255	1.279254877	0.677834765	0.919774457	1.402390778
ELAC2	1.407912123	0.909198234	0.682889643	1.28385204	1.052227845	0.663920115	1.429199077	0.765365894	0.805435029	1.601206249	0.740245241	0.65854851	1.409567342	0.740425647	0.850007011
SCIN	2.69070462	0.211988638	0.097306742	1.585260885	0.714428759	0.700310355	0.434627498	0.715456366	1.849916136	0.670601676	0.251369781	2.078028543	0.305897823	0.105295233	2.588806943
PNPLA4	2.736850092	0.181092868	0.082057041	2.281332575	0.650430202	0.068237223	1.704261741	0.928640901	0.367097358	2.165200842	0.528758046	0.306041112	2.199625001	0.557530853	0.242844146
MYH13	0.022057006	0.043596311	2.934346684	0.989261717	0	2.010738283	0	2.507789502	0.492210498	0.482895436	0.685462372	1.831642192	0.517942393	0.346054463	2.136003144
ADIPOR2	0.955781093	1.007916448	1.036302459	0.936786961	1.018532331	1.044680708	0.65351279	1.46679422	0.87969299	0.90802812	1.367261488	0.724710391	1.219989039	1.188948288	0.591062672
CDKL3	1.260488279	0.873264898	0.866246823	1.190004617	1.144647782	0.665347601	1.549187024	1.000152284	0.450660691	1.242187437	1.075847558	0.681965005	1.377668719	1.078014598	0.544316683
PRSS21	0.855741776	0.341038629	1.803219595	1.703677699	0.042939388	1.253382912	0.049193462	0.029681668	2.921124869	0.16228106	0.275380695	2.562338245	0	0.264573682	2.735426318
MARK4	0.969398728	1.095709975	0.934891297	1.20791493	0.924794533	0.867290536	0.862283429	1.044494149	1.093222422	0.973976927	1.01472946	1.011293613	0.923176478	1.102226002	0.97459752
PROM1	0.26668722	1.902800632	0.830512148	0.556025821	1.960888959	0.48308522	0.776077085	0.979791309	1.244131606	0.93816994	1.206985434	0.854844626	0.958835655	0.902273957	1.138890389
CCDC124	0.719689229	1.681645752	0.598665019	1.086429979	1.089082686	0.824487336	1.024030815	0.873090143	1.102879042	0.989381354	0.858148867	1.152469779	1.191615246	1.06102145	0.747363304
PAFAH1B1	0.571371607	1.41007961	1.018548782	0.762059471	1.233676229	1.0042643	0.753295296	1.308913284	0.93779142	0.885830107	1.274935431	0.839234462	0.590708001	1.185183677	1.224108322
NOS2	1.23174431	1.404315568	0.363940122	1.760385069	0.909420172	0.330194759	2.516733869	0.444337852	0.038928278	2.273686892	0.689482153	0.036830956	2.174033544	0.788275556	0.0376909
DNAH9	1.882167664	0.345215275	0.772617061	1.583504356	0.795022473	0.621473171	0.401348942	0.66361693	1.935034127	0.982157227	0.761835638	1.256007136	0.881583737	0.481455661	1.636960602
KIAA0100	0.569313426	1.154356561	1.276330013	0.92463571	1.131593306	0.943770984	0.914023453	0.994895271	1.091081276	1.040481032	1.051098313	0.908420655	0.83776066	1.027065681	1.135173659
SLC13A2	0	0.602066782	2.397933218	0.353191771	1.093479674	1.553328555	0	0	3	0.400972698	1.636528753	0.962498549	0.452177209	2.547822791	0
GAS7	0.841762446	1.078175925	1.08006163	0.888461338	1.477740037	0.633798625	0.880574626	1.167654279	0.951771095	0.946658726	1.123469885	0.929871389	0.626294274	1.127868562	1.245837165
TRAPPC6A	1.313997731	0	1.686002269	2.113567084	0	0.886432916	2.55823494	0	0.44176506	1.685207925	0	1.314792075	3	0	0
MATK	1.596127893	0.640834498	0.763037609	2.275556582	0.37797366	0.346469759	1.156362779	0.747476864	1.096160357	1.282242501	0.616680724	1.101076775	1.353018721	0.695573237	0.951408042
CD79B	2.176063719	0.648856716	0.175079565	1.355050695	0.751449441	0.893499864	1.659992108	0.625069315	0.714938577	1.31434751	1.68565249	0	1.387921602	1.0547728	0.557305599
SCN4A	0.746934589	0.898733309	1.354332102	1.967255656	0.579576307	0.453168037	1.001860654	0.801395853	1.196743493	1.846236601	0	1.153763399	1.302300625	1.035429193	0.662270182
ST7L	0.792980976	0.927950988	1.279068036	0.786374806	0.993237317	1.220387877	0.851650878	1.027974621	1.120374501	0.830790685	1.093706542	1.075502774	0.821358193	0.920616932	1.258024876
TKTL1	1.909849066	0.322398242	0.767752692	1.215447174	1.085100669	0.699452157	0.471884532	1.214639344	1.313476124	0.254627166	0.218948385	2.526424449	0	0	3
PAX6	0.259879569	0.813874191	1.92624624	3	0	0	1.088835629	1.052057224	0.859107147	0.903840895	1.136671378	0.959487726	0.979498057	0.502121975	1.518379968
RPUSD1	1.702285523	0.674619122	0.623095355	1.083576218	0.647161628	1.269262154	0.659452119	0.94357023	1.396977651	0.940989334	0.854974526	1.20403614	0.708017033	0.909296185	1.382686782
RHBDF1	1.539227007	0.889400174	0.571372819	1.078380258	1.139225555	0.782394187	0.916056491	0.989300821	1.094642688	0.969346574	1.100545494	0.930107932	1.092367555	0.92975917	0.977873275
LUC7L	1.184822565	1.037122034	0.778055401	1.36825341	1.022046646	0.609699945	1.220282986	0.876122898	0.903594115	1.034806079	0.946419534	1.018774387	1.213180352	1.045111852	0.741707797
CACNA2D2	1.262412036	1.398795046	0.338792918	0.976531506	1.955429671	0.068038823	0.745542422	1.051829638	1.20262794	0.853456558	1.032055425	1.114488016	0.632005401	0.949511957	1.418482642
BAIAP3	1.587804771	1.185806292	0.226388937	2.279206528	0.477033053	0.243760419	0.959959508	0.508373318	1.531667174	1.57006232	0.428576757	1.001360922	2.020417974	0.469921357	0.509660669
TSR3	1.744415502	0.718449984	0.537134514	1.504892801	0.67051431	0.824592889	1.469379757	0.689401061	0.841219182	1.296710322	0.758268019	0.945021659	1.354964973	0.863372347	0.781662681
PIGQ	1.213545913	1.244642352	0.541811736	1.217940396	0.555866605	1.226192999	1.425599968	0.950989885	0.623410147	1.437989969	0.832388421	0.72962161	1.166982947	1.116796187	0.716220866
CRAMP1L	0.750787787	1.329908703	0.91930351	1.028944289	1.019121493	0.951934218	0.80639287	1.596364172	0.597242958	0.895698382	1.098710554	1.005591064	0.673361155	1.049819916	1.276818929
TEAD3	1.256252514	1.026431012	0.717316474	0.943801529	1.293146634	0.763051837	1.018290647	1.432280763	0.54942859	1.124318734	1.365100532	0.510580735	1.381652186	1.1643846	0.453963213
SELE	2.874177219	0.118491322	0.00733146	0.369337475	2.148044334	0.482618191	1.63162016	1.112273452	0.256106388	2.345087384	0.543418219	0.111494397	0.133229954	2.660529088	0.206240958
DNAJC11	0.865172342	1.245449304	0.889378354	0.922163507	1.159504788	0.918331705	1.040397558	1.102667615	0.856934827	1.03390591	1.053830536	0.912263554	0.84274155	1.099199297	1.058059153
FMO3	0.506149477	1.440812071	1.053038452	0.578370116	0.676150028	1.745479856	0.901040759	0.06345003	2.035509211	0.81418894	0.038225131	2.147585929	0.892022398	0.127887112	1.980090489
MYLIP	1.076428214	0.866301361	1.057270425	0.867372217	0.888036977	1.244590806	0.787618715	0.743309455	1.469071831	1.320943402	0.723641575	0.955415023	1.051144532	0.896994038	1.05186143
NOX1	0	0.908279318	2.091720682	0	0	3	0	0.748050643	2.251949357	1.972420571	1.027579429	0	0.516911047	2.081029585	0.402059368
PSMB1	0.98115406	1.122797508	0.896048432	0.990207638	1.164362121	0.845430241	0.990583734	0.966038568	1.043377698	0.854405193	0.852890776	1.292704031	1.00861113	0.970615893	1.020772977
SYN1	0.328085964	0.243801127	2.428112909	2.298201638	0.271962813	0.429835549	1.259748539	0.779516406	0.960735054	1.172800058	0.715064472	1.11213547	0.930787274	0.888933859	1.180278867
JARID2	1.06009569	1.144430291	0.795474019	1.211947784	0.687034617	1.1010176	1.001140989	1.048298407	0.950560604	0.846063729	1.076196652	1.077739619	0.797328286	0.933098357	1.269573357
CDKL5	0.918459575	1.626198627	0.455341798	0.498067285	0.660633072	1.841299643	0.83638936	1.195448864	0.968161776	1.029617607	1.116401655	0.853980738	0.605521977	1.06272004	1.331757983
CAMK1G	1.33614395	1.155843218	0.508012832	1.969544303	1.030455697	0	1.025187816	1.245455057	0.729357127	1.110484847	1.374382158	0.515132995	0.740314083	1.365330379	0.894355538
CDK11A	0.707484656	1.384626586	0.907888758	1.02829039	0.979220386	0.992489224	0.876639311	0.706477119	1.41688357	0.812759949	0.869141916	1.318098136	0.806800588	0.823969453	1.369229959
NADK	1.030004484	0.825010424	1.144985092	0.540553051	0.797264797	1.662182152	0.590274704	0.646769321	1.762955975	0.751778607	0.775226022	1.472995371	0.670776534	0.764773615	1.564449851
TFAP2B	0	0	3	0.424947649	1.290853317	1.284199034	0.858275837	1.082490035	1.059234128	1.529835493	0.567282508	0.902881999	0	0	3
DLEC1	1.851797696	0.931210721	0.216991582	0.656024514	2.157177746	0.18679774	0.154632547	2.348896428	0.496471025	0.546039923	2.225156063	0.228804014	0.414016178	2.101065521	0.484918302
CYTH3	1.059962321	1.153895328	0.786142351	0.986044368	1.317901959	0.696053673	0.658814328	1.25776961	1.083416063	0.941024875	0.963113612	1.095861513	0.96507046	0.961576801	1.073352739
ADAM22	0.371360712	2.244935928	0.38370336	1.233468513	1.605480017	0.16105147	0.92562621	1.30076558	0.77360821	0.977967955	1.133482785	0.888549259	0.545979949	0.880798912	1.573221139
SYPL1	0.807994681	1.052982528	1.139022791	0.547775633	0.862355118	1.589869249	0.695823955	1.235578809	1.068597236	0.877306828	1.197909721	0.924783451	1.251982873	0.916710594	0.831306534
CYB561	0.91753306	0.733742961	1.348723979	0.917736333	0.815371487	1.266892181	0.78641593	1.035348325	1.178235744	1.168531694	0.912131301	0.919337005	1.077629693	1.077073428	0.845296879
SPAG9	0.564572629	1.723222756	0.712204615	1.163835345	1.217053014	0.61911164	0.811138478	1.179584079	1.009277443	0.983158228	1.134040721	0.882801051	0.959120216	0.914068392	1.126811392
CELSR3	0.935569957	1.469915391	0.594514652	1.820293781	0.971170894	0.208535325	1.016520819	1.122891032	0.860588148	0.862170571	1.08529347	1.052535959	0.627408227	1.173974425	1.198617348
AASS	1.020650597	1.094344669	0.885004734	1.256633617	0.716486764	1.026879619	0.739160439	1.39215952	0.868680041	1.184950576	1.221707016	0.593342408	1.480829732	0.951618251	0.567552017
SS18L2	0.634028593	0.438285847	1.92768556	0.836348175	0.760390891	1.403260934	0.984053567	0.515594345	1.500352088	0.997690592	0.558903443	1.443405966	0.875435058	0.644505463	1.480059479
MPND	1.106483497	0.935415617	0.958100887	0.960386975	1.061226742	0.978386282	0.886770417	0.949042115	1.164187468	0.96557044	0.969661826	1.064767734	0.986941349	1.247894103	0.765164548
MGST1	2.446341017	0.263451681	0.290207303	0.841052142	0.371137044	1.787810814	1.729153545	0.316688309	0.954158146	1.875093317	0.276998315	0.847908368	2.302946727	0.12624019	0.570813083
CRY1	0.729802337	1.213947507	1.056250156	0.875482482	1.279619584	0.844897934	0.913238543	1.044154053	1.042607405	0.936606296	1.214235977	0.849157726	0.784249487	0.976107826	1.239642687
NFIX	0.843971502	0.684944009	1.471084489	1.345016733	0.704152955	0.950830313	1.030398455	0.856390509	1.113211036	1.075223336	0.832703462	1.092073201	0.843319685	0.832801372	1.323878944
ST3GAL1	1.210352696	1.436320937	0.353326367	1.412217006	0.822820116	0.764962879	0.855232824	0.320666096	1.82410108	0.725204187	1.048086232	1.226709581	0.635771146	0.940820736	1.423408118
MMP25	2.476834879	0.219422948	0.303742173	1.947077035	0.625560922	0.427362044	1.554245904	1.382846191	0.062907905	1.513779076	1.210270549	0.275950375	1.77626401	0.959514344	0.264221645
PKD1	1.109359778	1.168504433	0.722135788	1.334003268	0.798756661	0.86724007	1.454219995	1.079371746	0.466408259	1.230168988	1.005902768	0.763928244	1.062237905	1.168861005	0.76890109
MAPK8IP2	0.67031763	0.87040251	1.45927986	1.589701879	0.198049552	1.212248569	0.937743616	0.949836734	1.11241965	1.016395541	0.852521528	1.131082931	0.781071791	1.03292574	1.18600247
MED24	0.774681018	1.701322405	0.523996577	1.037580364	1.324189574	0.638230062	0.715943424	0.985345642	1.298710934	0.911818735	1.220195003	0.867986262	0.761825943	1.176420653	1.061753403
RHOBTB2	1.210489771	1.152731045	0.636779184	1.761732333	0.708651305	0.529616362	1.029722441	1.019798963	0.950478596	1.346287509	0.827556848	0.826155643	0.914590908	0.906500934	1.178908157
HEATR5B	0.731586667	0.692460767	1.575952566	1.10238472	0.714043894	1.183571387	0.956138049	0.961003859	1.082858093	1.04561938	0.93067044	1.02371018	0.882842866	0.794087675	1.323069459
SEC62	0.942310144	1.074153487	0.983536369	0.932795491	1.103343775	0.963860734	0.960886123	1.037939769	1.001174108	1.06708602	1.027030993	0.905882988	1.179268132	0.941966833	0.878765034
RPS20	1.744638272	0.997398094	0.257963634	1.85823086	0.945984338	0.195784802	1.548628346	1.188177087	0.263194566	1.380536913	1.273145607	0.34631748	1.513063429	1.262865221	0.22407135
CSDE1	0.69737326	1.30532804	0.9972987	0.826784861	1.044004035	1.129211104	0.856941385	1.166822443	0.976236172	1.007123685	1.158555359	0.834320956	0.861735911	1.072975441	1.065288648
UBE3C	0.782247261	1.350331158	0.867421581	0.981473266	1.096339016	0.922187718	0.884978695	1.166942078	0.948079226	0.982235679	1.141111507	0.876652814	0.766391639	1.070263565	1.163344797
REV3L	0.691788282	1.533890723	0.774320994	0.834115205	1.395037863	0.770846933	1.13839246	1.234119667	0.627487873	1.110401165	1.321747615	0.56785122	0.953632991	1.278973936	0.767393073
TENM1	1.786567973	0.903485206	0.309946821	1.36982664	1.532245917	0.097927443	1.00273621	1.185332311	0.81193148	1.03245281	1.04716349	0.9203837	0.845633577	0.865665952	1.28870047
MASP2	0.98765185	1.203854462	0.808493689	0.982000816	0.474439207	1.543559977	0.879768186	1.250101613	0.8701302	0.783747693	1.226363784	0.989888523	0.701050175	1.073362277	1.225587548
FAM76A	0.7941967	1.218584232	0.987219068	0.974025808	1.013948175	1.012026016	0.988260754	1.145449817	0.866289429	1.128786441	1.061824387	0.809389172	0.940995251	0.944403355	1.114601394
TRAF3IP3	0.532490977	0.501353474	1.966155549	0.954217779	1.21861724	0.827164981	0.613621378	1.232594134	1.153784489	0.655230446	1.401134207	0.943635346	0.629933911	1.4052808	0.964785289
POMT2	0.408811833	2.179247747	0.41194042	0.7982817	0.738616794	1.463101506	0.976251478	0.994502004	1.029246518	1.030611026	0.956017308	1.013371666	1.074249451	0.850142038	1.075608511
VTA1	0.862283989	1.359786284	0.777929728	0.859326267	1.098557721	1.042116011	0.927411038	1.116822769	0.955766193	1.087543291	1.106423252	0.806033457	0.730816694	1.142755946	1.12642736
MLXIPL	1.124477409	1.036070593	0.839451997	0.333688645	0.668866688	1.997444667	1.755820134	1.224169399	0.020010467	1.486761209	1.00177852	0.511460271	1.463045594	1.505125766	0.03182864
BAZ1B	0.560359618	1.393407317	1.046233065	0.863728785	1.26618399	0.870087226	0.788874789	1.217329881	0.99379533	0.79163834	1.349696377	0.858665283	0.746451913	1.172466118	1.081081969
RANBP9	0.714171883	1.324389331	0.961438787	1.040649583	1.227920697	0.73142972	0.988066367	1.073747529	0.938186104	1.119343884	1.105325882	0.775330234	0.937636399	1.104781475	0.957582126
SPRTN	0.784445199	1.416885758	0.798669043	0.860654301	1.050021346	1.089324353	0.770912073	1.118089641	1.110998286	1.340366203	0.7569445	0.902689297	0.981002733	0.913199724	1.105797543
METTL13	1.099722772	0.87410198	1.026175248	1.155198883	0.981354227	0.86344689	1.183810415	0.909372411	0.906817173	1.403764771	0.904204269	0.69203096	1.15177576	0.904084253	0.944139987
DYRK4	1.747342178	1.252657822	0	1.328852087	1.668486595	0.002661318	1.576441958	1.396638231	0.026919811	1.264167273	1.369060342	0.366772385	1.40848962	1.337899227	0.253611152
ZNF207	0.821862857	1.346982574	0.831154569	1.059920104	1.151569578	0.788510318	0.981615962	1.065330004	0.953054034	1.099203931	1.141077069	0.759719	0.919213291	1.086438909	0.994347801
UQCRC1	1.044338043	1.069749332	0.885912625	0.921844118	0.908711065	1.169444817	0.894330167	0.933082798	1.172587035	0.909007704	0.891545145	1.199447151	0.881168892	0.994392313	1.124438795
STARD3NL	0.790420433	1.031979108	1.177600459	0.756850025	0.796548609	1.446601366	0.829092431	0.980321486	1.190586082	0.963204737	1.157336789	0.879458474	0.89999413	1.154531007	0.945474863
CD9	1.692732959	0.536731567	0.770535474	1.252197715	1.278457958	0.469344327	0.84096271	1.189413924	0.969623365	0.989966241	1.158991452	0.851042307	1.446320417	1.076006994	0.477672588
NCAPD2	0.606415168	1.98123021	0.412354622	1.057661722	1.491831499	0.45050678	0.566179541	1.77057506	0.663245399	0.644011403	1.827868348	0.528120248	0.792266015	1.539021072	0.668712914
IFFO1	0.753263403	1.043557163	1.203179434	1.42744751	0.672611449	0.899941041	0.857044824	0.8794714	1.263483776	0.846117054	0.847898733	1.305984213	0.82414766	0.891449987	1.284402354
PHF7	0.929557831	0.219236672	1.851205497	1.156582128	0.303427892	1.53998998	0.57973386	0.510919603	1.909346537	1.317460996	0.248952857	1.433586147	0.970650637	0.348716691	1.680632671
SEMA3G	1.009862127	1.250139614	0.739998259	0.820139194	1.100101934	1.079758871	1.035460695	1.730126599	0.234412706	1.280570628	1.124712512	0.59471686	1.319382033	1.03985312	0.640764846
NISCH	1.092126873	0.916727382	0.991145745	1.127801477	0.826411054	1.04578747	1.061583889	1.228950402	0.709465708	1.033753861	0.790264637	1.175981502	0.810197822	0.892402267	1.297399911
STAB1	0.715377891	0.942382603	1.342239507	0.989857999	1.007088282	1.003053719	0.456435005	0.845702815	1.69786218	0.674344456	1.111385821	1.214269723	0.4505428	1.547868683	1.001588517
FUZ	1.421356929	0.745232505	0.833410567	1.018949768	0.896295101	1.084755131	0.962860204	1.195146671	0.841993124	0.959593279	0.722069738	1.318336983	1.110888196	0.96301708	0.926094725
SLC6A13	0.451454991	0.662755327	1.885789682	1.233717925	0.668779194	1.097502881	0.687806061	0.72306017	1.589133768	1.067204509	0.956688716	0.976106775	1.403237233	0.891651753	0.705111014
IDS	0.719490328	1.516567042	0.76394263	0.869149651	0.942747364	1.188102985	0.854299212	0.994906606	1.150794182	1.061497095	1.230201934	0.708300971	0.78117278	1.170409188	1.048418031
CD4	0.542087946	0.531602475	1.926309579	0.802768737	1.554825303	0.64240596	0.469898799	0.778310909	1.751790291	0.786583608	0.965309043	1.248107349	0.799840215	1.349327371	0.850832414
LRRC23	0.730456537	2.250490619	0.019052845	1.202746545	1.764909426	0.032344028	0.933447118	1.929996043	0.136556839	0.984477578	1.808631384	0.206891038	1.074267833	1.834360506	0.091371661
BTK	1.096663167	1.086580942	0.816755891	1.548306579	1.091966195	0.359727226	0.33152946	1.288500517	1.379970024	0.706155049	1.499908291	0.79393666	0.965916619	1.909276827	0.124806554
HFE	0.905438549	0.24872245	1.845839001	0.787647466	0.772971532	1.439381001	0.238532152	0.30849366	2.452974188	0.71393526	0.787624122	1.498440617	0.385471945	0.2862999	2.328228155
SCMH1	1.230367678	1.128324537	0.641307785	0.944340701	0.927324645	1.128334654	1.068800977	1.332990744	0.598208279	1.125402438	0.990666923	0.883930639	1.0567908	1.041595327	0.901613873
FYN	1.1702587	0.925210197	0.904531104	1.599696505	0.911092873	0.489210622	1.082513288	0.991166933	0.926319779	1.144990413	0.935630513	0.919379074	1.057853954	0.975977445	0.966168602
HIVEP2	0.842327308	1.057472395	1.100200297	0.979929274	1.30349915	0.716571576	0.935701629	1.078319697	0.985978673	1.065123794	1.001211182	0.933665024	0.663069458	0.966530799	1.370399743
FMO1	1.281469523	1.026092675	0.692437801	0.688897597	0.66688902	1.644213383	0.218296831	0	2.781703169	0.402067698	1.048312031	1.549620271	0	1.712773302	1.287226698
