	log2_hum-chimp_difference	log2_hum-rhe_monkey_difference	log2_chimp-rhe_monkey_difference
ALX4	-3.1939635123091032		
FSTL4			
FOXN3		-2.1927728079504	-1.6090832130036434
METTL24	-0.056796236543792594	-0.05649188337698076	-3.31900470879252
AKR7A2			-1.7274346722093918
MRTO4		-2.563545672534566	-0.7006564830569336
NNAT	-1.7854803051939516		
USE1	-0.975191289665139	-1.7142627199387472	
MCF2L2			
NRIP2	-0.23510101458770036	-0.4503208380694392	
LAMA3			
AP5M1		-3.413557198550474	-1.1331628621310867
ANAPC4	-1.2227018033193835	-1.5229477882043034	-5.680777298940448
KCNQ1			
TRAPPC3			-2.968424429558806
THRAP3			-2.0714467179052627
PHPT1	-0.5238279756599203	-0.6284264523779467	-4.283276422114859
ENTPD2			-1.7773521725127512
LY75			-2.7354229488253794
ARID4B			-2.5343283761616555
OPN3			-1.0367766759053954
SDCCAG8	-0.942256162168796	-4.09318141690655	
PTPRN	-1.350545934718294		
HHAT	-1.29378589840566		
KIF1B			-1.8888878712160821
TBC1D22A			-2.971905244510771
SYNE2			-4.4320272931120615
PLEKHH1		-2.898811983897743	-1.5402135148073155
ATP9A			-2.342495254682424
CBLN4			-1.3585840586458193
CHRDL2		0.18404803549432783	0.53497109008419
FAM168A			
RELT	-1.7161672409355548		
GALC		-1.373487432520213	0.10700253488279987
NOP58		-7.114851580315275	-1.1581856697956947
SZRD1			-1.681440056915203
KCNH2	-2.24853268781272	-3.783237322591698	
CUL1			-2.724462208447837
FAM114A2			-2.754182062165968
CYFIP2	-4.930930387083473	-4.723232353574035	-3.250492511871498
TAB2			-2.399489870382356
GINM1		-0.7894902946478973	-0.44115863994375326
EIF2AK2			-3.7641533378960306
USP36			-7.719729409286815
KMT2C		0.44336381765990907	0.8537978627613967
MCOLN3	-3.3456439024322266		
CCDC85A	-3.1776660710798206	-1.4570091217127883	-1.4992756132999605
PUM2			-1.028697473705257
MRPL43			
ITIH4		-0.48464911473426725	-0.2184095938070729
ITIH1		-0.6208376666062452	-0.032407620501388845
C4orf27			
ZFR			-1.661601327908344
ZNF280C		-3.151770598460173	-0.8282153590980526
NPFFR2		-3.321928094887362	1.632268215499513
PHF21B			
TRAF1	-4.492083422099654	0.034038627758524544	0.11027899732119666
RC3H2			-2.24621035456329
IL17RB	-0.6884542939098693	0.5396881653862549	-0.09983460928866045
TRAF3IP2			
DCBLD2			-3.6667566344037534
SOAT1			-1.6023870406680183
PKP2	-6.438572505534322		
MSH4	1.2658867117278811	1.4606769547493654	-1.1596369275365337
F7			
GDI2			-1.754554067362614
PRDM1		-0.06749680409150274	0.9726458926777117
ATG5	-1.4805297861354871	-1.1506117740973036	-2.3802433760324355
TMCC3	-3.8176055004985234		
PITHD1	-2.986695686026208	-0.6516587930882034	-0.712196921427956
MTA3		-10.283344642946362	-1.684764601625478
USP13			
ATP11B			
LAMC2		0.38359100137535346	0.8759529036674109
CDK14		-3.244928528557907	-1.1339868846479362
SEC61A1		-3.933738527131746	-1.8808898530762348
PPP1R12A		-3.315262107358513	-1.3060649152894082
RASGRF1			-2.1477644649535876
CAMK2B	-1.4223305701917623	-2.0577387928790114	
CROCC	-0.6038171320714543	0.05405031135533509	-1.05839841446262
POLR3E			
ATP2B4			-1.1356469211589644
ZC3H11A			
RIOK2			
YIPF1			
NDC1	-1.3838971441837904	-5.581915963876232	
DGKG			-1.1818377603445842
FLYWCH1	-1.3132946827272636	-1.2358557895126523	-3.032805462006442
UNKL	-1.8280448606773265	-0.5053847505166532	-0.9355960248445944
TBXAS1		-1.3965770309624284	0.8816752422379418
PARP12		-0.7907672938643658	0.2270757786521768
ALDH18A1	-3.7776460058199497	-7.922042541902044	-5.001921304238428
TARBP1	-0.5757568349428628	-0.017037882522521933	-1.2607549732400973
GATB			
MXD1	-0.48347003648530434	-0.6752938942880609	-6.512997494984892
CDK17			-4.721224161071023
DNAJC25	-1.762226356289533	-3.7309481711295125	
SLC2A3	-1.6348162080430364	-1.6639895774195512	-3.418059003605516
PSD	-2.101063761473737		
CTDP1	-4.442138899701665		
YBX3	-1.8885214546797782	-0.46279376856098375	-0.8481512997715378
STYK1	-2.3916046599194623		
WNK1			-1.9433873432974391
CCAR1	-7.560835838289408	-2.9698928094942625	-2.1691616645669547
OGFR			
GNA15	0.5670271707442133	0.3685978369883504	
CREB3L3		-0.2818327421884146	0.6213015859804027
PIGV	-3.183981749065937	-0.5041708994889091	-0.5248493448966264
PTPRU			
SNRNP40			-3.318765780842875
RIMBP2			-1.7241756725451796
COL11A1	-2.6526680389343222		
QSER1		-2.9442325777671305	-0.022484648837702362
MPC1	-2.7043911651876713		
ACAA1	-3.091129761835487	-0.1484104623733484	-0.17642087209880292
BCAT1			
HDAC7		-1.8792979524904705	-0.19563187303945515
LZTS1	0.014322445595205307	-3.5184240304481156	
PRDM6	-1.1710157049728642		
WNT8A			0.9557092650270231
SPAG4	-1.6361859051464545		
NCKAP1	-5.458144299581684	-8.841992804712413	-3.6541426195520454
MRPS35		-3.286629603898612	-1.9980103338581958
GUCY1B3			
SFSWAP	-9.15650636160026		-4.243320488449686
TNK2	-1.2829115544490994		
MON2		-2.0388227941696155	-0.8283653956988938
CDH3	1.0271468574124365	1.1167876488813222	-2.1162493607226027
GPBP1	-2.796835911717457	-3.203094125312221	-3.9504665657624742
DGAT2			
ZNF112		-0.7499444695146542	0.16858423631541747
CS		-2.2924376328402545	-1.2922739009816524
LTK	-0.41901182947705834	0.46362291236943376	-0.4519309981280233
MRPS24	-0.7291800941220102	-2.6669088844352618	
ELMO2	-4.810632050072806	-1.290511610909286	-1.079561010705113
WAPAL			-2.3392562679111304
VMP1	-4.193332581790904	-3.053022288332095	-2.5922411723359633
APPBP2		-2.6361507222333085	-0.9042600095973328
POLD1	-1.801897806684634		
SEZ6	-4.269202752161341	-2.9806815385206185	-2.5160252437780715
EIF4B	-0.10285891202328792	-1.8224160482548366	
SLC6A16			
GLTSCR1			
SPHK2		-2.2225049488574538	-0.9672638844943762
RPL18	-2.0483006447661976	-0.7579036428531108	-1.1533300195169225
CA11	-1.432472710937754	-0.6077121325818678	-1.3742947778549621
ISOC2	-0.5773458323421278	-0.5005380264560774	-2.871468967782076
U2AF2	-1.729375264528988	-4.910539068266076	
EPN1	-2.003204712014405	-2.2622867706751393	-4.083238021342548
MED29			
AHRR	1.0795083643354475	1.3822012523827087	-0.7530639329629236
GSC2		-3.321928094887362	1.632268215499513
ZNF275			-2.290059889140948
MTMR1	-5.869548330780576	-1.8921993162063406	-1.505154856816352
GPC1		-0.6598785735874654	-0.018297437915315025
ADCK1	-6.545821007624035	-6.426083759335163	-3.30862709903662
RNF4		-2.788038269732314	-1.0646230014288494
CASP8		-4.192817199714422	0.19993182078958793
LIMCH1		-7.098256513725848	-1.8896268749534315
ASUN	-3.26580643252318	-3.270914919463829	-3.32723959419594
TM7SF3			
DLX3	1.632268215499513	1.632268215499513	-3.321928094887362
SPA17	0.015652768646937668	-1.0582179182426368	
WISP2			-1.5735151210871714
ST3GAL6	-2.694681389958967	-1.8973135346086323	-2.2244431393299595
ATP2C2		0.279336251743469	0.7088287007650329
NGFR	-1.2026687833171028		
CDON		-3.4575527594540003	-0.9897472190588251
TAF2			
HIPK2			-3.269001924242876
TNPO3			-2.5813713495412713
MEF2BNB-MEF2B		-0.83283608787151	-0.5858901684417506
RFXANK	-0.69450105504623	-0.9114826635899447	-6.188053405133945
TMEM161A	-2.0270115905504076	-3.3298832724032956	
LPAR2	-3.6472355633063787	-0.042076373669930944	-0.012397898761732567
CTSA	-1.0399279702485487	-0.6007592371947132	-1.8727360591043019
SUGP2	-3.2258979213675523	-2.3287388634394866	-2.3795057926281
SLC12A2			-2.236225030820361
SNX24	0.3886356192116475	-2.5965557849951146	
EYA2			-1.7907963997418888
CNN2	-0.3332698771851298		
ABCA7	0.2109868956792167		
SNCAIP	-1.9671808434396982	-2.679061628711585	-11.322246106935529
DDX20	-1.6748827217896882		
BTBD1		-1.5030836598166475	-0.39027091144608844
FAR2		-3.069615450334956	-0.9725604420306304
BCAS1	-0.16681190708830804	-0.2992781112895101	-5.516229794540808
POU1F1	-3.321928094887362		
SBNO2			-2.946128172871082
PMS1		-0.745536305681251	-0.4082619657170528
HMG20B	-0.5248270967233217		
CALCRL	-1.5681371107488615		
TAF11	-1.4116348084560673	-2.060955984206244	
ANKS1A			-6.09516958395848
AP3D1	-3.031722519008125		
ZNF76	-2.4776442561741656		
SLC9A3R2	-1.2464173743810363		
NTHL1	-1.363320665519371		
UHRF1BP1			-1.5492545919284761
GNAI3	-2.820598438375553		
IPO5	0.6748492943523816	-3.4101327342214796	
OAT		-4.31843974055614	-2.3647464342539717
WDR3			
PKN2		-2.465369453741127	-1.0830143950595792
WDR18	-0.7821410058917285	-0.10924516519087059	-1.1662766189673142
TRAM2		-1.4522268926186874	-0.7995558927098635
NTN1	-3.597316371578652		
GLP2R	-3.321928094887362		
MCM10			0.7682282034940591
DGKA		0.2775348436145421	0.5710364163941735
ERBB3			-1.5182825620244884
ANKRD44			-3.676371244138517
KARS		-3.950304399856078	-2.481233571683132
ADAT1	-3.152619979242726	-0.16957564573660644	-0.189923413715786
PDIA5			
TBC1D22B		-3.169817526044146	-1.5411321406221974
NDUFB4	-1.5125467150820862	-2.0194882856974914	
SPEN			-1.8265195453332872
MYLK			
ZC3H15	-0.8880217074817554	-2.2970873812658663	
MAP2K4			
TMEM206	-1.0536766054810578	-3.7673557319802717	
SNAP91	-3.943600101272798	-2.615267333124749	-2.334894691624795
SLK		-2.1760374525024013	-1.1562831495847723
CYB5R4		-3.9231063006838887	-2.401811664281808
COL17A1	-3.321928094887362		
GSTO2			-4.0549251736692415
SEC61A2	-2.7555604945820455		
PRKCQ			-3.787511566963646
TLE2	-0.666441028282528	-0.1618507180055159	-1.4587088242267856
ASB1			
FAM107B	-5.288557659216333		
ME1		-0.7151113510861061	-0.03716965274537203
TBC1D1	-1.5053953713694614		
CDK13		-1.5167210660769925	-1.0256526493214562
MTHFD2		-3.0264944796097644	-0.8740597501285358
SLC9A7	-1.890360546648569		
FOXJ2			
YBX1	0.6134387835226425	-1.6926772012454168	
PDE4A	-1.1439919600943853		
PPP2R5A			-2.107608729881244
CTNNA2		-4.7940659367745875	-1.6581978754169364
ELAVL1		-4.607732208058154	-2.1066320749397844
TIE1		-0.9889212053664225	0.0995636790688601
DIP2B		0.487376475593285	0.8289021420474855
SMARCD1	-2.3336119460145026	-2.0033775240027527	-2.7271064255785684
KDM4A			-4.316510693979913
NFYC		-4.168926752057069	-2.185080627403944
ZMYND12	-2.1292461063874786		
SLC9A3		-1.4661895821126687	-1.0620561760359857
NGEF			-0.29524959164113024
ASPM			-3.6296017774616742
CD84			0.8096495470909608
ELOVL1			
SPI1			-0.9508544638146547
ZNRD1			
MPPED2			-1.9956825254878303
CLDN18		0.0807590948148568	1.0992451369346294
ZBTB11		-3.2465282000540685	-1.4835532377204697
ATXN3			
GOLGA5		-2.678208768266959	-0.9907250625106746
FGFR2		-3.0349909777760047	-1.1262631595067707
LRRC40		-1.3108630363548242	-0.42098299271281764
ISOC1	-2.491103905764748		
EML1			
TRMT11	-2.2277667296948223	0.1411176444151115	-0.015563565113233122
THUMPD1		-4.638213319782966	-1.8881250484204364
MSANTD3	-2.449812024087113	-1.9960393821185902	-2.5764523188742174
KIF26A			-3.3311867503945023
ATG2B		-3.5772866362717712	-0.6779381603563652
ARFGEF1			-1.4013223708127258
ZFAT			-2.615082399442135
MTFR1			-0.5287574069343746
STAG3	0.16210222325966825	0.0036913427222995403	
FECH	-5.5991252563524165	-4.073561358295102	-2.8493024183501054
MYO9A			-2.0416469578143257
PFKP			
IDI1	0.037597448821747634	0.07706062958586037	-2.9605691845343864
SP100			-2.072061818724526
KLF6	-1.333168181582985	-0.5377525005028965	-1.3512677019269939
PPAP2A	-1.3713717733448796	-2.0654070766447634	
NEO1			-1.688198534845862
TRAM1			-1.861541781657296
PHKA1			
TNFRSF1A			
CACNB1	-3.9293049426861906	-0.6967686800284962	-0.6185757653941428
EVI5			
STOML1		-4.515611667792993	-2.5901690116213776
PKM	-3.4950659397458743	-0.15059378381258434	-0.1325961970004121
DHX29		-2.6844388692829906	-1.27524356886245
DNTTIP2	-3.404000227853675	-2.4866435923396075	-2.4426073224037226
METTL22	-1.0395732099227386	-1.390685037544497	
TP53BP1			
TRO		-0.5732786505126831	0.003439877723465892
RRP15			
RHOA		-1.6057303709852935	-1.175755769702548
DHX8			-2.1495651292962514
PRKCZ	-0.3692555960187112	-0.9600786590882641	
IARS2		-1.387852675193619	-0.9012465474330679
SYT1			
NAV3			-3.6981410051815673
IDH3G	-1.4497199608834381	-4.016282543520031	
ROGDI	-2.0805495736682884		
PDZD4	-0.41023508298879185	-0.6238675580383918	
ATP2B3			
ROCK1		-2.7955714663255415	-1.8483637488961435
CBFB	0.1375562086828491	-0.2095811498811554	
PDK3			
HYAL2		-1.1626814081372823	-0.6006877892911644
HDAC4			
RASSF1	-2.121642792542037		
FGFR3			-2.3915988094722547
IFI35			
COASY	-1.4181249781967842	-1.5478940993553987	-3.88234535880652
PLEKHH3	-2.434347393787754		
MEF2A			-4.73894170664265
OTUD5	-4.479255323247288		
TFE3	-3.6468685501986493	-4.4163467792866244	-3.8997091856896784
TBC1D25	-2.770611833114676	-3.728563938854849	-5.112994644907223
ACSL4		-3.943321999034203	-1.5278274715953122
INPP5A			-2.496585379439052
GPKOW	-1.7909550777924717		
GRIPAP1	-0.9779307357360916		
FTSJ1			
PRR11	-1.2820025771964463	-0.8886690450527508	-2.1272870990827184
REEP1			
ATP11A			-1.5996561983593147
POLR1A			
LAPTM4A			
TTC7A	-0.6195754462588421	0.37443087838543765	-0.4237862422807477
IP6K2		-1.612929259954735	-0.6799637395918162
STON1-GTF2A1L			-2.4449386915950746
SRBD1		-2.6501994151343027	-1.9310047266572294
KIF2A			
RASGRP2	0.0548802644631796	-1.739131203661091	
PSME4			-3.5621937527057432
IFT80	-0.3080877750404647	-0.5161523070754201	
SIRT2		-5.179455841237178	-2.551235285020366
ERLEC1			
PPP2R5B	-1.74632197419651	-1.3317519348515445	-2.32753073827438
PYGM			
TRPC7			
MAST4			-3.1580361224250417
GPR116		-1.5585879174208894	-0.5496380774598705
SDK2	-4.3443216565757075		
NUP133	-3.4452034259293365	-2.321896676116128	-2.2639977837367717
NUCKS1	-3.347917262597905	-2.976324589300429	-2.956195864366239
VPS35	-6.364204074337141	-1.7870881227745783	-1.4050033590358693
DNAJA2	-7.298632416906239	-2.6196317048130267	-1.9637708569875156
BCL3		-1.1678808922474737	-0.21238990486047168
KCNAB2			
ABCC9			-1.1744317855952575
GAL	-6.393364470491591		
FUNDC1		-0.3984912631763799	-0.13590897279406652
MAOB			
RORA			-1.0368524754702881
DRD4	0.819694910603517	0.7790974029850175	-4.292674037958933
TGFBR3			
KIAA1107	-3.3698309418940497	-1.9250719989506733	-1.9072893567389273
PLA2G10	-0.2618491668592873		
HES2	-3.321928094887362		
ATP1B3	-0.9518507252865894	-2.037037110409915	
NEDD4			-1.8976805382260562
PIGB			
MAPK6	-1.347674777318161	0.665931666776316	0.3714670974742575
GNB5		-0.6366732205997906	-0.25450625213065814
RAB27A			-2.2723839830993047
CECR5	-1.1519022634056384	-1.5035159045770332	-8.553618170688754
UFD1L	-1.6164402167469178		
LRP6			-0.5664559298560965
GUCY2C			
PHRF1	-3.434269540095202		
IKBKAP		-3.0472489738272044	-0.2862615368824261
NUCB2		-1.9939647035342158	-1.466786958358783
PFN2	-3.323246173543077	-3.8135480654244245	-3.81169685134706
PTPN3			-0.6052565986523228
SPTB			
DAPP1			
FGF10			
SLC44A1			
TMEM260			-2.3985417219251395
SMG6			-2.780880413987032
EXOC5			-1.2502463512922868
FGF22	-5.69865884373201		
FSTL3	-1.0523884225398825		
DGCR2			
RNF126	-0.07768177948161807	-0.7605692411363878	
MNT		-1.887464831629581	-0.22091525018435812
ZXDC			-1.3255522612961335
JMJD6			-5.4047080101351455
POLB	-0.3932824204420209	0.5951756823575337	-0.23571970908899076
ST6GALNAC1		-0.016533372845615034	0.8449867441492945
WIPI1	-0.9837636272632679	0.37915144404837314	-0.160172947478098
FRMPD1		0.3145187330263155	0.5698801797837568
GBA2	-1.3523632453412802	-0.845258719510316	-1.9161480051841457
NDST1			
ASNS	-1.2444594289264337	0.015966445601510667	-0.5372931467119303
AP3M2			-1.148709159622209
CNGB1	-3.329672020242728		
ST6GALNAC2			
PABPC1	-1.630573771009166	0.36125442969164234	0.08621661413943914
TESK2			
CFAP20		-1.1570273248685674	-0.7337703832444386
CSNK2A2		-1.8162645143530332	-0.9482029801873468
PTPN21			-2.44711776642742
EIF2B3		-6.451816671254287	-2.709208890012456
CAMK2A			
TCOF1	-1.1549653442753225	-1.6289180708462607	
CDC42	1.295123254385693	0.9807958765481771	
OSBPL3			-1.455847938868596
EPHA8	-7.036244596246323		
SLC12A3			
RAD18			-1.5028442210789712
ATP2B1			
TRPM5			-1.1841779959050183
NCK2	-0.8790305118978269	-0.4987906607617004	-1.9215701514883285
MAP4K4		-2.329017767979177	-0.9366947579045012
MGAT4A		-0.6996140266269448	-0.06848971609162394
RPL31	1.6229425610815291	1.6263459718461275	-3.2206201435917983
WDR1			-4.142697464805869
SNX13			-2.4721768817898955
ARHGAP10		-1.9684793849271858	0.20850280229733054
RPS6KA2	-3.2644516412149316	-1.60907358673142	-1.6270728825830292
ING3	-1.6097247267968529	-2.346005415863555	
VASH1			
LMCD1		-1.6406056787199106	0.3464141811888928
WBSCR22		-2.0007887777037	-1.4845026219184494
SEL1L			-0.9625721847382285
TRIP13	-1.9245376959227596		
ATP6AP1			-3.5420557753596635
TCF3	-3.5209794221443005		
TRIB2	-5.275938819860965	-2.035274685074522	-1.6522131978897279
DAZAP1	-2.9398451564161983	-3.063649461795182	-3.485472778877084
MBD3			-6.1668175648174035
HLTF		-2.7111406957964683	-0.9957148574298962
FAM50A	-1.8839160341077041	-1.261259312420837	-2.0219075526764496
FAM3A	-3.28691711456194	-1.7924743495112234	-1.8048033402987211
CPSF1	-1.696641784879948		
MYO3B			-3.3268118599493173
CYBRD1			0.17354135469129353
CDH19			-1.2500373766707986
PDCD2	-0.5979751806692637		
SLC6A15		-2.951473160276378	-1.1866986560283872
RDH11	-5.221616055766886	-1.3777854731487853	-1.1265524969956948
PRKACA	-3.8529753748690423	-1.990423736388664	-1.8238828352657261
LPHN1	-2.0864968739419423		
ACTN1			
ZFYVE26	-2.6458593383329463		
RPS6KA6			
EPN2		-5.974994852604904	-2.4056820951725086
PTPN18	0.3106472367388767	0.3348835421550886	-3.0467827899704965
LIMS2	-1.7715356678308407		
ASIC4	-0.024562814717851995	0.7526608354929534	-0.3187233973120444
SPEG	-2.278110631818395		
LNX1	-2.5001870949657095		
ALDH3A2	-1.8567517547960184	-1.0081832834761661	-1.6390190953122692
TFRC	-7.901361854173491	-1.3489941826489422	-1.0339151790458032
SREBF1	-3.727392129992046		
TRPC5			
AFF4			-0.42430454968290143
UBE2D1		-3.515477572731144	-0.9729058181861858
MPP5			-0.8442797628484621
RHOBTB1			
SMC1A			
HSD17B10	-2.674640500194263		
MARK2	-2.864147505580277	-2.9229623036037107	-3.4033357645054187
HMMR			
CHFR			-2.3370145310497845
TRHDE			-2.5867518620919983
P4HA2		-2.161157650569472	-0.6344366243586819
FCGR2B			
NFATC3		-0.7693578768009546	-0.2560580452809062
TRNT1		-1.4677618868572235	-0.6734290624350252
ACADVL	0.13238028949330372	0.1413457678251788	-3.2265732724759744
STK10	-0.2887877376951278	-0.4248506127224145	-5.24735412161406
FBXW11		-3.4907704459291233	-0.8409006608940842
ACAP1	0.2669068846036629	0.9047583104066367	-0.37893426038757644
CRMP1	-2.318030223562538		
EVC			
DERL2	-3.84980243010878	-1.9736541392170315	-1.8097025196784033
SIDT1			-1.8843575661390468
NDE1			-3.7042494117827727
MRVI1		-2.1402536875572844	-0.07299980167047504
TMEM38A	-2.0496100391444316		
AP1M1	-1.7988710833741994	-2.1843298598533996	-4.93831831103364
PVR		-2.730144870238832	-1.2408216312170164
XRCC1	-1.8930745618188696		
SCARB1	-2.3567252871405135		
CYP2W1	0.2902526545016297	1.111984249487083	0.05460233780434036
MCM2			
MOV10L1	-1.4469549654844114		
PANX2	-0.8829412612884684		
SELO	-0.9717230595369541		
TP63	-2.43809697198491		
ALPK1		-0.7606579932330179	-0.1633526831495369
LLGL2	0.8012265658182471	0.16597119849170602	
PDE8A			-1.1300234220776344
CLCN4			
NLE1			-1.2826575575706773
SDHA	-3.8790728814608926	-1.2915881854493154	-1.182666558614495
SMARCE1	-1.5339952245278627	-2.119282698096246	
FNDC8	1.5149531765242688	1.574802824959088	-2.1775407522049957
GSDMB	0.7003805793776869	1.2402939908790502	-0.25578153331905445
KDM5A		-4.694878667376133	-1.3954733632351002
ADAM11	-3.4430889759875054	-2.621066317964214	-2.5512868101060633
PPP2R3A			-0.761170870933553
FERMT2			-1.2019369928687953
ABCB11	0.034606255641404814		
DHRS9			0.1756885084405315
CD5L			0.19994623110102894
PTGS2	0.10876066993857707	-0.15409017273012754	
IGF2BP2		-1.3211164585098363	0.5025324401325996
MAP3K13			
ST6GAL1	-4.463635545488635		
TBX21		-2.4102492387752497	-0.24776793964018543
FRY			-2.0795161489507406
PICALM			-1.8202365261231437
NSF			-4.922725111959237
GLI2	-4.670364350874761		
CLASP1		-1.5584953192399353	-0.3570093593417959
MRPS34			
NOTCH3	-2.5996626736596786		
CLNS1A	-0.7359057306752458		
PPP2R2C	-1.3917603096634215		
TEAD2			-2.424987150745236
EED			-9.630862722154578
CDHR2	0.014963647737614173	0.5230643987265802	-0.9252799322602099
SNCB	-1.4653379317204709		
